Date,MSCI World
1978-12,10000
1979-01,10411.868863153853
1979-02,10274.989193892201
1979-03,10715.365626879584
1979-04,10832.85818180805
1979-05,10776.787222603347
1979-06,10972.00583239519
1979-07,10671.996118422387
1979-08,11147.955352610972
1979-09,11289.537252012607
1979-10,10508.152488566486
1979-11,10802.104488425315
1979-12,10856.336028048869
1980-01,11410.839116207513
1980-02,11537.14025193797
1980-03,10857.301974948865
1980-04,11722.966083983181
1980-05,11783.81806053315
1980-06,12184.45989060061
1980-07,12419.110898055187
1980-08,12930.34305939636
1980-09,13304.163740110664
1980-10,14054.237822636356
1980-11,15172.844579566972
1980-12,15328.601607424342
1981-01,14947.020630021138
1981-02,16031.483515122758
1981-03,16633.82721025156
1981-04,17103.342220889816
1981-05,17812.996546498754
1981-06,18486.548962877412
1981-07,18748.218358984464
1981-08,18901.714204739124
1981-09,16709.046739429436
1981-10,16732.60439021027
1981-11,17804.410258720363
1981-12,17687.92404590552
1982-01,17716.638674596372
1982-02,17217.439103474822
1982-03,17072.23232757427
1982-04,18208.267943159262
1982-05,17158.053077017452
1982-06,17355.625730976284
1982-07,17520.386000890696
1982-08,18926.557879152624
1982-09,19213.137897842462
1982-10,20796.934276309035
1982-11,22286.318694919308
1982-12,22348.781604599935
1983-01,22684.980189680457
1983-02,23607.2081969209
1983-03,24581.959069758836
1983-04,26737.945104924536
1983-05,26662.94713437804
1983-06,28365.25334936238
1983-07,28259.889566346512
1983-08,29356.43301551002
1983-09,29993.98659153818
1983-10,29176.886376720773
1983-11,30755.263186578915
1983-12,31963.114159103134
1984-01,32977.08748541714
1984-02,31463.658711446147
1984-03,31792.22801234147
1984-04,32259.177286199876
1984-05,30972.156993953613
1984-06,31257.467425808456
1984-07,31321.023691721704
1984-08,34877.0047784436
1984-09,36412.40527485351
1984-10,37497.08884461908
1984-11,36405.02693268886
1984-12,38659.33270524249
1985-01,41814.50778263421
1985-02,43484.32495412056
1985-03,45122.81383170699
1985-04,41911.84116934896
1985-05,44399.17847530428
1985-06,44429.20981863376
1985-07,43158.845437876575
1985-08,42042.68002795259
1985-09,43067.01639934203
1985-10,42618.89100688635
1985-11,44153.477536767285
1985-12,45152.64154765509
1986-01,44897.06391004574
1986-02,47039.01570204439
1986-03,50233.850183163624
1986-04,51907.954706217504
1986-05,50877.26205161216
1986-06,53153.171514409834
1986-07,52030.78451215918
1986-08,54900.430737395895
1986-09,52328.74585406129
1986-10,50879.01649122878
1986-11,53595.76760308587
1986-12,53907.417405354805
1987-01,56645.679746249705
1987-02,57500.42381223652
1987-03,60981.370639730754
1987-04,63736.26911837793
1987-05,63072.2346686008
1987-06,64185.79740406132
1987-07,66434.940780646
1987-08,70928.69191671922
1987-09,67896.82941179145
1987-10,55978.519355807235
1987-11,51333.35318933474
1987-12,51946.00038934021
1988-01,53788.82137117019
1988-02,58571.90147756948
1988-03,59539.17679835119
1988-04,59946.33641689551
1988-05,59342.81068535931
1988-06,61478.23069255289
1988-07,65806.92822996569
1988-08,63602.14826223009
1988-09,65834.66781141581
1988-10,68495.71054176906
1988-11,68088.34208639651
1988-12,68790.79992884255
1989-01,74120.0249357635
1989-02,74582.15354904422
1989-03,74613.48628212858
1989-04,76773.74003255401
1989-05,78123.10673442653
1989-06,78649.45633752397
1989-07,83734.8366964064
1989-08,82987.38262534287
1989-09,86654.69489305468
1989-10,80626.48939950323
1989-11,82659.75571852853
1989-12,81820.55262192203
1990-01,75728.59152614372
1990-02,71535.67884261148
1990-03,68407.07384190068
1990-04,66571.61049017099
1990-05,72394.6131277866
1990-06,72378.14528129846
1990-07,70845.82754740205
1990-08,61401.136368931686
1990-09,55029.59819550661
1990-10,58415.01824588905
1990-11,56330.599260575495
1990-12,58201.46058231436
1991-01,60491.367310106056
1991-02,65002.78220991918
1991-03,68678.23518709131
1991-04,72917.12917344098
1991-05,75579.5092211288
1991-06,73571.22957774633
1991-07,77158.9799661383
1991-08,75234.26234241849
1991-09,75089.82998524288
1991-10,76219.33382059849
1991-11,70183.65790753417
1991-12,72914.05794161874
1992-01,72080.62305134675
1992-02,72413.34826326546
1992-03,70859.44584345496
1992-04,71211.68823365337
1992-05,72641.78398590564
1992-06,68211.92105412885
1992-07,65144.890047642555
1992-08,65058.41981794594
1992-09,65963.46194789851
1992-10,66858.600682319
1992-11,72526.59383626383
1992-12,73078.71080957359
