Date,MSCI World
1993-01,74768.89567898477
1993-02,78461.23192606225
1993-03,83433.31412538716
1993-04,84344.24986082764
1993-05,86514.92308096656
1993-06,88306.95271642932
1993-07,93963.38021225444
1993-08,99037.08142599443
1993-09,93357.603728598
1993-10,97071.79004516338
1993-11,94055.91863509952
1993-12,98630.70552150681
1994-01,106578.15235262437
1994-02,104811.36215724159
1994-03,98236.47112910658
1994-04,101584.20726537875
1994-05,99673.79257367145
1994-06,97800.22291300775
1994-07,96604.85989212306
1994-08,99645.24206933702
1994-09,96004.49384815281
1994-10,96865.59425846237
1994-11,94059.72853580533
1994-12,96930.87581202372
1995-01,93541.92643345262
1995-02,93884.80913870313
1995-03,94604.42603758277
1995-04,96046.72853513679
1995-05,98383.64077157283
1995-06,97551.66944522492
1995-07,101261.26186094567
1995-08,102021.69173637634
1995-09,106360.38663721169
1995-10,103076.72152912902
1995-11,106905.84566973582
1995-12,111794.24573278529
1996-01,115218.61531245471
1996-02,116607.71844825087
1996-03,118493.84554258299
1996-04,122335.85039123984
1996-05,123949.1279059058
1996-06,123631.86345899447
1996-07,117472.57444857324
1996-08,117767.8453328223
1996-09,123461.51805134537
1996-10,124732.52968836357
1996-11,130053.65145176742
1996-12,130825.75680863939
1997-01,136026.71047412418
1997-02,143610.0856774854
1997-03,142428.46555577146
1997-04,147909.2808164792
1997-05,156584.22336926646
1997-06,166266.5155175776
1997-07,178789.19371208054
1997-08,171614.2941518694
1997-09,176218.85265406469
1997-10,163940.4448753
1997-11,163433.4433174367
1997-12,169914.8595527225
1998-01,178694.69518773293
1998-02,190390.75106485983
1998-03,199190.73928392946
1998-04,199804.56645765193
1998-05,194324.40510275826
1998-06,200409.35064617495
1998-07,200590.26297216152
1998-08,173160.89827251312
1998-09,168030.76755669637
1998-10,176480.5004794289
1998-11,192414.45487134147
1998-12,200555.9635862544
1999-01,211673.37965709355
1999-02,212917.27101436685
1999-03,227512.83549564012
1999-04,239749.67044140634
1999-05,234136.52124946789
1999-06,248127.41168527372
1999-07,238949.55249384436
1999-08,241288.88966202908
1999-09,236920.20606333925
1999-10,254323.37734789553
1999-11,270731.6111014237
1999-12,294165.09731717885
2000-01,284576.20725196117
2000-02,287641.2667075915
2000-03,312741.8543566272
2000-04,314985.12133499724
2000-05,299854.20824461506
2000-06,301785.20051574206
2000-07,303259.7315919242
2000-08,325012.54163268296
2000-09,312719.9608744993
2000-10,320233.8820848022
2000-11,291583.3612563911
2000-12,276564.1636437416
2001-01,282299.7364007342
2001-02,259731.31860145016
2001-03,254153.22377836297
2001-04,271649.25738497666
2001-05,280803.24039467785
2001-06,272045.17104637064
2001-07,260030.16692831382
2001-08,236703.74631322367
2001-09,216516.0067249353
2001-10,222857.37274413803
2001-11,239895.67004195374
2001-12,243761.59150856888
2002-01,241220.3619038484
2002-02,238783.35370317183
2002-03,247302.4930945411
2002-04,231459.80207322005
2002-05,222629.50102112567
2002-06,196837.36927792762
2002-07,183808.27953974312
2002-08,183253.93616035307
2002-09,162694.19723921744
2002-10,174660.63583472068
2002-11,182948.20020828958
2002-12,164820.3822334875
2003-01,154978.35298518286
2003-02,152805.06978775337
2003-03,150804.72835600417
2003-04,160790.28484847426
2003-05,160118.28306539648
2003-06,168581.59621615912
2003-07,173693.46541221702
2003-08,183838.72595733762
2003-09,173493.65977753344
2003-10,184298.43006152575
2003-11,181344.28346687113
2003-12,183058.75511627682
2004-01,189732.029799902
2004-02,192448.62522256776
2004-03,194281.97475943004
2004-04,194825.5703368219
2004-05,192686.9476074252
2004-06,197421.75055367514
2004-07,192868.9084784168
2004-08,192641.5594000832
2004-09,191632.24366630559
2004-10,191311.378543483
2004-11,192990.79605438255
2004-12,195619.89881377804
2005-01,199850.30032104676
2005-02,202817.55324581967
2005-03,203461.39728925878
2005-04,199277.8813217338
2005-05,213275.4073968237
2005-06,219468.7829566342
2005-07,227165.35133417966
2005-08,227012.0799708204
2005-09,235992.08590625797
2005-10,230677.4335690917
2005-11,243636.20435532418
2005-12,248504.80392481605
2006-01,252771.80894344824
2006-02,257668.55544210298
2006-03,258466.3871755761
2006-04,257248.93127708524
2006-05,242294.96807630785
2006-06,245278.3033540952
2006-07,245818.17191307247
2006-08,250675.42549611616
2006-09,257564.74476653416
2006-10,266313.4005072755
2006-11,262550.3308192032
2006-12,268569.0266938156
2007-01,276325.127151935
2007-02,269651.39538640424
2007-03,272495.0414574792
2007-04,278672.01545165485
2007-05,289992.0605088051
2007-06,286748.62674001313
2007-07,276323.5054078509
2007-08,276274.32095548144
2007-09,279828.6054787797
2007-10,283120.90747732215
2007-11,265897.2311108898
2007-12,263257.1041538913
2008-01,240760.94136425087
2008-02,234794.40741842322
2008-03,223168.74665724
2008-04,239192.15749380947
2008-05,243639.2554644922
2008-06,220651.5163690832
2008-07,217426.4151102931
2008-08,227220.87649115152
2008-09,206343.07575980082
2008-10,187545.57049160186
2008-11,175949.14515626332
2008-12,166149.46681977343
2009-01,164669.7341052031
2009-02,149937.68606836724
2009-03,153283.72574473836
2009-04,171058.0487829916
2009-05,175869.2374102852
2009-06,174703.86790649645
2009-07,189499.98477140928
2009-08,195548.41902282796
2009-09,198256.52755058178
2009-10,192705.55867314356
2009-11,197698.80355287285
2009-12,209934.69416540867
2010-01,207639.9393221639
2010-02,216796.91604916513
2010-03,231899.09584364414
2010-04,234919.42110916215
2010-05,230056.49119433627
2010-06,222906.4704305564
2010-07,227031.15800348518
2010-08,224648.41322276514
2010-09,228257.01200638563
2010-10,233244.3727621417
2010-11,243407.30188262777
2010-12,254263.71250883135
2011-01,253799.5003615123
2011-02,260100.48471659824
2011-03,250890.23034428357
2011-04,250207.34839457716
2011-05,253369.00997044522
2011-06,248284.72365978616
2011-07,247148.9611524879
2011-08,226817.01060298146
2011-09,221856.5113493964
2011-10,236157.71713801968
2011-11,240543.43428492273
2011-12,249403.88364729285
2012-01,257280.6056494057
2012-02,264627.83407324605
2012-03,269922.51912448264
2012-04,269915.12790814665
2012-05,263015.1537298852
2012-06,272440.70764143765
2012-07,282894.417713884
2012-08,282684.39109244244
2012-09,283408.09329260996
2012-10,280208.2331464517
2012-11,284100.6688106755
2012-12,285031.0457370475
2013-01,291765.9398480319
2013-02,301769.5460754409
2013-03,316812.07724794454
2013-04,320334.9435579023
2013-05,322367.9281691138
2013-06,312773.7671645788
2013-07,324493.67730228906
2013-08,318685.2812266087
2013-09,328055.98239035683
2013-10,337575.7944530997
2013-11,344489.3330026293
2013-12,347314.5876667659
2014-01,341335.17088329146
2014-02,350893.5927569983
2014-03,352238.4821052327
2014-04,354447.33422955347
2014-05,368215.49854868173
2014-06,373560.8800100861
2014-07,375356.66288830555
2014-08,389340.2193032707
2014-09,397152.7840241479
2014-10,401700.44991014135
2014-11,411286.40633380145
2014-12,416228.64416350983
2015-01,439014.18993013765
2015-02,467642.5676318033
2015-03,481217.8220260704
2015-04,472716.54731846374
2015-05,485349.2503010924
2015-06,464978.42170841165
2015-07,483064.0878598356
2015-08,441316.4782952589
2015-09,425693.5807967936
2015-10,467309.71283415775
2015-11,484472.24785726384
2015-12,462681.5252261222
2016-01,433804.5527301798
2016-02,432106.52385497116
2016-03,441588.8189130111
2016-04,448148.0756755865
2016-05,461146.27770771045
2016-06,458336.9164375379
2016-07,477351.2306408493
2016-08,477173.48949208885
2016-09,478676.59091081703
2016-10,478758.6430886543
2016-11,500113.1753867033
2016-12,516830.0146586174
2017-01,518889.9843393959
2017-02,541495.926504168
2017-03,542836.617140398
2017-04,539090.8416197674
2017-05,536727.3444791972
2017-06,529975.6109589295
2017-07,528242.1497788184
2017-08,524866.2961385425
2017-09,537717.1194000328
2017-10,555925.3740952251
2017-11,558136.584809928
2017-12,559064.7777983956
2018-01,566781.1906351366
2018-02,554353.652283216
2018-03,537917.0805642869
2018-04,555337.9515041279
2018-05,577513.1147568072
2018-06,579478.072470447
2018-07,593750.9374711988
2018-08,605762.959567777
2018-09,613337.7996189509
2018-10,581405.0803887747
2018-11,586190.2637726796
2018-12,537532.965422402
2019-01,577621.3938498739
2019-02,599035.5479676345
2019-03,617094.5745893192
2019-04,640300.0101356904
2019-05,607559.2356343198
2019-06,634813.4127683212
2019-07,651239.6122149552
2019-08,644881.3978052661
2019-09,667807.4201053828
2019-10,668712.7724112471
2019-11,698425.4182042265
2019-12,703474.0576075666
2020-01,710907.9131857664
2020-02,655572.5116537277
2020-03,570333.5843680516
2020-04,637607.7992979187
2020-05,653214.347553443
2020-06,667055.9452646802
2020-07,660832.2377317321
2020-08,699813.2279091561
2020-09,689336.7908437983
2020-10,668939.1688008907
2020-11,736983.0833626577
2020-12,750264.5790335693
2021-01,751251.322772265
2021-02,771709.0982470186
2021-03,824776.9382180978
2021-04,838021.165169099
2021-05,842284.4015850415
2021-06,877924.7526846867
2021-07,893338.6400707485
2021-08,920261.556805269
2021-09,901889.5979742982
2021-10,947814.9649412652
2021-11,950375.8900467032
2021-12,994518.4387930773
2022-01,956453.4312112648
2022-02,928992.2326013867
2022-03,963496.8916145422
2022-04,930885.5115886522
2022-05,917250.2389167413
2022-06,864429.844412211
2022-07,950606.6779341088
2022-08,929278.8358211531
2022-09,865073.8292341221
2022-10,911903.5988095086
2022-11,932312.0136616234
2022-12,868790.5865420798
2023-01,916154.2324096836
2023-02,912512.2557362239
2023-03,919211.866665768
2023-04,926761.6383635344
