Date,MSCI China
1992-12,10000
1993-01,10081.115451174288
1993-02,11370.53675675676
1993-03,10202.857205907316
1993-04,9312.321324915963
1993-05,8776.62582395003
1993-06,8613.51575029606
1993-07,7916.945454545455
1993-08,9329.510297645493
1993-09,9561.515638597391
1993-10,10609.377125593439
1993-11,11791.781492643146
1993-12,14654.46793656419
1994-01,12880.167456896552
1994-02,12140.03191698721
1994-03,9719.308804204995
1994-04,9524.657353716395
1994-05,9751.458940852819
1994-06,8551.5799729364
1994-07,9255.675737704918
1994-08,9799.322501230921
1994-09,9822.070336093522
1994-10,9262.448829431438
1994-11,8175.478390172942
1994-12,7308.825828797625
1995-01,6170.708651748929
1995-02,6802.820709491849
1995-03,6549.122285363231
1995-04,5748.562759867431
1995-05,6879.358145938505
1995-06,6742.195722087378
1995-07,6996.269075642851
1995-08,6788.785015833785
1995-09,6576.72020652429
1995-10,6073.189464767039
1995-11,5657.681129891179
1995-12,5481.217938063504
1996-01,6397.370544358038
1996-02,6624.894972067039
1996-03,6316.252352847344
1996-04,6033.041795366794
1996-05,6386.441911585118
1996-06,6437.657613700621
1996-07,6118.185298329357
1996-08,6043.11486007095
1996-09,6024.955438931298
1996-10,5895.277243359655
1996-11,6491.598141732283
1996-12,7734.765295774648
1997-01,7768.707738095237
1997-02,8345.843154171338
1997-03,8198.690521906092
1997-04,9332.19656019656
1997-05,9198.63773948036
1997-06,9510.044692144373
1997-07,11113.201309328968
1997-08,12104.381595436269
1997-09,9826.95758127675
1997-10,8081.624034334762
1997-11,6482.542289167178
1997-12,6460.500620559402
1998-01,4927.969417609716
1998-02,6661.889837510327
1998-03,6513.852870174146
1998-04,5803.415685915622
1998-05,4964.967447728912
1998-06,4221.2599128540305
1998-07,3465.736050955414
1998-08,2516.6677299501584
1998-09,3435.9422203023755
1998-10,3638.5147183625927
1998-11,3862.7415461005053
1998-12,3521.642021095611
1999-01,2960.7378425860857
1999-02,2929.507242693774
1999-03,3413.068776764104
1999-04,4328.623874681513
1999-05,4397.526587605203
1999-06,6537.226800929513
1999-07,5524.941387694034
1999-08,5543.587439704909
1999-09,5275.935864978903
1999-10,4948.326566535923
1999-11,5025.137090224819
1999-12,4670.596257216802
2000-01,4583.111428863242
2000-02,3771.460407659048
2000-03,3922.8292682926826
2000-04,4514.247969179966
2000-05,4487.193937439535
2000-06,4952.03670992047
2000-07,5022.820512820512
2000-08,5000.75517628565
2000-09,4463.094900171135
2000-10,4430.813448972318
2000-11,3722.7125748502995
2000-12,3502.718624395486
2001-01,4015.80768320241
2001-02,3667.1849480968863
2001-03,3217.11222826087
2001-04,3526.075754844525
2001-05,3791.405235849056
2001-06,3916.438301886793
2001-07,3279.6045231296403
2001-08,2456.7025551430443
2001-09,2380.0958493045664
2001-10,2464.8220305242203
2001-11,2748.869858395145
2001-12,2784.6475887892884
2002-01,2574.8141715873567
2002-02,2591.3841174430704
2002-03,2714.635763411279
2002-04,2744.0074156305504
2002-05,2673.5487376158517
2002-06,2431.3615639097743
2002-07,2370.8257589696414
2002-08,2312.8455608664704
2002-09,2122.8143610547663
2002-10,2134.1198296836983
2002-11,2208.315382290722
2002-12,2011.467531229141
2003-01,2043.507581360947
2003-02,1998.8892598775735
2003-03,1901.9607893529144
2003-04,1864.0806037193427
2003-05,1979.3944171882931
2003-06,2179.039747965345
2003-07,2418.1040113094186
2003-08,2671.296751166834
2003-09,2524.51658084449
2003-10,2915.6488384099125
2003-11,2853.5851925962984
2003-12,3132.6726840855113
2004-01,3174.321124031008
2004-02,3362.6972459333224
2004-03,3128.221335078534
2004-04,2782.5867581819703
2004-05,2912.4608952287263
2004-06,2904.8499218428633
2004-07,2943.732369798156
2004-08,2938.286153083973
2004-09,3080.288016762028
2004-10,2927.823066656198
2004-11,3087.276961263633
2004-12,2959.6156523015934
2005-01,3025.373993095512
2005-02,3195.0501018329937
2005-03,3098.916877506942
2005-04,3113.2905765223427
2005-05,3303.1464114832525
2005-06,3509.0151505127355
2005-07,3763.265095509799
2005-08,3751.3591736350218
2005-09,4023.4171400099654
2005-10,3635.040339349581
2005-11,3974.934692837114
2005-12,4092.7125540391626
2006-01,4545.010100676679
2006-02,4784.083098947368
2006-03,4843.519431592862
2006-04,4921.267193108399
2006-05,4547.4887783649365
2006-06,4698.206906316369
2006-07,4802.471810135506
2006-08,4875.151412341452
2006-09,5132.816398104265
2006-10,5471.413705103969
2006-11,5837.709454545454
2006-12,6704.177312072893
2007-01,6527.056137100508
2007-02,6287.6094163954285
2007-03,6477.510256795314
2007-04,6579.48507166483
2007-05,7155.123139820114
2007-06,7949.685627545355
2007-07,8643.160253884877
2007-08,9267.219292229114
2007-09,10743.457733267509
2007-10,12293.89891326919
2007-11,10406.192209199919
2007-12,9970.465457509681
2008-01,7742.442528581036
2008-02,8409.077180721302
2008-03,7083.854161396407
2008-04,8332.948030888032
2008-05,7936.2534691772
2008-06,6859.616315655925
2008-07,7086.459060918583
2008-08,6893.391245334237
2008-09,5653.683087464169
2008-10,4897.205549894175
2008-11,5132.139294413451
2008-12,5186.07001508946
2009-01,5163.977808988764
2009-02,5068.175514077824
2009-03,5495.629756537421
2009-04,6121.134372881355
2009-05,6765.986863384878
2009-06,7027.460563180983
2009-07,7786.624218418446
2009-08,7171.286939461883
2009-09,7316.40352386806
2009-10,7705.248162162164
2009-11,7777.321014444518
2009-12,8147.862890462306
2010-01,7678.772246885292
2010-02,8076.1717317612365
2010-03,8571.091030491874
2010-04,8647.763184378522
2010-05,8854.620394897214
2010-06,8993.418629288566
2010-07,8840.92787841572
2010-08,8833.588485804414
2010-09,8953.745486518172
2010-10,9161.994111279499
2010-11,9535.139806124018
2010-12,9209.093848226314
2011-01,8940.423575810693
2011-02,8689.107618909933
2011-03,8911.201435911873
2011-04,8657.985545087484
2011-05,8976.386986444213
2011-06,8606.642191932471
2011-07,8651.376942496494
2011-08,7742.046560553633
2011-09,6891.871939568984
2011-10,7654.539875723163
2011-11,7316.150573856012
2011-12,7775.265105495016
2012-01,8461.99353369763
2012-02,8834.43445659451
2012-03,8279.587690925428
2012-04,8665.924050249736
2012-05,8264.192759816175
2012-06,8321.472057188246
2012-07,8651.134093129274
2012-08,8162.714201887241
2012-09,8485.680185614849
2012-10,8927.017409374279
2012-11,9098.840967195441
2012-12,9386.554070031834
2013-01,9516.852841328415
2013-02,9435.758488841497
2013-03,9232.671425224522
2013-04,9146.87552019584
2013-05,9115.289312624942
2013-06,8447.578899082568
2013-07,8661.98436158192
2013-08,8898.959455987913
2013-09,9183.77087004813
2013-10,9320.584649219267
2013-11,9795.159003746969
2013-12,9335.742005655862
2014-01,8887.592246226695
2014-02,8924.804141026569
2014-03,8790.149869451698
2014-04,8551.329877256318
2014-05,9114.291555816857
2014-06,9379.548542978475
2014-07,10356.544883773076
2014-08,10530.178070973612
2014-09,10336.219502503376
2014-10,10832.513829447462
2014-11,11038.365200672915
2014-12,11480.759476155177
2015-01,12608.824484741264
2015-02,13092.635978647684
2015-03,14007.18765684543
2015-04,15678.627980383413
2015-05,15437.368824065634
2015-06,14305.919742604343
2015-07,13026.304732378952
2015-08,11249.970468123049
2015-09,11048.440060698025
2015-10,12255.096559862031
2015-11,12332.120502883068
2015-12,11827.095618627722
2016-01,10291.645934065933
2016-02,10060.9994856723
2016-03,10766.954413702239
2016-04,10728.69287029729
2016-05,10887.11597633136
2016-06,11072.728265177444
2016-07,11449.304634212185
2016-08,12272.19712540424
2016-09,12552.131708628258
2016-10,12550.922674949754
2016-11,12763.460084626236
2016-12,12350.403870600512
2017-01,12926.2379916318
2017-02,13583.164744739073
2017-03,13751.308465064072
2017-04,13809.325306495884
2017-05,14162.362142411548
2017-06,14255.336698212406
2017-07,15113.315323612174
2017-08,15624.292769556027
2017-09,15813.964594274097
2017-10,16679.875545626397
2017-11,16638.246501814498
2017-12,16753.21270741266
2018-01,18143.448117524284
2018-02,17319.381889634842
2018-03,16603.844558071585
2018-04,16932.913883599635
2018-05,17808.954132831866
2018-06,16944.0578486876
2018-07,16422.8390593047
2018-08,15916.2472234143
2018-09,15797.492156185212
2018-10,14304.64675737763
2018-11,15297.647433752974
2018-12,14257.622462882095
2019-01,15782.054038997218
2019-02,16429.747231955153
2019-03,17101.220400534046
2019-04,17509.059975040116
2019-05,15315.051493139628
2019-06,16221.344499121265
2019-07,16471.25821899381
2019-08,15947.61562160203
2019-09,16160.974708421343
2019-10,16413.919311457772
2019-11,16968.296011655435
2019-12,17969.905999643936
2020-01,17388.525841476658
2020-02,17677.522055206344
2020-03,16543.654107338447
2020-04,17717.918904008828
2020-05,17222.699461206896
2020-06,18673.78724772281
2020-07,19325.924442943957
2020-08,20266.66231155779
2020-09,20104.817014007516
2020-10,21186.600512908193
2020-11,21261.767378964945
2020-12,21332.046190204546
2021-01,23157.53770599868
2021-02,22946.227241976736
2021-03,22230.452776119404
2021-04,21874.23257738785
2021-05,21830.328596016723
2021-06,22441.89602827331
2021-07,19331.054915482295
2021-08,19425.315463917526
2021-09,18857.603489075052
2021-10,19342.604723057106
2021-11,18639.22425415823
2021-12,18110.68108776267
2022-01,17844.35873072786
2022-02,17082.617733726227
2022-03,15855.57448878479
2022-04,16017.749032258065
2022-05,15946.864743769254
2022-06,17538.05741792625
2022-07,16176.408197685818
2022-08,16534.18824
2022-09,14494.709273697168
2022-10,11856.35440790801
2022-11,14694.730917501925
2022-12,15039.299268704295
2023-01,16551.847022985323
2023-02,15133.592579338921
2023-03,15444.806620689655
2023-04,14507.158655860121
2023-05,13656.566357764672
2023-06,13966.378023191606
