Date,NORTH AMERICA SMALL CAP
2012-04,257.5152078738368
2012-05,238.94667949132383
2012-06,247.12560483735135
2012-07,246.09547676514958
2012-08,255.16677467148224
2012-09,262.50805104285485
2012-10,258.86040572676063
2012-11,261.6289875431882
2012-12,268.6717194129701
2013-01,285.37214988540103
2013-02,287.28939017279515
2013-03,300.05488577815953
2013-04,299.58343627584077
2013-05,308.9330804316212
2013-06,305.1323386520676
2013-07,325.46733626877136
2013-08,315.9122715217009
2013-09,334.1453360999844
2013-10,344.5778401740589
2013-11,353.7913849082621
2013-12,362.3864692717341
2014-01,355.04389774494786
2014-02,373.29836640855245
2014-03,371.972496454833
2014-04,363.94271439353594
2014-05,367.54325750569865
2014-06,387.52092159141137
2014-07,368.19179042452527
2014-08,386.79219390063645
2014-09,364.8825224035883
2014-10,378.76776214374024
2014-11,380.93140097059955
2014-12,385.59653424377876
2015-01,374.5734978357158
2015-02,397.1370770160955
2015-03,400.90411702132303
2015-04,396.6525216962096
2015-05,403.43328712069945
2015-06,400.83129137635297
2015-07,396.0949975192484
2015-08,373.07484697067946
2015-09,355.3372219118419
2015-10,375.27805020958175
2015-11,382.2137775426188
2015-12,365.24599756808806
2016-01,337.23391363806235
2016-02,341.4402762392254
2016-03,371.2772794332657
2016-04,380.2087273891596
2016-05,386.55073185805236
2016-06,387.94895557301567
2016-07,407.94870251608467
2016-08,410.59304815576115
2016-09,413.23292570559687
2016-10,395.91263230839274
2016-11,430.35041905981916
2016-12,439.6772925019806
2017-01,446.7071798093255
2017-02,456.0310096332171
2017-03,456.19393835977667
2017-04,459.069591
2017-05,453.248492
2017-06,465.500411
2017-07,471.884306
2017-08,468.917177
2017-09,491.241628
2017-10,497.664916
2017-11,510.842006
2017-12,514.727998
2018-01,527.352804
2018-02,504.702083
2018-03,509.582963
2018-04,512.776695769636
2018-05,539.9414471550596
2018-06,544.2976318119507
2018-07,553.0065175898474
2018-08,576.1688571147373
2018-09,565.6743242002809
2018-10,508.73099894464144
2018-11,516.5237312501126
2018-12,459.9802986092581
2019-01,514.2337800016047
2019-02,538.6482983414547
2019-03,532.9589560957521
2019-04,550.0608231781342
2019-05,509.96099459327604
2019-06,545.1091497765805
2019-07,552.7666749759502
2019-08,530.9387550675277
2019-09,539.6742494645239
2019-10,548.6369768918778
2019-11,570.3447199425208
2019-12,587.0315792836938
2020-01,571.35209265108
2020-02,521.3948319388289
2020-03,401.2215878981049
2020-04,463.91803609547225
2020-05,496.7163306671546
2020-06,513.6570052066545
2020-07,535.6476758705834
2020-08,560.4652583639308
2020-09,543.4073956837261
2020-10,555.9636408122224
2020-11,647.5919270558156
2020-12,697.8320465048655
2021-01,723.163171149063
2021-02,769.8095598922887
2021-03,786.073512072924
2021-04,816.0721389421183
2021-05,817.6968803382528
2021-06,828.8559368373577
2021-07,811.8439667448968
2021-08,829.6720020138641
2021-09,806.5228558146978
2021-10,845.6737014571211
2021-11,808.599739608189
2021-12,835.8324122380099
2022-01,771.6211723144748
2022-02,780.2336244010806
2022-03,792.1526596799832
2022-04,726.2720045509874
2022-05,727.2118659890317
2022-06,659.1649121521315
2022-07,728.7635921136601
2022-08,710.0476145709307
2022-09,642.3116681670549
2022-10,707.1019090499124
2022-11,737.6412441837664
2022-12,694.7559553677888
2023-01,766.5444778939392
2023-02,751.7746148235517
2023-03,722.7358728331693
2023-04,713.0669969485161
2023-05,699.6757995377226
2023-06,758.0804715033073
2023-07,797.5153654255226
