Date,EFM AFRICA SMALL CAP
2010-11,1000.0
2010-12,1089.8622787240215
2011-01,980.1401446164058
2011-02,999.8994561321894
2011-03,1009.9152203998582
2011-04,1065.1397748371978
2011-05,1033.7883734241823
2011-06,1039.486191690255
2011-07,1048.146958843656
2011-08,984.9054506568834
2011-09,841.0666114968129
2011-10,884.5780862081141
2011-11,865.6128324116704
2011-12,878.3800651306842
2012-01,942.3142033646695
2012-02,1019.5743872082211
2012-03,1003.8643257445659
2012-04,1023.7887605172831
2012-05,919.4279742572004
2012-06,978.4204460592983
2012-07,1003.2922788566997
2012-08,1012.77346742614
2012-09,1058.463980478599
2012-10,1020.5425385993607
2012-11,1008.0755418268503
2012-12,1088.2923559904368
2013-01,1067.9977623264695
2013-02,1073.8419113537102
2013-03,1083.803381193234
2013-04,1097.1344999903354
2013-05,1020.3007894615848
2013-06,1020.9988157224637
2013-07,1051.90534144952
2013-08,1017.1740343800437
2013-09,1085.7225053348286
2013-10,1157.686367029491
2013-11,1132.1309301984454
2013-12,1125.6274753406549
2014-01,1051.3780266242925
2014-02,1114.5589110315764
2014-03,1147.641734063369
2014-04,1182.3057365370219
2014-05,1199.0904271379145
2014-06,1225.9369912782956
2014-07,1240.0124113069735
2014-08,1275.520953270167
2014-09,1208.2795253269596
2014-10,1222.2861180784303
2014-11,1225.7972386923302
2014-12,1170.1048315768421
2015-01,1207.0701138545364
2015-02,1208.8084461860774
2015-03,1138.00236421729
2015-04,1174.8564982879482
2015-05,1139.5500270674854
2015-06,1102.6556760526262
2015-07,1051.3959971353975
2015-08,985.8655639065214
2015-09,919.5714970245685
2015-10,956.5568570462793
2015-11,867.7616991442692
2015-12,819.0717307390851
2016-01,777.9560078532908
2016-02,829.0806699049833
2016-03,953.116554954854
2016-04,1023.0160463385978
2016-05,905.1555912805236
2016-06,953.143190930034
2016-07,1045.8866460848299
2016-08,983.870490151625
2016-09,1054.3989990541602
2016-10,1062.2997676150383
2016-11,999.1102365681716
2016-12,1050.7637286575625
2017-01,1087.8879105233304
2017-02,1134.7366685829782
2017-03,1109.2348384777117
2017-04,1101.219877
2017-05,1095.735421
2017-06,1089.420405
2017-07,1103.512396
2017-08,1140.366038
2017-09,1094.541679
2017-10,1094.627528
2017-11,1129.735254
2017-12,1257.855491
2018-01,1330.97237
2018-02,1349.120169
2018-03,1310.29252
2018-04,1281.0406603396257
2018-05,1175.8128096844473
2018-06,1086.1892797817409
2018-07,1124.4707960204878
2018-08,1033.1764459124167
2018-09,1029.4216530292033
2018-10,962.67783476964
2018-11,996.5530965961015
2018-12,974.2652178337852
2019-01,1056.648117981626
2019-02,1037.7801327535174
2019-03,991.2715577075699
2019-04,1009.1971648467826
2019-05,954.0148588699415
2019-06,1001.3138617880185
2019-07,994.9268522904135
2019-08,963.5873305737003
2019-09,965.372737044816
2019-10,1035.4805428982863
2019-11,1061.4624918094378
2019-12,1120.7839059046894
2020-01,1022.0598023930363
2020-02,880.1870152879047
2020-03,596.8317101913558
2020-04,647.8903657124429
2020-05,659.0551980153373
2020-06,720.1834402886446
2020-07,758.665836559655
2020-08,758.901428439316
2020-09,778.5600739352997
2020-10,787.4105164443373
2020-11,902.8817074314873
2020-12,990.0216171230762
2021-01,1020.7935750225213
2021-02,1048.2245395805303
2021-03,1113.7272137369057
2021-04,1172.8065549238652
2021-05,1282.6894211839106
2021-06,1252.0871273084574
2021-07,1239.053179629632
2021-08,1320.8113069834199
2021-09,1284.6251313603304
2021-10,1295.6344099470887
2021-11,1241.3727580221755
2021-12,1312.0138566619692
2022-01,1339.6917131815824
2022-02,1328.2053473907806
2022-03,1443.3341655709794
2022-04,1348.695433278984
2022-05,1331.4105294095955
2022-06,1194.666168826223
2022-07,1233.9838448096152
2022-08,1213.1353193500156
2022-09,1135.6877768870575
2022-10,1159.3511051073524
2022-11,1258.2004959471356
2022-12,1246.7086113412636
2023-01,1244.1912685472569
2023-02,1186.9221497999386
2023-03,1153.0550376642016
2023-04,1154.3645784603532
2023-05,1005.0422757669695
2023-06,1086.2163243192508
2023-07,1170.6972521994999
