Date,PACIFIC ex JAPAN SMALL CAP
2022-01,665.8931098559007
2022-02,684.6953879849201
2022-03,731.4003115072802
2022-04,690.1909507691967
2022-05,665.735715994239
2022-06,583.4578374047962
2022-07,626.4591566183865
2022-08,632.1598532776834
2022-09,548.3254376201568
2022-10,560.8866493518126
2022-11,621.7656948832656
2022-12,619.8712336292588
2023-01,677.0184970039871
2023-02,630.7423165095227
2023-03,620.2468313864239
2023-04,626.4703788450724
2023-05,601.399646952011
2023-06,620.3323404041769
2023-07,648.2893972242475
