Date,PACIFIC ex JAPAN SMALL CAP
2000-12,100.0
2001-01,101.97707610578874
2001-02,99.84088429378974
2001-03,88.73063767511177
2001-04,95.01587001758406
2001-05,96.11060279288897
2001-06,99.42162604280325
2001-07,96.65362221625705
2001-08,98.15634698764678
2001-09,87.01655530020001
2001-10,92.99823725225478
2001-11,98.04541499294251
2001-12,99.59339937273432
2002-01,102.88432684372448
2002-02,103.55367339572268
2002-03,108.59256150629705
2002-04,108.85030616198682
2002-05,116.92664573519673
2002-06,113.1533825285126
2002-07,105.89663396563006
2002-08,108.51093402140454
2002-09,102.50165044105803
2002-10,104.97050875751262
2002-11,107.33919374972334
2002-12,109.16071298957183
2003-01,113.19973195802
2003-02,111.57211269583502
2003-03,111.57804513401932
2003-04,117.78306151762503
2003-05,126.16469670435282
2003-06,133.07223880869503
2003-07,136.1061575673961
2003-08,142.7617958951826
2003-09,154.42329319238786
2003-10,167.3040031710759
2003-11,166.56737626933068
2003-12,177.71135246368044
2004-01,184.98371169486063
2004-02,190.68394562019654
2004-03,191.4855511405054
2004-04,180.68846199998944
2004-05,179.89627660835683
2004-06,180.31218603111532
2004-07,187.18625627123754
2004-08,193.51921307728378
2004-09,205.4656363118768
2004-10,218.740424
2004-11,235.6667932517131
2004-12,245.8317732822082
2005-01,247.99199328539603
2005-02,256.0315503668945
2005-03,249.26791861613725
2005-04,245.2961824659831
2005-05,248.45585976475786
2005-06,262.3121331469303
2005-07,273.2330740064805
2005-08,273.24131868693263
2005-09,287.48607459253986
2005-10,270.6693030994381
2005-11,281.0343911277564
2005-12,286.80431060634476
2006-01,303.21763219707356
2006-02,306.3858062409603
2006-03,319.85312114768294
2006-04,340.52619079169324
2006-05,323.1481992867069
2006-06,319.55767558578225
2006-07,322.83874085867336
2006-08,333.54171225539477
2006-09,339.68934931120134
2006-10,363.4841890501028
2006-11,385.64713759564995
2006-12,400.4315502582167
2007-01,410.6117429103895
2007-02,418.66512190309567
2007-03,441.05504003512215
2007-04,471.78184729012327
2007-05,490.3088443536983
2007-06,503.6356977138968
2007-07,503.5117615931603
2007-08,471.44819488796827
2007-09,514.0156463183648
2007-10,549.3490091150838
2007-11,505.3099343188761
2007-12,499.03922377428785
2008-01,432.1803510010475
2008-02,458.16377428529097
2008-03,429.7673135012182
2008-04,458.7431183379943
2008-05,463.7551778608773
2008-06,412.6505531227445
2008-07,393.6794716856703
2008-08,361.95056718480515
2008-09,291.8317352392272
2008-10,188.84146266754175
2008-11,168.31495444285343
2008-12,188.18251494927887
2009-01,167.49430832115942
2009-02,157.10326743814545
2009-03,179.7651400378769
2009-04,211.96291604030807
2009-05,262.8089877859636
2009-06,270.52504202507237
2009-07,309.61670654385813
2009-08,325.5893271589591
2009-09,352.9779627285864
2009-10,361.465264460329
2009-11,371.8799385884749
2009-12,387.0712313549031
2010-01,362.35481809367695
2010-02,366.9159005336401
2010-03,397.369496362862
2010-04,408.49428387732564
2010-05,346.83076756579874
2010-06,345.16430858964037
2010-07,380.32723455498046
2010-08,379.5569515444246
2010-09,436.70218743668477
2010-10,456.1682117275144
2010-11,450.1054202500313
2010-12,495.9263307485434
2011-01,481.5437646692567
2011-02,484.20356650999236
2011-03,499.28447079062425
2011-04,519.5017056588146
2011-05,507.62776964243204
2011-06,489.97414960010616
2011-07,497.2510411416451
2011-08,462.728348259899
2011-09,378.7864742003475
2011-10,440.85992609828963
2011-11,410.8387094754455
2011-12,398.0029068809662
2012-01,439.37753150964915
2012-02,473.6336044525337
2012-03,458.94775372520354
2012-04,461.4656430776332
2012-05,401.58718984841937
2012-06,407.51009958597376
2012-07,420.9724333587255
2012-08,427.78217590008376
2012-09,450.76679698917326
2012-10,460.0912225938822
2012-11,464.71293014167776
2012-12,476.66203366139536
2013-01,501.97858374763234
2013-02,508.0003384439129
2013-03,509.43046699402186
2013-04,505.4198237234135
2013-05,468.25626188597874
2013-06,428.48368582295245
2013-07,445.68345439445784
2013-08,449.59897658683497
2013-09,484.3915717709874
2013-10,492.91529950967436
2013-11,472.128511756428
2013-12,474.6325087076338
2014-01,452.7040731946794
2014-02,477.193511994338
2014-03,486.197054571909
2014-04,489.4262083352831
2014-05,493.4675745025558
2014-06,496.41282092753283
2014-07,507.2983818047523
2014-08,511.2904203925273
2014-09,464.601827073688
2014-10,470.12531444090826
2014-11,455.3008586850618
2014-12,444.1118842377724
2015-01,435.4024544610793
2015-02,456.57886668050645
2015-03,448.5387001164878
2015-04,474.3172403018306
2015-05,472.04375690236
2015-06,438.2949569289967
2015-07,418.5553495136117
2015-08,379.60770145174774
2015-09,371.9467132879653
2015-10,402.3065284393396
2015-11,399.01820858364283
2015-12,405.9673526333164
2016-01,370.7087716859154
2016-02,379.8015606760089
2016-03,423.90476241838644
2016-04,431.53918988403814
2016-05,424.4040560335494
2016-06,427.49528815041907
2016-07,459.14619228199314
2016-08,455.7633013723198
2016-09,465.5511078175421
2016-10,446.0027972485056
2016-11,438.9036283877256
2016-12,437.5247425296605
2017-01,451.68201661854357
2017-02,464.6587994319983
2017-03,471.7106893073558
2017-04,469.805231
2017-05,472.773794
2017-06,487.628509
2017-07,499.663943
2017-08,505.392383
2017-09,508.7164
2017-10,522.03979
2017-11,531.963608
2017-12,552.60778
2018-01,576.80775
2018-02,558.97932
2018-03,542.893093
2018-04,545.6406481943164
2018-05,548.3254059295699
2018-06,532.7636170331104
2018-07,533.9224753723784
2018-08,525.2691232050275
2018-09,524.8728371737528
2018-10,476.3455243036062
2018-11,489.57921962444993
2018-12,464.65365605820733
2019-01,504.2845447908607
2019-02,519.5236816491287
2019-03,522.9913860163937
2019-04,530.2028716472155
2019-05,510.4977120929591
2019-06,533.9236761139961
2019-07,540.7175714991427
2019-08,514.0236868872631
2019-09,523.2999053811152
2019-10,530.7072822427477
2019-11,531.2534349508801
2019-12,550.6505406217575
2020-01,540.6541934457429
2020-02,488.57945471289753
2020-03,370.80212711670066
2020-04,441.02929943367195
2020-05,478.5481420871294
2020-06,503.4649770061878
2020-07,526.735789096817
2020-08,571.3681941908033
2020-09,550.5193720665715
2020-10,547.8575578193983
2020-11,620.9382574768977
2020-12,659.341405981601
2021-01,659.7148472367471
2021-02,679.0378547142162
2021-03,683.9540877667422
2021-04,720.1816979503874
2021-05,721.7886008661503
2021-06,722.0358930546766
2021-07,712.3900126836834
2021-08,730.9058698178859
2021-09,707.7303596402172
2021-10,737.2148732172222
2021-11,698.3427185697351
2021-12,733.103150737364
