Date,ACWI SMALL CAP
1994-05,285.9976208888105
1994-06,289.39988062564083
1994-07,291.36231697143126
1994-08,299.1503637766671
1994-09,295.2923740574335
1994-10,297.5496002156716
1994-11,281.02377520378786
1994-12,285.2671053372846
1995-01,277.6258021374512
1995-02,278.25545454666536
1995-03,287.07830115843524
1995-04,291.8601657649997
1995-05,290.5815334211285
1995-06,293.5846579207957
1995-07,309.09759592272223
1995-08,306.78341358465013
1995-09,309.66915789164864
1995-10,299.16954457375107
1995-11,305.05470916806183
1995-12,315.105203234918
1996-01,319.01527707160915
1996-02,325.2917950069419
1996-03,331.76224089553244
1996-04,350.0440885779832
1996-05,352.8790235095245
1996-06,348.21360168830034
1996-07,327.9965080169051
1996-08,335.73168458790394
1996-09,340.9066060087124
1996-10,336.70942212533237
1996-11,342.735986185084
1996-12,340.3344787003993
1997-01,341.5101156851141
1997-02,341.28515699748357
1997-03,330.3861487740725
1997-04,324.7107603852941
1997-05,351.32734077764144
1997-06,363.60168494190805
1997-07,366.83026286402327
1997-08,360.2381744320626
1997-09,372.6825137595117
1997-10,354.95227255290746
1997-11,340.4196067367803
1997-12,335.6767721879848
1998-01,339.4476177241497
1998-02,365.9461830082419
1998-03,380.8163743842172
1998-04,384.40872112901684
1998-05,373.44578511061445
1998-06,364.45822232890237
1998-07,349.96583317848473
1998-08,293.07295324441174
1998-09,298.0154803022037
1998-10,313.9074638986824
1998-11,330.9012510373489
1998-12,343.45241299138166
1999-01,345.3522997792042
1999-02,331.16744045475684
1999-03,343.76274387232473
1999-04,370.37303828170957
1999-05,368.4740489181921
1999-06,392.00034409800224
1999-07,396.9126351350357
1999-08,398.1490796760614
1999-09,400.5980276344101
1999-10,402.39398815662906
1999-11,418.79938118219167
1999-12,445.7820920360868
2000-01,444.94880916303634
2000-02,480.2649040003603
2000-03,478.1793259115348
2000-04,438.5159975624424
2000-05,425.7523257269746
2000-06,456.6599590635069
2000-07,437.40579998160916
2000-08,458.612312154811
2000-09,438.801129277463
2000-10,410.76533050211776
2000-11,383.4206018648582
2000-12,400.55579015998933
2001-01,418.1601426222805
2001-02,394.6316761634972
2001-03,367.49770552750624
2001-04,392.77599745068886
2001-05,400.53997451855383
2001-06,397.20027904242755
2001-07,381.4731137119038
2001-08,376.1400382471374
2001-09,327.97276546367306
2001-10,344.7279323627941
2001-11,364.2753416336201
2001-12,375.0488826810744
2002-01,371.7119301048092
2002-02,369.9455964052621
2002-03,395.18049344051303
2002-04,401.77095296402814
2002-05,402.571572076555
2002-06,379.9683634170718
2002-07,342.34668036612896
2002-08,341.9980932792325
2002-09,313.64301695137254
2002-10,321.6585930026265
2002-11,342.0972845558259
2002-12,332.09212034238976
2003-01,326.04927942263544
2003-02,320.0417665082892
2003-03,320.68119276036873
2003-04,350.28712129948815
2003-05,383.2182162423665
2003-06,394.3538429054483
2003-07,410.5467449377607
2003-08,430.48993508809644
2003-09,437.127855486579
2003-10,470.941187865525
2003-11,482.05319800505947
2003-12,502.39957744846504
2004-01,520.7505614981121
2004-02,533.7899341951985
2004-03,545.1831204829859
2004-04,522.8919204968365
2004-05,525.5598158975414
2004-06,545.5774017224345
2004-07,519.9475825762756
2004-08,521.6189359413167
2004-09,540.998702753258
2004-10,554.6153567221169
2004-11,597.3707283406411
2004-12,624.0521856693761
2005-01,618.2245159665254
2005-02,640.5145187426552
2005-03,625.7765565091395
2005-04,603.3087273710032
2005-05,623.2236925648995
2005-06,641.6614412894161
2005-07,673.2149432192961
2005-08,677.0059285553343
2005-09,693.4501642190656
2005-10,669.6541797354676
