Date,ACFM AMERICA INDEX SMALL CAP
2010-11,1000.0
2010-12,1079.9691840463386
2011-01,1089.0776253577794
2011-02,1144.1148896137558
2011-03,1167.5256282807534
2011-04,1202.0896279534545
2011-05,1181.4257830004258
2011-06,1152.1857325317021
2011-07,1116.1153768809622
2011-08,1024.5522441655464
2011-09,902.3963822900448
2011-10,1036.846354402222
2011-11,1030.0636837436957
2011-12,1028.0411986516567
2012-01,1103.1866045300885
2012-02,1145.45063763656
2012-03,1162.664723819886
2012-04,1152.577239551882
2012-05,1068.101070802892
2012-06,1104.6927507988912
2012-07,1100.4651033088949
2012-08,1141.4838874689756
2012-09,1174.7805002685852
2012-10,1159.1330145164752
2012-11,1170.5533055552012
2012-12,1203.5010460322926
2013-01,1278.1617737052095
2013-02,1286.3850645199398
2013-03,1341.7456749052353
2013-04,1338.918620955187
2013-05,1377.1732047871353
2013-06,1357.1129627712276
2013-07,1444.7342770077792
2013-08,1402.1297932893094
2013-09,1483.769184029119
2013-10,1529.1081153889454
2013-11,1567.777417878786
2013-12,1605.1060048957822
2014-01,1570.8178138616558
2014-02,1650.5063214566774
2014-03,1646.1612330605055
2014-04,1611.3920923359033
2014-05,1627.814868484762
2014-06,1715.6973038274186
2014-07,1630.4783356892672
2014-08,1712.9195853957017
2014-09,1614.2130512053661
2014-10,1674.6082649803525
2014-11,1682.8473472228184
2014-12,1700.627719200668
2015-01,1650.3884875525573
2015-02,1749.125741944067
2015-03,1763.9449130336686
2015-04,1746.9891674629343
2015-05,1775.2020497127548
2015-06,1763.464890132159
2015-07,1741.3020549942737
2015-08,1639.1300369563692
2015-09,1561.2753595082363
2015-10,1649.236393239595
2015-11,1678.6572901073855
2015-12,1604.520290209299
2016-01,1481.7134660939764
2016-02,1500.8495407473708
2016-03,1633.3190980863014
2016-04,1673.2587378176609
2016-05,1699.2033100812318
2016-06,1707.588897537093
2016-07,1796.074777650401
2016-08,1807.465476475581
2016-09,1818.8574454211573
2016-10,1746.495338243601
2016-11,1891.7711885202534
2016-12,1932.4591889441976
2017-01,1965.7384679384777
2017-02,2007.8715159710453
2017-03,2009.4155254980335
2017-04,2022.455211
2017-05,1996.501074
2017-06,2049.882301
2017-07,2081.152654
2017-08,2071.006242
2017-09,2168.512401
2017-10,2194.497097
2017-11,2250.002198
2017-12,2269.24601
2018-01,2327.821275
2018-02,2228.888474
2018-03,2248.881871
2018-04,2262.159114267774
2018-05,2372.2816995355347
2018-06,2389.33092066898
2018-07,2430.1244545024297
2018-08,2526.284775144657
2018-09,2481.8782314164646
2018-10,2236.6967175557875
2018-11,2270.3771764520848
2018-12,2026.9894646935636
2019-01,2267.3111418609515
2019-02,2371.141183192494
2019-03,2345.097659506739
2019-04,2419.606093416342
2019-05,2246.4936412308193
2019-06,2401.769300237503
2019-07,2437.2634026700157
2019-08,2337.8231094442162
2019-09,2376.735657086681
2019-10,2417.9572483944407
2019-11,2510.138028448516
2019-12,2591.2332555780995
2020-01,2521.905212080514
2020-02,2298.8882690725545
2020-03,1756.7960439124688
2020-04,2028.843802608298
2020-05,2171.7633022290856
2020-06,2248.6386976208314
2020-07,2348.397458126201
2020-08,2453.2158781704134
2020-09,2376.8691821929974
2020-10,2429.5112588363695
2020-11,2832.8776703850594
2020-12,3054.0687715556815
2021-01,3158.2731555611135
2021-02,3357.2627402107105
2021-03,3429.3294344591404
2021-04,3561.6439243497134
2021-05,3574.3786904699323
2021-06,3624.8875359068597
2021-07,3547.424308869972
2021-08,3622.5146079848164
2021-09,3517.794176165381
2021-10,3678.5638462912293
2021-11,3516.908106156325
2021-12,3637.7901663853363
2022-01,3367.4331133763817
2022-02,3403.7068526617136
2022-03,3463.8477172145144
2022-04,3173.918996697806
2022-05,3180.7001169646655
2022-06,2875.8546004194473
2022-07,3176.591606379028
2022-08,3099.9103983653536
2022-09,2806.546796269236
2022-10,3089.966589634669
2022-11,3217.5875946736282
2022-12,3033.1411671831447
2023-01,3346.6710682774237
2023-02,3278.5532526474144
2023-03,3156.1106165960264
2023-04,3116.1873745408616
2023-05,3062.6951961527393
2023-06,3319.655111396398
2023-07,3492.2293834087973
