Date,EFM CEEC ex RU SMALL CAP
2010-11,1000.0
2010-12,1073.726196291197
2011-01,1133.2313859018705
2011-02,1151.2429863650348
2011-03,1174.061912777083
2011-04,1272.855076211279
2011-05,1195.39288179357
2011-06,1153.9248376631122
2011-07,1076.6542956636292
2011-08,921.7058300335932
2011-09,721.4646991996697
2011-10,812.5345826000864
2011-11,728.5426575401065
2011-12,687.2799453107584
2012-01,784.5713771455304
2012-02,833.6082381119867
2012-03,818.4180335025081
2012-04,800.4877144658747
2012-05,670.4244264758964
2012-06,713.3603875183701
2012-07,704.4900605331796
2012-08,703.9536018245003
2012-09,783.0803962656062
2012-10,784.0469650640205
2012-11,797.3996848208421
2012-12,863.7288099440184
2013-01,868.2647343711916
2013-02,827.4746339263584
2013-03,781.1565616145003
2013-04,781.0474159839717
2013-05,816.9946225418472
2013-06,780.1010428594852
2013-07,845.31354885704
2013-08,855.9672214454916
2013-09,923.2752603948895
2013-10,985.2934982882483
2013-11,1009.27578464172
2013-12,992.4060754287282
2014-01,977.3938308040848
2014-02,1051.0352062674247
2014-03,1014.3030302745509
2014-04,1030.055832198772
2014-05,1013.6920949827007
2014-06,1032.7497251025284
2014-07,982.6053767788883
2014-08,969.2831591410009
2014-09,970.5035173291742
2014-10,957.6267586034552
2014-11,972.6684971024918
2014-12,892.8327356437208
2015-01,885.3803676288961
2015-02,899.8721026568197
2015-03,879.0632712958608
2015-04,934.9062822058191
2015-05,911.5681634313745
2015-06,871.0851487226266
2015-07,908.0426445709994
2015-08,873.0783565707957
2015-09,876.7396899322661
2015-10,882.2148954051571
2015-11,826.6764397702125
2015-12,834.9744135811185
2016-01,776.0555961150935
2016-02,811.2427079384075
2016-03,882.9102570008666
2016-04,879.5922992305766
2016-05,836.7613967638334
2016-06,816.1936036047978
2016-07,889.4367786278411
2016-08,954.9651954392202
2016-09,1001.5692524536706
2016-10,1005.2772952167153
2016-11,965.0733603593218
2016-12,997.2506899941978
2017-01,1111.725664873047
2017-02,1152.5405545586102
2017-03,1161.5396725472187
2017-04,1206.236483
2017-05,1251.807609
2017-06,1304.736241
2017-07,1372.84117
2017-08,1393.58563
2017-09,1394.616821
2017-10,1367.64943
2017-11,1349.47325
2017-12,1366.708936
2018-01,1431.469676
2018-02,1315.788782
2018-03,1288.631809
2018-04,1275.802520032226
2018-05,1212.0210286188058
2018-06,1142.6166340258453
2018-07,1190.87470598239
2018-08,1161.187010662625
2018-09,1112.6329181273352
2018-10,1044.8850478460663
2018-11,1084.0798919585739
2018-12,1063.9876888454908
2019-01,1138.7157781265137
2019-02,1145.2051717959114
2019-03,1114.0903020766054
2019-04,1110.9190519883482
2019-05,1083.3462375215786
2019-06,1181.8056042578535
2019-07,1133.6893082938016
2019-08,1083.1764582025241
2019-09,1045.751628198834
2019-10,1093.9465227203211
2019-11,1107.2633272638375
2019-12,1162.8793503064603
2020-01,1121.9191115499073
2020-02,986.9298868670706
2020-03,808.9093413189784
2020-04,930.3036560775189
2020-05,988.4636313096331
2020-06,1036.9544567457342
2020-07,1094.1107665511522
2020-08,1130.4857434556848
2020-09,1075.9606448170746
2020-10,968.9191912824867
2020-11,1165.3487985909446
2020-12,1271.52205457812
2021-01,1311.7413729106836
2021-02,1354.5523546857457
2021-03,1287.14330996268
2021-04,1402.37260775251
2021-05,1580.0584589281893
2021-06,1532.8881431097934
2021-07,1546.5835742053368
2021-08,1642.0821732234758
2021-09,1601.185312019761
2021-10,1709.9145430352444
2021-11,1530.0517317954518
2021-12,1569.0172184201977
2022-01,1506.8857850625586
2022-02,1360.3586974070167
2022-03,1470.261986333607
2022-04,1318.757054218732
2022-05,1363.0294351607643
2022-06,1259.8786257739548
2022-07,1231.3978243854808
2022-08,1184.288596985758
2022-09,1014.6822891983225
2022-10,1105.0180042630939
2022-11,1251.1984524416832
2022-12,1317.0689781086226
2023-01,1443.265457166263
2023-02,1396.3383057144322
2023-03,1419.1754419158483
2023-04,1546.2456009344733
2023-05,1472.9996388402838
2023-06,1607.0244188428514
2023-07,1776.6889499467586
