Date,ACWI ex USA SMALL CAP
2020-04,1271.2528064084222
2020-05,1348.8775679057828
2020-06,1393.3922969103546
2020-07,1463.589742424862
2020-08,1560.2326678368279
2020-09,1541.088463
2020-10,1500.3904826090604
2020-11,1708.2588149245407
2020-12,1828.3336736241254
2021-01,1825.283246424531
2021-02,1891.5639379568438
2021-03,1930.974659132779
2021-04,2020.5480786709134
2021-05,2068.436448228638
2021-06,2056.3388298257287
2021-07,2073.2986178102433
2021-08,2121.798353161437
2021-09,2058.175337784697
2021-10,2090.913810937491
2021-11,1987.6919593608868
2021-12,2072.6188164354257
2022-01,1943.3210942330968
2022-02,1918.4799821979711
2022-03,1939.443381501837
2022-04,1815.3740166458035
2022-05,1800.09209411433
2022-06,1602.3289589143594
2022-07,1695.6872728555898
2022-08,1651.7382769292708
2022-09,1470.2012383310748
2022-10,1518.1290229275705
2022-11,1663.6042810585654
2022-12,1667.0876646123884
2023-01,1787.2787478427385
2023-02,1741.9179678291832
2023-03,1747.2965671549448
2023-04,1774.1462349609762
2023-05,1726.3802739008993
2023-06,1786.5662695791823
2023-07,1878.1318408179782
