Date,ACWI ex USA SMALL CAP
1994-05,352.5922058142137
1994-06,363.9787088713378
1994-07,363.8700403495596
1994-08,368.3218963484732
1994-09,361.7853418678185
1994-10,365.9852195402714
1994-11,343.07906929994124
1994-12,346.6956746296886
1995-01,334.0212955000459
1995-02,326.90253254461516
1995-03,339.3935042915054
1995-04,344.5134287746583
1995-05,338.53195366562824
1995-06,334.2979853233817
1995-07,350.37730969815055
1995-08,341.9831035575035
1995-09,343.3400523103387
1995-10,333.17978228812376
1995-11,335.24203124707265
1995-12,348.1401251530038
1996-01,355.32294124286983
1996-02,359.72980989908353
1996-03,365.8958782410571
1996-04,385.57111329379245
1996-05,382.00960753188923
1996-06,381.87051737025195
1996-07,366.0803994859837
1996-08,367.3735250828892
1996-09,367.01236167606527
1996-10,363.2410680923707
1996-11,365.6281693269425
1996-12,356.43095211556846
1997-01,352.8644810489081
1997-02,359.06457833137426
1997-03,351.9327344819267
1997-04,343.3110907358692
1997-05,363.99195172784465
1997-06,370.5879559551961
1997-07,362.0080771099389
1997-08,344.0598061404902
1997-09,343.1872469860384
1997-10,324.59252500729224
1997-11,301.98809431166865
1997-12,290.54169191271745
1998-01,300.3132636502093
1998-02,324.36270603301404
1998-03,336.26203438953786
1998-04,340.3804789428777
1998-05,338.41018923759435
1998-06,322.25642254852113
1998-07,319.3664866148677
1998-08,276.6103417347519
1998-09,269.4552794752982
1998-10,287.17425969155966
1998-11,301.11250951043917
1998-12,305.8870914396388
1999-01,303.9145338517772
1999-02,301.8791683748802
1999-03,318.82011115434915
1999-04,342.2712545359359
1999-05,336.0837252010345
1999-06,358.0681075400378
1999-07,371.40770155695446
1999-08,382.6216876099332
1999-09,386.23487061974345
1999-10,384.5818714708851
1999-11,392.90012123512616
1999-12,406.42770652784515
2000-01,411.34410529391175
2000-02,423.2352963609176
2000-03,422.3572106021452
2000-04,385.75555805358647
2000-05,380.05722289511203
2000-06,397.72841804979356
2000-07,379.2156547044059
2000-08,388.4545441778315
2000-09,370.0382511331661
2000-10,340.0368690379213
2000-11,327.6440073945456
2000-12,333.6744976422686
2001-01,341.70098356486784
2001-02,330.8134632523279
2001-03,306.1978480982538
2001-04,323.5930090270764
2001-05,324.74657548852736
2001-06,312.60363766302055
2001-07,300.6999221842442
2001-08,302.2071733243846
2001-09,264.77393648954614
2001-10,275.8345925990777
2001-11,286.30045652870643
2001-12,285.72946995687374
2002-01,284.0497610085021
2002-02,287.9832254255936
2002-03,304.2274973524729
2002-04,313.5010472612924
2002-05,325.0229971083555
2002-06,310.9149336428788
2002-07,285.7117410210737
2002-08,283.5129444927289
2002-09,257.7878892138069
2002-10,261.82749718399054
2002-11,272.9587460249557
2002-12,270.2116057224351
2003-01,267.22178728207246
2003-02,263.75905377834175
2003-03,261.26543426146947
2003-04,286.01433175139357
2003-05,312.3655446448256
2003-06,325.55379384266945
2003-07,336.90795115228553
2003-08,354.2679505708345
2003-09,372.0573210358062
2003-10,399.7673194463814
2003-11,402.91643633457
2003-12,427.39374847934226
2004-01,443.7183610415495
2004-02,458.6869472084467
2004-03,475.3611180603077
2004-04,459.5516787939284
2004-05,454.1443818017883
2004-06,472.2506496714657
2004-07,453.8309020619284
2004-08,457.8269977724658
2004-09,473.90957515671573
2004-10,487.89668288543197
2004-11,526.6716466859959
2004-12,554.2425719293577
2005-01,561.3674852692941
2005-02,587.9364876588103
2005-03,573.0955373606802
2005-04,555.8982445330857
2005-05,558.3974451138712
2005-06,572.7581564912485
2005-07,595.5510000087148
2005-08,611.5646785728861
2005-09,637.7146841114933
2005-10,614.7648235769105
2005-11,639.0742088155813
2005-12,681.8264423351966
2006-01,732.9405399193735
2006-02,731.7027891955707
2006-03,762.086005575068
2006-04,802.4347276829496
2006-05,760.1200709071211
2006-06,741.803537297968
2006-07,734.6284933137363
2006-08,757.6048434606499
2006-09,763.0231649714209
2006-10,796.5417773374081
2006-11,837.8565449145525
2006-12,867.4277735133352
2007-01,879.9992727187405
2007-02,896.0008843437353
2007-03,930.6979826823452
2007-04,973.556614094409
2007-05,1000.0
2007-06,1003.0267416279488
2007-07,1012.9006797063214
2007-08,967.4647853528472
2007-09,1005.7649799570427
2007-10,1064.852599126024
2007-11,983.059080335481
2007-12,963.8317000878707
2008-01,863.6759646390344
2008-02,907.7759868664651
2008-03,888.8597780985513
2008-04,915.0694704381017
2008-05,926.1446278976923
2008-06,846.7885141730427
2008-07,809.3652751317703
2008-08,773.6856412109353
2008-09,633.4071927609372
2008-10,470.23527188063855
2008-11,446.7105208636856
2008-12,481.791832574802
2009-01,453.47893335089054
2009-02,416.8560759252502
2009-03,450.5266686821898
2009-04,527.0979824711436
2009-05,615.4635096836092
2009-06,621.0325962183038
2009-07,677.5429062866671
2009-08,719.3346018495644
2009-09,763.8441027327458
2009-10,755.8102522611209
2009-11,768.498104593218
2009-12,787.7164731967925
2010-01,772.923271652453
2010-02,770.0280435557922
2010-03,830.1484675390245
2010-04,847.9002254992615
2010-05,749.6149428165136
2010-06,747.1998240593189
2010-07,808.9326099736224
2010-08,793.7455646040137
2010-09,885.5309229444048
2010-10,922.3338091976383
2010-11,899.2410200531583
2010-12,989.2003681736603
2011-01,985.7628041201762
2011-02,998.7412861647142
2011-03,1008.2194578394157
2011-04,1057.5499640480784
2011-05,1028.1109303470205
2011-06,1006.246481540805
2011-07,1006.6601944138226
2011-08,919.9069282694817
2011-09,805.4004271185705
2011-10,873.6779909896369
2011-11,823.7242982104228
2011-12,809.0439248774882
2012-01,880.3977015715192
2012-02,936.6233378930724
2012-03,925.3284868375507
2012-04,918.0196675293178
2012-05,816.4229428453814
2012-06,844.1257088964658
2012-07,849.0995124898948
2012-08,872.5529810897824
2012-09,917.0358238917296
2012-10,917.5251114236903
2012-11,924.9217896861271
2012-12,962.409914074593
2013-01,1004.1794287406035
2013-02,1009.644066876434
2013-03,1026.0274634761856
2013-04,1054.2485115306915
2013-05,1034.2984941680018
2013-06,982.1825150804387
2013-07,1031.2380571354831
2013-08,1022.5738075770005
2013-09,1104.5920656829503
2013-10,1138.8439783328988
2013-11,1136.0695024970396
2013-12,1156.1789050632399
2014-01,1134.0460112040976
2014-02,1195.128793117539
2014-03,1197.2876628410795
2014-04,1195.7117983881524
2014-05,1215.7849591988222
2014-06,1242.6448598815637
2014-07,1219.5261175807448
2014-08,1228.4869414982984
2014-09,1159.0903452064606
2014-10,1131.8755107904774
2014-11,1127.2581630693414
2014-12,1113.5698743433352
2015-01,1109.576633585344
2015-02,1170.248151128177
2015-03,1158.1772402974532
2015-04,1227.8191908813628
2015-05,1235.4412541877557
2015-06,1208.6512485058267
2015-07,1185.9580145154146
2015-08,1120.0387016415568
2015-09,1088.4444732345078
2015-10,1153.0617122650372
2015-11,1144.9488419334648
2015-12,1146.4379312845845
2016-01,1058.5989690558947
2016-02,1062.3058626225234
2016-03,1155.1329280117864
2016-04,1187.9943741650284
2016-05,1181.014752666695
2016-06,1146.8314966540217
2016-07,1210.9433671635084
2016-08,1208.2933164470019
2016-09,1238.5898718685319
2016-10,1206.069824969882
2016-11,1170.393574098484
2016-12,1195.5630233282584
2017-01,1241.4898860309968
2017-02,1274.3642325588028
2017-03,1301.525157988953
2017-04,1341.153894
2017-05,1378.529648
2017-06,1384.877253
2017-07,1434.217519
2017-08,1450.029401
2017-09,1481.671721
2017-10,1509.458722
2017-11,1532.086667
2017-12,1579.585886
2018-01,1657.388457
2018-02,1592.340865
2018-03,1575.173771
2018-04,1594.2638701827047
2018-05,1579.1333436703678
2018-06,1536.7289045210275
2018-07,1547.9141114959743
2018-08,1533.1865809355463
2018-09,1514.836625429824
2018-10,1367.6580557613072
2018-11,1371.218987780066
2018-12,1297.056102
2019-01,1398.7552930735926
2019-02,1428.248945419213
2019-03,1431.3500814685515
2019-04,1463.7521106860377
2019-05,1389.3713829178398
2019-06,1451.3172947690778
2019-07,1442.092562598659
2019-08,1400.8806448081389
2019-09,1435.5196535510258
2019-10,1493.789082
2019-11,1519.047717644108
2019-12,1594.4523750104322
2020-01,1544.8252983460022
2020-02,1402.8997888448355
2020-03,1133.03972039424
