Date,EM EASTERN EUROPE SMALL CAP
2017-08,706.431192
2017-09,707.226938
2017-10,694.532032
2017-11,670.138569
2017-12,672.290848
2018-01,701.573039
2018-02,662.742113
2018-03,650.43313
2018-04,615.941430346425
2018-05,593.5152506780789
2018-06,555.5537019351808
2018-07,568.6792008256481
2018-08,534.2604701767252
2018-09,524.2626555203028
2018-10,490.74438401266565
2018-11,510.2658925706038
2018-12,494.230706
2019-01,539.15626295032
2019-02,535.8551048467648
2019-03,521.7816447772359
2019-04,524.0643458667384
2019-05,512.0090299066055
2019-06,563.1767302510788
2019-07,556.5509932507666
2019-08,525.9989745993591
2019-09,508.8076016220699
2019-10,529.6183477888692
2019-11,540.0408829141979
2019-12,571.5525864776764
2020-01,568.6111635039572
2020-02,498.22886043961057
2020-03,385.14166902236263
2020-04,444.2473329640868
2020-05,471.8026684673456
2020-06,504.38531653181315
2020-07,538.6543335471762
2020-08,559.8346584527222
2020-09,534.912893053074
2020-10,482.8008187110779
2020-11,594.5346585911182
2020-12,635.8895696132269
2021-01,676.4854150718245
2021-02,735.1889854167099
2021-03,702.9569641088177
2021-04,744.4000501023428
2021-05,820.7693374480475
2021-06,804.7215367538091
2021-07,805.1260624224726
2021-08,852.7988326071832
2021-09,829.0603590787669
2021-10,883.384841063996
2021-11,781.2146659137347
2021-12,784.5546020771094
2022-01,722.7429727166594
2022-02,537.8669840341419
2022-03,420.163500514551
2022-04,369.2911747565077
2022-05,387.7052881383428
2022-06,355.5366829401133
2022-07,346.889613733968
2022-08,329.8456613169505
2022-09,279.69749125752674
2022-10,310.24310611402797
2022-11,362.78099885613096
2022-12,381.9637148664318
2023-01,421.2916495276297
2023-02,400.4715770996496
2023-03,407.425566996429
2023-04,453.7103742196938
2023-05,434.54498500061237
2023-06,481.89140272519086
2023-07,547.260111745243
