Date,AC AMERICAS SMALL CAP
2007-05,1000.0
2007-06,986.2607281732239
2007-07,937.1135304970186
2007-08,941.8531671756108
2007-09,969.9525879414629
2007-10,1004.4053552475976
2007-11,933.0594452494739
2007-12,927.9560840806035
2008-01,869.3412638937009
2008-02,853.3391472870496
2008-03,839.909587100402
2008-04,888.0473639733946
2008-05,933.2703344464638
2008-06,859.4151654201062
2008-07,860.3800546302053
2008-08,879.2755689693143
2008-09,780.7210477983558
2008-10,607.5868130432406
2008-11,543.1816875407789
2008-12,573.4839672775661
2009-01,526.0128009279865
2009-02,468.0036299493386
2009-03,512.0717318592533
2009-04,602.1535198150222
2009-05,635.599930559526
2009-06,639.793538105782
2009-07,703.210493127999
2009-08,736.6127500672975
2009-09,786.3985606588739
2009-10,745.1207904985056
2009-11,778.4307365797528
2009-12,836.1272658346888
2010-01,807.7445809795439
2010-02,847.9705134806068
2010-03,914.84534749251
2010-04,962.7615374110252
2010-05,887.6322267794092
2010-06,826.1799021868047
2010-07,886.2837651842751
2010-08,837.8900228664727
2010-09,934.9110626556711
2010-10,973.7690410324143
2010-11,1004.8950989521051
2010-12,1085.2766396167583
2011-01,1094.4373544647626
2011-02,1149.7740881662746
2011-03,1173.2954013927622
2011-04,1208.049395541597
2011-05,1187.2777769970335
2011-06,1157.9049560750934
2011-07,1121.6640457415747
2011-08,1029.6428272148582
2011-09,906.9057452910299
2011-10,1042.0406261401022
2011-11,1035.2274265355745
2011-12,1033.188208211641
2012-01,1108.7028357813333
2012-02,1151.1843964856812
2012-03,1168.4949342193104
2012-04,1158.4015640868515
2012-05,1073.5263019611907
2012-06,1110.3079397632314
2012-07,1106.0374443406292
2012-08,1147.2745989611665
2012-09,1180.7073344548546
2012-10,1165.0101120658044
2012-11,1176.4613484686497
2012-12,1209.5353452549684
2013-01,1284.5756977391518
2013-02,1292.9228968730893
2013-03,1348.552719260166
2013-04,1345.7148364453699
2013-05,1384.1886810319384
2013-06,1364.049336337218
2013-07,1452.1296608342527
2013-08,1409.2174354112876
2013-09,1491.1430017902403
2013-10,1536.6861074707324
2013-11,1575.3752611465998
2013-12,1612.946397027692
2014-01,1578.5546041218652
2014-02,1658.6106411501855
2014-03,1654.2305462672743
2014-04,1619.175874229598
2014-05,1635.6194177990408
2014-06,1723.892927532766
2014-07,1638.2047972983864
2014-08,1721.1948346472798
2014-09,1621.9378602635072
2014-10,1682.6223869789842
2014-11,1690.8506104375638
2014-12,1708.8304834190096
2015-01,1658.311463706683
2015-02,1757.4094865204238
2015-03,1772.067590452094
2015-04,1755.115342490428
2015-05,1783.52742995593
2015-06,1771.7655607111767
2015-07,1749.5076262805999
2015-08,1646.8053868233437
2015-09,1568.585754056484
2015-10,1656.5760764411284
2015-11,1686.2933308081363
2015-12,1611.803537825013
2016-01,1488.3380692148007
2016-02,1507.5393768198155
2016-03,1640.749134810914
2016-04,1680.9420384387313
2016-05,1706.8961280431226
2016-06,1715.0821838090221
2016-07,1803.955890144263
2016-08,1815.5352978132228
2016-09,1826.6579053732235
2016-10,1753.6867588054129
2016-11,1899.7615181794356
2016-12,1940.661249259827
2017-01,1973.8502818327006
2017-02,2016.0430125473006
2017-03,2017.282943347619
2017-04,2030.326743
2017-05,2004.193819
2017-06,2057.926545
2017-07,2089.323982
2017-08,2078.98598
2017-09,2176.717375
2017-10,2202.600991
2017-11,2258.340452
2017-12,2277.580276
2018-01,2336.308421
2018-02,2237.002753
2018-03,2257.226084
2018-04,2270.6392453973813
2018-05,2381.646136189643
2018-06,2398.8845653905673
2018-07,2439.7748657495476
2018-08,2536.50507901004
2018-09,2491.969610324128
2018-10,2245.628696292814
2018-11,2279.4223943782818
2018-12,2034.9443779838734
2019-01,2276.1808198303106
2019-02,2380.6165015628853
2019-03,2354.6337791661767
2019-04,2429.576706692351
2019-05,2255.6799232343396
2019-06,2411.5905299505293
2019-07,2447.229773605979
2019-08,2347.382852665184
2019-09,2386.454520115316
2019-10,2427.844673290084
2019-11,2520.4023957157465
2019-12,2601.8292345676514
2020-01,2532.2176972970883
2020-02,2308.288801327219
2020-03,1763.9798718948214
2020-04,2037.140078622526
2020-05,2180.6439995847413
2020-06,2257.833751112753
2020-07,2358.000441598207
2020-08,2463.2474814025722
2020-09,2386.588591227757
2020-10,2439.445929981123
2020-11,2844.4617731325693
2020-12,3066.5573610975157
2021-01,3171.187853968742
2021-02,3370.99113975989
2021-03,3443.3525265746734
2021-04,3576.2080721775706
2021-05,3588.9949128510757
2021-06,3639.710297264716
2021-07,3561.930310351279
2021-08,3637.327666050099
2021-09,3532.1790151604787
2021-10,3693.6060989109556
2021-11,3531.2893218654144
2021-12,3652.665688721452
2022-01,3381.2031012542643
2022-02,3417.6251698258584
2022-03,3478.011960265819
2022-04,3186.897673523282
2022-05,3193.7065229062746
2022-06,2887.6144429027404
2022-07,3189.58121194508
2022-08,3112.586441859271
2022-09,2818.023227741573
2022-10,3102.601971259124
2022-11,3230.744839578863
2022-12,3045.544180308518
2023-01,3360.356156737947
2023-02,3291.9597961557693
2023-03,3169.016472026134
2023-04,3128.929977267608
2023-05,3075.2190605636333
2023-06,3333.2297271656357
2023-07,3506.509683761408
