Date,BRIC SMALL CAP
1994-05,182.0656001552545
1994-06,188.4850959737227
1994-07,203.39024025241835
1994-08,250.1855379058382
1994-09,256.8414753976555
1994-10,262.0545605911772
1994-11,264.0114044294488
1994-12,250.50221033407203
1995-01,231.4454212552761
1995-02,215.8827626692948
1995-03,202.30565912791485
1995-04,193.70282355486114
1995-05,190.6381444997454
1995-06,177.23876775308113
1995-07,176.62934568134577
1995-08,168.1875166879467
1995-09,165.74343216358423
1995-10,156.44056660112338
1995-11,138.20741565598524
1995-12,137.01256519255227
1996-01,134.48687774680573
1996-02,148.93729467307372
1996-03,144.76146056338087
1996-04,148.42403599974847
1996-05,151.14511535862056
1996-06,154.2818355186634
1996-07,143.48520119092007
1996-08,138.76511202989616
1996-09,130.42099359609247
1996-10,128.13230734257223
1996-11,122.75499056002296
1996-12,127.11250983342204
1997-01,134.64257577065217
1997-02,142.37017705640852
1997-03,135.59044705443438
1997-04,141.0171114049807
1997-05,144.48515641670807
1997-06,156.17835330416722
1997-07,170.93922245401038
1997-08,159.6345909148536
1997-09,157.4568909272034
1997-10,145.47850777960852
1997-11,124.01815298315958
1997-12,122.0070945700193
1998-01,106.46451898255887
1998-02,115.28107772629615
1998-03,130.48184196884887
1998-04,137.79256180447132
1998-05,123.00999275394562
1998-06,106.04942780709685
1998-07,103.02085880013844
1998-08,88.86512118285648
1998-09,86.54591528450307
1998-10,83.41026014032458
1998-11,85.48075527779544
1998-12,87.71497618227447
1999-01,79.1287403517497
1999-02,78.22607761877708
1999-03,95.08929021953233
1999-04,88.98713547889429
1999-05,97.15342217847218
1999-06,109.2496778342886
1999-07,112.78856627057958
1999-08,123.57511722232067
1999-09,125.23864287384762
1999-10,121.3160833722306
1999-11,134.15885734028205
1999-12,155.92105551940892
2000-01,168.24393602782993
2000-02,167.97151309302126
2000-03,166.0304313712052
2000-04,150.86802880709223
2000-05,146.28338673307195
2000-06,156.1364270964598
2000-07,164.80720535620796
2000-08,170.89182412257358
2000-09,157.32916662693637
2000-10,148.36061793007246
2000-11,144.94481967514557
2000-12,150.1099981217012
2001-01,159.26226793161985
2001-02,158.4843172622737
2001-03,141.88535378656306
2001-04,145.52960529711027
2001-05,154.6277318724177
2001-06,148.47321112450055
2001-07,131.48832843907948
2001-08,126.41636486699586
2001-09,111.97652556842908
2001-10,122.26125469081464
2001-11,137.13393990751294
2001-12,143.95371312580892
2002-01,145.13560306997604
2002-02,153.8317929859725
2002-03,161.59119856864933
2002-04,167.218923072767
2002-05,163.01973690228903
2002-06,151.45391288675202
2002-07,135.19726053352693
2002-08,138.81277809749938
2002-09,125.81246149729877
2002-10,130.30659493179215
