Date,EM LATIN AMERICA SMALL CAP
2005-10,457.949170885481
2005-11,492.9125414139833
2005-12,501.4238701249023
2006-01,575.1462092404105
2006-02,594.4445565607411
2006-03,580.6572899710665
2006-04,611.9426411401381
2006-05,541.6342107650497
2006-06,558.65779596106
2006-07,571.4486933627207
2006-08,600.2704689356277
2006-09,613.5318831242605
2006-10,662.2498663133414
2006-11,700.0481668730567
2006-12,766.618758702574
2007-01,786.6579476604677
2007-02,789.277202343613
2007-03,850.299346467848
2007-04,908.1675517433692
2007-05,1000.0
2007-06,1036.3647949805636
2007-07,1067.6812188322585
2007-08,1011.07753542297
2007-09,1079.783655859859
2007-10,1173.8274673078627
2007-11,1078.3007379681808
2007-12,1068.6054076186672
2008-01,947.0566329270295
2008-02,1031.8047904016378
2008-03,954.0857308202409
2008-04,1020.3129689017043
2008-05,1083.1204206347525
2008-06,1001.02193040775
2008-07,960.3821268536398
2008-08,859.2304575301287
2008-09,620.3825015885633
2008-10,415.6293501867787
2008-11,400.64583471229577
2008-12,418.8249919405507
2009-01,417.1595540595381
2009-02,401.2692722689947
2009-03,422.5489051014484
2009-04,541.6376211885922
2009-05,670.4000189459928
2009-06,693.7318771190894
2009-07,809.4145575963156
2009-08,869.0121132397059
2009-09,962.7365593521297
2009-10,994.5764013453921
2009-11,1094.829558756953
2009-12,1155.9462084663926
2010-01,1110.0311221329098
2010-02,1156.7609320876993
2010-03,1179.2457366718083
2010-04,1213.5574139017224
2010-05,1112.4938575294716
2010-06,1150.4518352285247
2010-07,1254.7633449173584
2010-08,1291.7223647320754
2010-09,1416.529534810542
2010-10,1533.1678159636442
2010-11,1558.5305160293863
2010-12,1649.9095346124582
2011-01,1556.4695181527154
2011-02,1521.9589525383199
2011-03,1575.4025034279125
2011-04,1655.869774040342
2011-05,1624.435702539252
2011-06,1554.3054856997535
2011-07,1494.5720870971184
2011-08,1394.5950274915294
2011-09,1108.6014788189284
2011-10,1289.4955871822694
2011-11,1200.1753056046477
2011-12,1166.0644006750883
2012-01,1334.3281453842449
2012-02,1448.4307033110665
2012-03,1446.6610208122922
2012-04,1410.2729038039101
2012-05,1233.7156240100744
2012-06,1277.8506391510105
2012-07,1292.1758294781228
2012-08,1365.4638835822964
2012-09,1428.1790675501093
2012-10,1447.4606281487947
2012-11,1407.8953528384097
2012-12,1522.0562091795894
2013-01,1608.965928380632
2013-02,1604.8103255363474
2013-03,1580.4577494894456
2013-04,1540.1324170558835
2013-05,1401.550765869174
2013-06,1239.3642963886255
2013-07,1191.1795541798085
2013-08,1143.2675960497706
2013-09,1237.2917645735283
2013-10,1227.7607901496997
2013-11,1145.4999685069308
2013-12,1142.6092755325567
2014-01,1044.648499543152
2014-02,1049.9108435375817
2014-03,1113.4956809388727
2014-04,1118.7351131593955
2014-05,1148.9172517416102
2014-06,1186.4608046822482
2014-07,1139.120892749265
2014-08,1205.5809493021075
2014-09,1068.1213489239706
2014-10,1069.115940587191
2014-11,1021.7335542841541
2014-12,934.5972981188828
2015-01,847.2701488344757
2015-02,869.5069748870241
2015-03,805.1874136789559
2015-04,864.0649282995026
2015-05,819.3584705560958
2015-06,805.218121017463
2015-07,750.5252743763227
2015-08,671.9675670445051
2015-09,642.7637050140606
2015-10,677.6109124776406
2015-11,658.2488690692421
2015-12,641.3233123594307
2016-01,596.801678433952
2016-02,624.4732600441255
2016-03,724.9794524180938
2016-04,765.0994503516165
2016-05,711.793121223741
2016-06,774.0025929814406
2016-07,827.3770039618253
2016-08,829.3751336539233
2016-09,818.4453057469707
2016-10,889.9224192801438
2016-11,777.035056282185
2016-12,786.1688531431538
2017-01,856.2184448398127
2017-02,900.5946446088519
2017-03,914.8561406957134
2017-04,929.442669
2017-05,906.994225
2017-06,920.727095
2017-07,1009.878845
2017-08,1070.799396
2017-09,1092.15971
2017-10,1045.633037
2017-11,1012.608395
2017-12,1066.686237
2018-01,1157.42123
2018-02,1131.138766
2018-03,1110.541664
2018-04,1101.1968558557735
2018-05,951.3178535649145
2018-06,915.8407630904438
2018-07,986.8749144354349
2018-08,905.5819221445987
2018-09,926.4510714167557
2018-10,934.3322292894683
2018-11,935.1871704596914
2018-12,942.5399354698866
2019-01,1080.26864505059
2019-02,1052.780394354451
2019-03,1023.3982240920625
2019-04,1042.8636455779333
2019-05,1030.476452080929
2019-06,1109.8701556068497
2019-07,1158.6127080409426
2019-08,1053.3208495639417
2019-09,1079.0039869987172
2019-10,1129.5493069430795
2019-11,1108.1769339474927
2019-12,1272.6323235381224
2020-01,1236.7279713798878
2020-02,1086.2638107952305
2020-03,629.2856565893379
2020-04,686.0237496568998
2020-05,725.9736483862586
2020-06,797.0307184795687
2020-07,888.3439770583223
2020-08,864.3057728033625
2020-09,810.0200649701411
2020-10,790.9451195527836
2020-11,970.2117229655005
2020-12,1068.7295500324037
2021-01,999.7163361474007
2021-02,988.8533645589979
2021-03,1027.7483469952517
2021-04,1089.8554103033325
2021-05,1181.11444499091
2021-06,1224.3033168206405
2021-07,1151.9324470469696
2021-08,1133.6605372453823
2021-09,1045.268649920017
2021-10,941.9898832369973
2021-11,894.7975817956565
2021-12,963.1315341554028
2022-01,1031.3401797699444
2022-02,1022.1837272550601
2022-03,1168.1032585745108
2022-04,1041.4485267211965
2022-05,1086.2233099881814
2022-06,870.2340323296337
2022-07,916.1624715203443
2022-08,969.7195105322819
2022-09,913.794490590578
2022-10,1011.0807971639593
2022-11,965.5203520961389
2022-12,950.501735895992
2023-01,1050.718511948836
2023-02,972.0449702925226
2023-03,1003.2977696452755
2023-04,1027.4918755453064
2023-05,1090.972452529954
2023-06,1204.0676100617225
2023-07,1264.899020788568
