Date,AC ASIA PACIFIC SMALL CAP
2006-02,846.6568908096472
2006-03,878.7414288652175
2006-04,909.827064228473
2006-05,852.8670860892303
2006-06,825.2595873133414
2006-07,802.8683856043799
2006-08,822.9668842062584
2006-09,827.2141464969784
2006-10,843.136279448451
2006-11,874.2451657756255
2006-12,891.6150367110771
2007-01,899.7966254734567
2007-02,929.0658587705676
2007-03,946.0751411526508
2007-04,969.9103379578725
2007-05,1000.0
2007-06,1023.9690376363277
2007-07,1060.152073646779
2007-08,1002.6425555901862
2007-09,1054.0025493533205
2007-10,1101.1075687597693
2007-11,1031.96908398558
2007-12,1010.4429376044537
2008-01,911.1190863690969
2008-02,951.3606934304885
2008-03,917.6147035689878
2008-04,951.7725420162293
2008-05,955.4656560784414
2008-06,862.5726512421132
2008-07,834.186072741332
2008-08,782.3858047013466
2008-09,663.5224926295814
2008-10,522.4659437849892
2008-11,517.5331433513334
2008-12,572.0409051616044
2009-01,535.5620286202836
2009-02,485.3691483440179
2009-03,529.7466210557224
2009-04,596.1106618091828
2009-05,708.999804025198
2009-06,726.8670649930089
2009-07,784.9807321603449
2009-08,807.5241980659581
2009-09,842.4140279613355
2009-10,832.764301469637
2009-11,838.4741280535796
2009-12,861.1624370619514
2010-01,839.3983409939107
2010-02,848.8401789253738
2010-03,909.354333832208
2010-04,933.302501587906
2010-05,840.1018692137347
2010-06,846.8076059595394
2010-07,889.1771249652892
2010-08,882.0117476192753
2010-09,968.8724393208169
2010-10,989.8121695234865
2010-11,982.0946588736762
2010-12,1062.1086098811368
2011-01,1050.3262861269354
2011-02,1046.5115412951184
2011-03,1047.9056485055496
2011-04,1075.1618185047225
2011-05,1052.200890806187
2011-06,1048.5123799201854
2011-07,1082.4457035002524
2011-08,999.0814885924277
2011-09,900.3848071007367
2011-10,945.9976266965791
2011-11,889.8064482364833
2011-12,886.1661587597516
2012-01,953.9394835017262
2012-02,1005.9657925363312
2012-03,994.157171469253
2012-04,981.2210886695251
2012-05,891.802541061874
2012-06,916.8800585812405
2012-07,915.2335273422071
2012-08,923.5437309395127
2012-09,968.3686627623773
2012-10,958.7609784702748
2012-11,973.4241015641279
2012-12,1004.8992721701155
2013-01,1043.3702027838267
2013-02,1066.79559832094
2013-03,1104.0689025279762
2013-04,1143.106585429935
2013-05,1093.7010794699993
2013-06,1034.2289785109717
2013-07,1053.281565961897
2013-08,1037.9148646972117
2013-09,1128.0475793445898
2013-10,1144.6058613972414
2013-11,1126.4318081085014
2013-12,1132.0391291810106
2014-01,1115.0540390992319
2014-02,1133.2141646439075
2014-03,1146.5770725821058
2014-04,1138.97184868726
2014-05,1170.61479167804
2014-06,1215.9518329732048
2014-07,1230.734506596704
2014-08,1238.762860350132
2014-09,1184.0074401776283
2014-10,1162.7263518774614
2014-11,1142.6163484102813
2014-12,1136.3296140069876
2015-01,1158.9333518399974
2015-02,1197.3812989688827
2015-03,1212.221944295823
2015-04,1279.4652796132782
2015-05,1292.3490455257063
2015-06,1257.888464009663
2015-07,1204.3434620042945
2015-08,1122.3535171039327
2015-09,1103.9866809086914
2015-10,1178.35472867554
2015-11,1176.2772187832786
2015-12,1187.872298977456
2016-01,1099.8649726326828
2016-02,1092.1366068895
2016-03,1181.56389802587
2016-04,1211.4166748673913
2016-05,1197.7604782485705
2016-06,1204.0921375031362
2016-07,1265.3563066557117
2016-08,1254.9495478556
2016-09,1295.52293418071
2016-10,1280.5695607020455
2016-11,1231.4260857775373
2016-12,1236.5899417916262
2017-01,1284.382687691307
2017-02,1335.0641464377218
2017-03,1354.3353504038416
2017-04,1369.598897
2017-05,1399.750056
2017-06,1417.308488
2017-07,1456.562589
2017-08,1479.568143
2017-09,1493.940134
2017-10,1552.460822
2017-11,1597.777431
2017-12,1636.156315
2018-01,1713.610821
2018-02,1664.59555
2018-03,1644.839315
2018-04,1649.7535365059216
2018-05,1650.1677003518566
2018-06,1579.044440309166
2018-07,1574.8840071918855
2018-08,1563.8188745132736
2018-09,1551.0348980640272
2018-10,1388.7628897839518
2018-11,1443.4204742137028
2018-12,1361.759650940961
2019-01,1434.6305457394371
2019-02,1461.026961003863
2019-03,1478.2057926614714
2019-04,1486.53174009094
2019-05,1418.8162619139882
2019-06,1461.9608833862378
2019-07,1460.030731198339
2019-08,1418.8865724049208
2019-09,1458.8256086990039
2019-10,1519.564102
2019-11,1521.9893884623805
2019-12,1567.890126380449
2020-01,1514.1842557340344
2020-02,1375.7854707336955
2020-03,1184.1977274495582
2020-04,1315.9839791665593
2020-05,1394.979523570754
2020-06,1440.932212660639
2020-07,1483.303659343037
2020-08,1590.4267547851607
2020-09,1601.1845329489863
2020-10,1583.8375183862433
2020-11,1738.984552510927
2020-12,1838.980997854448
2021-01,1836.452648562654
2021-02,1902.545944116833
2021-03,1943.6757829235082
2021-04,2000.1201475398202
2021-05,2006.500417631836
2021-06,2038.0857702864846
2021-07,2021.5520872120062
2021-08,2063.3786867602726
2021-09,2052.4678342186057
2021-10,2047.808731508801
2021-11,1960.7511392021306
2021-12,2026.6815917374638
2022-01,1891.163986785554
2022-02,1897.2853406164568
2022-03,1909.1884826593916
2022-04,1794.3128539634317
2022-05,1770.4606243059782
2022-06,1622.469920496456
2022-07,1696.6597624598935
2022-08,1701.7156988051477
2022-09,1530.9230074155023
2022-10,1524.080858753632
2022-11,1685.0363232037107
2022-12,1694.69179340995
2023-01,1795.677020928626
2023-02,1730.1087288157146
2023-03,1756.0184680069424
2023-04,1765.4176624990607
2023-05,1748.121477171809
2023-06,1802.4484403995593
2023-07,1896.038137248452
