Date,EAFE SMALL CAP
2012-01,234.0804936617765
2012-02,248.16241492044233
2012-03,248.4809853217592
2012-04,247.40524712859903
2012-05,218.50216975014317
2012-06,227.42441612380713
2012-07,228.30384671876612
2012-08,234.42934903156083
2012-09,245.48260545830016
2012-10,247.58639431044924
2012-11,249.95825767322683
2012-12,260.32618844199055
2013-01,273.958375885279
2013-02,277.0231373870515
2013-03,282.41141396185316
2013-04,292.74192673862257
2013-05,286.1223999996664
2013-06,275.7615330220904
2013-07,292.53411968009294
2013-08,292.38867047042584
2013-09,318.6783730154286
2013-10,328.37747214579645
2013-11,329.8386858628083
2013-12,337.6098128268464
2014-01,332.46252511847695
2014-02,350.86159226556816
2014-03,349.2244812482785
2014-04,346.55953531372705
2014-05,351.7020194136888
2014-06,357.0543019225964
2014-07,348.7017456080708
2014-08,348.11578085380523
2014-09,329.32774356381464
2014-10,322.8252946158825
2014-11,323.67579050261327
2014-12,321.97402027152475
2015-01,322.52232742746514
2015-02,343.4707811730759
2015-03,340.1301583753322
2015-04,355.8863316187907
2015-05,359.88757854410983
2015-06,355.4501894090624
2015-07,358.5042975768653
2015-08,342.7903766641011
2015-09,331.3571765170949
2015-10,351.2092464431621
2015-11,351.3422817903796
2015-12,353.9735116707171
2016-01,326.1556674086173
2016-02,325.79600658462584
2016-03,352.150491904184
2016-04,360.45093709801694
2016-05,362.6327495517018
2016-06,343.6344003665414
2016-07,364.7334257583977
2016-08,362.60688012094533
2016-09,373.5509749923029
2016-10,362.98904372505694
2016-11,352.8360222434443
2016-12,363.0102681895202
2017-01,375.86433520807094
2017-02,384.34381367519626
2017-03,392.29994145940276
2017-04,409.327064
2017-05,424.796841
2017-06,424.877162
2017-07,440.340464
2017-08,443.987587
2017-09,456.825562
2017-10,464.574344
2017-11,471.961828
2017-12,484.623131
2018-01,509.436844
2018-02,491.415192
2018-03,486.189107
2018-04,493.1283655649823
2018-05,488.79541542460146
2018-06,479.4802057437595
2018-07,482.67144252017187
2018-08,478.8455472460421
2018-09,475.5764633341517
2018-10,429.84484284615246
2018-11,426.85470195669626
2018-12,399.4076684189329
2019-01,431.6144226643266
2019-02,441.3400407441986
2019-03,442.3765741353967
2019-04,456.004190385622
2019-05,432.32843677672696
2019-06,450.8652528168094
2019-07,447.72876121177575
2019-08,436.7230158680147
2019-09,449.2078115752287
2019-10,469.67573681843913
2019-11,480.0991625772149
2019-12,501.154645782228
2020-01,486.67164180329655
2020-02,439.00053864887997
2020-03,363.5982866073521
2020-04,401.5762292384535
2020-05,430.4296060274267
2020-06,436.47304677593365
2020-07,451.22023767962065
2020-08,484.96563054046305
2020-09,481.557779
2020-10,464.876194268306
2020-11,528.8043074327855
2020-12,565.0356029960212
2021-01,562.9961665813937
2021-02,577.9734870668038
2021-03,590.9935029074466
2021-04,615.0715857956212
2021-05,627.7721608150748
2021-06,617.5498899500471
2021-07,628.1274679243018
2021-08,646.3181721098811
2021-09,623.4937885557058
2021-10,633.3581824501769
2021-11,598.0272987473692
2021-12,624.2734061765884
2022-01,578.6222830146904
2022-02,571.364816087759
2022-03,571.6247262610715
2022-04,532.8033386892141
2022-05,529.5110933263855
2022-06,471.59188824366845
2022-07,502.83370010884414
2022-08,480.63431783999306
2022-09,425.6124689922286
2022-10,443.65808927021
2022-11,487.7195058705548
2022-12,493.07149182262674
2023-01,529.9260697708378
2023-02,518.5115683931444
2023-03,517.9474528293206
2023-04,528.7940879188981
2023-05,507.25106225800664
2023-06,522.1027868089684
2023-07,545.3161387068983
