Date,AC EUROPE SMALL CAP
2016-10,1199.4676101696064
2016-11,1174.0153916434085
2016-12,1224.5576778681254
2017-01,1266.8117707513545
2017-02,1286.3209079786905
2017-03,1329.5104265039386
2017-04,1419.901979
2017-05,1483.269886
2017-06,1469.759434
2017-07,1536.316231
2017-08,1540.754424
2017-09,1599.20391
2017-10,1608.187239
2017-11,1614.239394
2017-12,1666.088669
2018-01,1762.642072
2018-02,1676.181176
2018-03,1661.591814
2018-04,1698.9538619180507
2018-05,1668.9494942439771
2018-06,1650.481811043636
2018-07,1675.8742915460205
2018-08,1654.727131810814
2018-09,1621.973704284028
2018-10,1463.0661271258748
2018-11,1414.3501340554342
2018-12,1337.027015
2019-01,1462.6837246539424
2019-02,1501.0319953282587
2019-03,1499.129429334162
2019-04,1566.3636662432461
2019-05,1470.7193552505964
2019-06,1548.9141005313766
2019-07,1513.718881774047
2019-08,1471.1309202469888
2019-09,1507.3856416141934
2019-10,1579.9278117252777
2019-11,1633.329400217462
2019-12,1733.087475152042
2020-01,1683.4081798010986
2020-02,1531.834926379117
2020-03,1205.1686575876972
2020-04,1341.240330641879
2020-05,1433.7384044891712
2020-06,1469.73824838353
2020-07,1563.3064744130077
2020-08,1668.9016411741893
2020-09,1626.560378
2020-10,1543.0899248614173
2020-11,1828.55978473002
2020-12,1985.0625153818926
2021-01,1981.407284231703
2021-02,2057.617955548152
2021-03,2092.1652110919144
2021-04,2224.5313419343483
2021-05,2308.0564889163525
2021-06,2226.2081709592712
2021-07,2306.876883256653
2021-08,2378.021201879398
2021-09,2231.5704812540107
2021-10,2308.5838385207508
2021-11,2170.03389699425
2021-12,2286.2500078635003
2022-01,2106.242269272826
2022-02,2019.5782537070693
2022-03,2012.977218918336
2022-04,1877.8077713848613
2022-05,1877.7986091813934
2022-06,1619.9140928208615
2022-07,1733.2678367685387
2022-08,1595.463167190521
2022-09,1386.7549432857356
2022-10,1499.9567540561782
2022-11,1665.8885031857085
2022-12,1687.498905615687
2023-01,1840.2247945695467
2023-02,1847.564378689491
2023-03,1813.33760900618
2023-04,1874.410888434129
2023-05,1770.2228206613095
2023-06,1826.2645547861998
2023-07,1914.6662273644738
