Date,AC EUROPE SMALL CAP
1994-05,193.93364303116306
1994-06,191.39683086944305
1994-07,197.05520421121702
1994-08,200.7973774208795
1994-09,197.75880316456355
1994-10,201.15536651895425
1994-11,192.77400828351693
1994-12,194.2768376056313
1995-01,192.8224437269481
1995-02,194.9870434342342
1995-03,201.46448841794444
1995-04,204.94115879010127
1995-05,209.25665718643208
1995-06,211.8063756250593
1995-07,219.4602065434231
1995-08,211.2368906898522
1995-09,216.30963178250144
1995-10,212.26411957705227
1995-11,206.38461003103674
1995-12,210.55925657262938
1996-01,211.85900533304033
1996-02,220.57470178719197
1996-03,224.78199685317182
1996-04,227.40277577931968
1996-05,232.97275973761828
1996-06,234.04635055480352
1996-07,229.22495819731157
1996-08,234.5345157461153
1996-09,233.0040537178831
1996-10,239.30393393952352
1996-11,245.720257942373
1996-12,251.9565855973313
1997-01,255.9611194462011
1997-02,258.6695510766405
1997-03,262.7986995520574
1997-04,255.47517199522989
1997-05,263.83777292079685
1997-06,267.0150220853245
1997-07,266.13721835421575
1997-08,266.6023233858835
1997-09,282.2462019550145
1997-10,280.2643691084547
1997-11,275.1850541769875
1997-12,275.6746816232843
1998-01,282.1493160939856
1998-02,302.103728046045
1998-03,328.470512440952
1998-04,341.6692053253812
1998-05,355.2088144342632
1998-06,341.51243000571196
1998-07,341.5237755943061
1998-08,297.81716276159165
1998-09,283.1755841821546
1998-10,291.91629405176116
1998-11,299.90988074536176
1998-12,302.9378079356841
1999-01,300.58695808308437
1999-02,299.6724304018595
1999-03,302.03505920922345
1999-04,311.8961033143296
1999-05,310.8715823066586
1999-06,316.0843479444976
1999-07,329.81176627208947
1999-08,342.77858264134625
1999-09,345.079059967108
1999-10,345.60915553991214
1999-11,354.9023001815953
1999-12,377.62628217843826
2000-01,385.29307917838406
2000-02,406.49195492711436
2000-03,394.4853347419143
2000-04,362.8156860451917
2000-05,359.21800100695594
2000-06,367.4905007549064
2000-07,361.109179770984
2000-08,360.16589330025647
2000-09,351.0396695941924
2000-10,325.9280273584758
2000-11,307.17095163050357
2000-12,327.9151289225549
2001-01,332.43107389341594
2001-02,313.32809500849066
2001-03,283.3845711557834
2001-04,296.8912513317756
2001-05,290.90222181310344
2001-06,273.58378945394696
2001-07,269.3051182435295
2001-08,270.64288817612083
2001-09,229.32417033184586
2001-10,241.6272063388239
2001-11,257.20588988063577
2001-12,261.3170507535231
2002-01,257.4822007264059
2002-02,256.98273299820454
2002-03,271.15446430247493
2002-04,280.1541252711628
2002-05,285.9517847059098
2002-06,274.8016502888937
2002-07,246.02839302477895
2002-08,243.03219966926721
2002-09,215.60391159900118
2002-10,225.40152684000626
2002-11,238.22918812536508
2002-12,234.8781244193777
2003-01,228.1411665047496
2003-02,220.20909611243164
2003-03,219.3906908969178
2003-04,248.6680740479954
2003-05,276.3145041153507
2003-06,281.8393339846728
2003-07,292.9075830468048
2003-08,302.28344904410943
2003-09,315.14941284388567
2003-10,338.5412801465803
2003-11,350.2026761019978
2003-12,371.2020267429968
2004-01,389.63214803419385
2004-02,407.8140038814412
2004-03,401.15752481331117
2004-04,392.7413184163338
2004-05,396.3057590535929
2004-06,408.26610398366006
2004-07,393.97715562396064
2004-08,394.5771663392543
2004-09,415.3002001137002
2004-10,427.85362198803125
2004-11,466.41585216807215
2004-12,494.28413502824253
2005-01,501.20752136214145
2005-02,527.9870237805945
2005-03,511.57120948594724
2005-04,493.5115782282538
2005-05,498.820839553153
2005-06,509.6918600922247
2005-07,532.6888470722195
2005-08,549.6398516181271
2005-09,563.8321265213483
2005-10,536.0494202563019
2005-11,552.0719640870687
2005-12,578.7694238455002
2006-01,632.8391017579565
2006-02,650.8926206678422
2006-03,682.9471824717303
2006-04,727.2929554178382
2006-05,697.5870480222293
2006-06,690.7365956007917
2006-07,691.4150637718199
2006-08,715.1706902743415
2006-09,730.5142945600853
2006-10,771.9457426615891
2006-11,821.3038688983729
2006-12,864.7385206225129
2007-01,880.937500257801
2007-02,885.5041969081411
2007-03,935.1183261047765
2007-04,986.8739743471859
2007-05,1000.0
2007-06,985.3587689257317
2007-07,976.3609844115966
2007-08,941.0125805899829
2007-09,956.0155594345247
2007-10,1013.3454360614041
2007-11,934.4275992393232
2007-12,909.431511515036
2008-01,810.6557336039529
2008-02,850.1851634440064
2008-03,856.0989515114576
2008-04,871.65267240455
2008-05,882.6856654703163
2008-06,808.1848986757666
2008-07,768.0204029006857
2008-08,746.2377298358675
2008-09,597.1511443019521
2008-10,427.98091640198174
2008-11,390.86796851574996
2008-12,410.828404037721
2009-01,383.974796664178
2009-02,356.9692144181873
2009-03,383.18731122188046
2009-04,467.1382267120492
2009-05,531.2639549445023
2009-06,529.7101193374065
2009-07,578.7342150325085
2009-08,638.0130212753876
2009-09,682.2052562447957
2009-10,670.3246139489544
2009-11,676.7131429620467
2009-12,686.0134406255529
2010-01,680.6940127331454
2010-02,656.990109617313
2010-03,713.750035561703
2010-04,722.3290866641038
2010-05,619.4990840331421
2010-06,614.2918506773055
2010-07,688.2880934617523
2010-08,662.2496431044034
2010-09,753.4144914738115
2010-10,795.8527388184784
2010-11,745.1838636769849
2010-12,838.7751380217775
2011-01,853.448749872482
2011-02,869.9123543282655
2011-03,885.7044925446593
2011-04,954.7077809952083
2011-05,925.6576583967302
2011-06,895.9297450382174
2011-07,859.8085290153928
2011-08,768.8964451032607
2011-09,666.1187743472672
2011-10,738.7521186757061
2011-11,691.1669038160503
2011-12,666.8644582722567
2012-01,734.8764821428707
2012-02,795.7849114520524
2012-03,793.3344916818394
2012-04,790.9577460484211
2012-05,686.837936479066
2012-06,721.5590401141461
2012-07,725.7437615287968
2012-08,759.2402100413592
2012-09,799.8454479763794
2012-10,814.6013657054964
2012-11,822.6945655173583
2012-12,865.0575969089937
2013-01,916.3914564214241
2013-02,915.856807769303
2013-03,911.2033845316506
2013-04,941.9473465353576
2013-05,960.4794920793253
2013-06,919.7445383961721
2013-07,999.0656179229148
2013-08,1000.9662027735039
2013-09,1083.058977081355
2013-10,1138.1944699053017
2013-11,1160.9730627530844
2013-12,1197.881369041476
2014-01,1179.9158580644398
2014-02,1286.8202809611719
2014-03,1269.7941051678247
2014-04,1263.1477925755667
2014-05,1274.7817358952675
2014-06,1266.856450778712
2014-07,1207.2316676175897
2014-08,1205.7895073941993
2014-09,1137.3497586882384
2014-10,1111.8659675323574
2014-11,1131.4667802270455
2014-12,1118.8106750483994
2015-01,1108.6899452097252
2015-02,1200.6190401793722
2015-03,1170.8299492501303
2015-04,1239.6907330798244
2015-05,1257.1500278788283
2015-06,1239.1839465074172
2015-07,1269.9438143494378
2015-08,1219.4692307825226
2015-09,1177.7515807159587
2015-10,1239.4891151244728
2015-11,1232.7226752568274
2015-12,1239.114443925626
2016-01,1133.8371129452114
2016-02,1132.9971231394743
2016-03,1228.9379968774383
2016-04,1246.4180703077955
2016-05,1262.267865463162
2016-06,1149.802344156407
2016-07,1220.9643050202499
2016-08,1235.9502375396921
2016-09,1259.952001345022
