Date,ASIA APEX SMALL CAP 200
2013-09,1626.878092147222
2013-10,1652.975754893715
2013-11,1655.0159280117289
2013-12,1666.5018745477767
2014-01,1626.5865288661735
2014-02,1673.5221819758822
2014-03,1655.57210698062
2014-04,1649.401929921278
2014-05,1680.6089585721452
2014-06,1706.9466484276159
2014-07,1717.0126969632156
2014-08,1737.5259770170737
2014-09,1655.1719386213297
2014-10,1618.2819085808808
2014-11,1583.8346637199816
2014-12,1555.9367282651335
2015-01,1583.9486919980309
2015-02,1591.4778504785386
2015-03,1645.0724467052496
2015-04,1852.9513130403122
2015-05,1862.6296901242424
2015-06,1732.856957696673
2015-07,1558.3750837472514
2015-08,1397.4869319612524
2015-09,1395.70305909482
2015-10,1492.36672030097
2015-11,1470.071885014954
2015-12,1458.1686256591227
2016-01,1337.6912055647217
2016-02,1328.9819183376999
2016-03,1432.6746883308174
2016-04,1435.224245249928
2016-05,1403.5385343054904
2016-06,1407.9447280912239
2016-07,1442.6526452578064
2016-08,1502.5740243071064
2016-09,1531.2235674455437
2016-10,1454.989070040365
2016-11,1415.030642528164
2016-12,1382.6452284273657
2017-01,1461.0661610834882
2017-02,1540.4851772348043
2017-03,1594.460023791268
2017-04,1600.996367
2017-05,1632.745639
2017-06,1654.888598
2017-07,1725.139289
2017-08,1770.916067
2017-09,1803.710335
2017-10,1887.028415
2017-11,1938.493388
2017-12,1968.309263
2018-01,2150.391799
2018-02,2046.812044
2018-03,2055.63558576473
2018-04,2055.977282849623
2018-05,2135.259235584373
2018-06,1982.6001316315558
2018-07,1961.4102415906773
2018-08,1916.1453941703885
2018-09,1893.0890817808613
2018-10,1601.4771253207061
2018-11,1734.393313143805
2018-12,1682.0616312693285
2019-01,1774.1144991398687
2019-02,1830.9229102856132
2019-03,1840.199255323782
2019-04,1838.3453085436772
2019-05,1666.7695706214154
2019-06,1760.586776178482
2019-07,1756.7611107819184
2019-08,1672.227480063256
2019-09,1713.0455587865245
2019-10,1793.2004571300615
2019-11,1773.3084799513567
2019-12,1878.784855481504
2020-01,1757.0393328755124
2020-02,1707.5091959576312
2020-03,1466.15781652268
2020-04,1676.8685567229027
2020-05,1730.4594347370655
2020-06,1904.9289503491204
2020-07,2059.4757441227207
2020-08,2134.453675534338
2020-09,2082.8118542456755
2020-10,2103.9854291805545
2020-11,2366.8651354639187
2020-12,2527.863841677647
2021-01,2618.3663551654136
2021-02,2833.8378627308266
2021-03,2857.356377148312
2021-04,3026.2854677083174
2021-05,3068.778317294745
2021-06,3145.102503594838
2021-07,3115.3810242304494
2021-08,3148.9625428897457
2021-09,3135.904104970772
2021-10,3182.403136711746
2021-11,3151.392171596234
2021-12,3280.0577234244097
2022-01,3071.029389645226
2022-02,3029.896552499251
2022-03,3063.6494542212236
2022-04,2892.2642997901166
2022-05,2873.923037762619
2022-06,2581.8596951993354
2022-07,2680.827552630398
2022-08,2767.3291113664714
2022-09,2489.0980834868533
2022-10,2432.796515831479
2022-11,2724.722120147873
2022-12,2677.640454082442
2023-01,2858.9537555220177
2023-02,2836.9699266207076
2023-03,2914.701657445341
2023-04,2947.1284046070314
2023-05,3065.430069693657
2023-06,3253.1058952190183
2023-07,3505.1500376890344
