Date,GOLDEN DRAGON SMALL CAP
2007-05,1000.0
2007-06,1061.3432538358736
2007-07,1193.8850001417316
2007-08,1125.0573889857712
2007-09,1204.701655081168
2007-10,1235.427323006558
2007-11,1088.2005065148319
2007-12,1068.1094198403764
2008-01,906.3573116499889
2008-02,1011.8497796731995
2008-03,985.0553720311451
2008-04,1038.3778172142743
2008-05,1011.8530276238267
2008-06,862.2864393241815
2008-07,835.5114749746098
2008-08,780.7835985976747
2008-09,589.2681392338678
2008-10,445.5129117594532
2008-11,428.41818796394995
2008-12,488.67382078671216
2009-01,463.67897456371963
2009-02,476.9372216656801
2009-03,548.3386442626204
2009-04,652.8254171097633
2009-05,841.1084591174014
2009-06,819.4702250464709
2009-07,947.6544267277507
2009-08,882.9847676255946
2009-09,962.5197851807247
2009-10,996.3510493971055
2009-11,1065.7634569311404
2009-12,1146.1508414020475
2010-01,1074.2561883319177
2010-02,1081.3119011566362
2010-03,1182.3864388648835
2010-04,1194.9808837675696
2010-05,1062.4637864907213
2010-06,1060.254630905481
2010-07,1137.7670504222865
2010-08,1131.0165184097013
2010-09,1270.4172918184343
2010-10,1303.9994078606962
2010-11,1327.5752476105865
2010-12,1393.7038977731438
2011-01,1393.6629750555387
2011-02,1315.3046668189736
2011-03,1337.9077764438825
2011-04,1383.9548771234813
2011-05,1362.4890648790868
2011-06,1301.6944319550303
2011-07,1294.5521124870418
2011-08,1133.7212918196883
2011-09,941.8372875572861
2011-10,1038.0966101716708
2011-11,935.762677253432
2011-12,927.8587720660017
2012-01,1013.1307472335532
2012-02,1146.6502913601398
2012-03,1085.7189036695888
2012-04,1061.848941585938
2012-05,1000.9143489034035
2012-06,988.9384678715263
2012-07,974.5227747955037
2012-08,1002.2390625070453
2012-09,1058.4451481728806
2012-10,1035.4550960682811
2012-11,1084.682198392445
2012-12,1145.0525251240147
2013-01,1203.2035268785855
2013-02,1216.3917150144785
2013-03,1210.6413647468742
2013-04,1238.1634456994643
2013-05,1291.9229564410107
2013-06,1201.923483802919
2013-07,1231.6267512279521
2013-08,1259.7701123380991
2013-09,1312.249492168452
2013-10,1356.0857082631494
2013-11,1374.4962116921529
2013-12,1393.9922016771761
2014-01,1369.9684024932556
2014-02,1411.763879966922
2014-03,1392.751647152237
2014-04,1359.0004475603926
2014-05,1396.1442370330114
2014-06,1421.0338627497033
2014-07,1439.5879042677411
2014-08,1444.697729185327
2014-09,1384.395195274719
2014-10,1356.7249813802766
2014-11,1350.1900003485507
2014-12,1326.4993862779836
2015-01,1329.0390592930605
2015-02,1344.4366223529626
2015-03,1391.6727313192594
2015-04,1608.772003651539
2015-05,1659.6491116994523
2015-06,1508.0212380185899
2015-07,1306.1321428130593
2015-08,1150.0333421106316
2015-09,1179.7318161530868
2015-10,1278.5740833177915
2015-11,1257.2005209712195
2015-12,1269.518700951631
2016-01,1122.780534619642
2016-02,1146.1835955006165
2016-03,1215.7551454559787
2016-04,1212.053324511719
2016-05,1190.7527036040337
2016-06,1186.4734887337509
2016-07,1218.293709882506
2016-08,1283.7970956154738
2016-09,1309.981668223489
2016-10,1287.3355761734636
2016-11,1285.1654439159277
2016-12,1249.9404159866772
2017-01,1306.4257847113902
2017-02,1373.261912269322
2017-03,1397.6249170803399
2017-04,1395.155866
2017-05,1398.226013
2017-06,1415.110326
2017-07,1472.534173
2017-08,1513.835316
2017-09,1548.983248
2017-10,1596.494758
2017-11,1602.873647
2017-12,1623.701717
2018-01,1723.078441
2018-02,1658.394676
2018-03,1648.143509
2018-04,1634.372755071088
2018-05,1689.5555987252058
2018-06,1602.0884254365735
2018-07,1594.765848196353
2018-08,1537.112391421771
2018-09,1492.7485524475248
2018-10,1304.5372074663258
2018-11,1382.0205679588598
2018-12,1337.984727467978
2019-01,1410.8249782368741
2019-02,1479.404181184248
2019-03,1511.4219356455183
2019-04,1519.6495408689943
2019-05,1402.4206215378526
2019-06,1464.1037493807764
2019-07,1482.3696227174894
2019-08,1420.6186792664575
2019-09,1443.9867076077178
2019-10,1505.639168649413
2019-11,1497.4430055206842
2019-12,1574.5925121201847
2020-01,1489.4233215731565
2020-02,1479.3627466166204
2020-03,1270.9047875269923
2020-04,1433.7208509673094
2020-05,1432.7202059997467
2020-06,1579.9886570458204
2020-07,1691.5694366146954
2020-08,1750.883560603146
2020-09,1714.1983618741324
2020-10,1739.2536506212034
2020-11,1912.9925482088477
2020-12,1993.9638915768014
2021-01,2050.7943915082105
2021-02,2242.2305424415354
2021-03,2235.0669298948965
2021-04,2424.509025789422
2021-05,2371.694434364844
2021-06,2457.6196545846647
2021-07,2362.22254739778
2021-08,2366.4240488961423
2021-09,2269.1816987953853
2021-10,2312.361755411381
2021-11,2339.1387677948364
2021-12,2376.4737403259624
2022-01,2228.611558295504
2022-02,2219.9034578609912
2022-03,2162.0586527919704
2022-04,1995.5810697244867
2022-05,2019.6516961982081
2022-06,1907.9417180279097
2022-07,1862.6977504784124
2022-08,1881.7137230877263
2022-09,1622.3979263138456
2022-10,1501.1453655724504
2022-11,1809.2567027800746
2022-12,1841.3098605517887
2023-01,2018.6848165971655
2023-02,1990.0027774761359
2023-03,1989.54481658155
2023-04,1961.6805079503054
2023-05,1956.904370004826
2023-06,2012.1236270435088
2023-07,2102.6409097688284
