Date,AC PACIFIC SMALL CAP
1994-05,784.1602748876749
1994-06,838.8146666730388
1994-07,821.1875116032872
1994-08,821.6655281244564
1994-09,800.1705177502271
1994-10,807.5145554280365
1994-11,743.2012103594766
1994-12,754.8249197155549
1995-01,713.5504679794155
1995-02,680.7543064362391
1995-03,709.6360884082512
1995-04,717.4583977008796
1995-05,678.1543404463368
1995-06,653.7370977571029
1995-07,695.5596702117109
1995-08,683.9911770978212
1995-09,674.9611213692871
1995-10,648.5579291127667
1995-11,670.0218113110789
1995-12,706.2073088036319
1996-01,724.9907925835472
1996-02,719.7695072711163
1996-03,736.0934002934533
1996-04,805.34203502035
1996-05,778.0986780022303
1996-06,777.027172853451
1996-07,735.0480089679995
1996-08,724.7758230507151
1996-09,724.6337176772972
1996-10,694.6231878179335
1996-11,687.2646983885616
1996-12,638.1830382251826
1997-01,605.9237142840816
1997-02,617.7419945527832
1997-03,586.7019510457993
1997-04,570.9087838062886
1997-05,622.3370548579318
1997-06,634.9326277033734
1997-07,592.7831713248353
1997-08,529.0388524910513
1997-09,483.15076448105503
1997-10,431.0827707244839
1997-11,371.24739289011046
1997-12,326.7372441552448
1998-01,357.19197493799203
1998-02,393.74931481316236
1998-03,372.17534560590235
1998-04,352.08643044334923
1998-05,326.0133196015701
1998-06,312.5192056401229
1998-07,308.890859383862
1998-08,274.7023520990178
1998-09,274.6625196589877
1998-10,314.5881774007061
1998-11,342.7466857220014
1998-12,351.90632633235043
1999-01,352.91600779502704
1999-02,349.3175958291443
1999-03,390.26319714692045
1999-04,442.5766927304094
1999-05,425.06283688284253
1999-06,483.7067737053697
1999-07,502.32315446753347
1999-08,514.032442458834
1999-09,520.9878096900262
1999-10,518.1035524177547
1999-11,521.4677780353867
1999-12,507.23302976129264
2000-01,501.78319177843025
2000-02,490.78497830954353
2000-03,519.6456878377992
2000-04,466.08327414956875
2000-05,457.3283007824509
2000-06,491.94551057831353
2000-07,449.2871506981644
2000-08,471.03108515615645
2000-09,435.49857316997566
2000-10,395.70699306169064
2000-11,392.5588044930618
2000-12,371.68982779267554
2001-01,385.53115320690847
2001-02,387.4217326969924
2001-03,368.4296919268613
2001-04,393.8104878203755
2001-05,403.5520095072345
2001-06,396.77181038592784
2001-07,372.2893530848374
2001-08,377.49264782096657
2001-09,341.29173080882316
2001-10,353.69064984562374
2001-11,355.64395586336695
2001-12,343.9423656299584
2002-01,344.54343098808386
2002-02,354.995246996281
2002-03,377.4530683036905
2002-04,388.72634716081154
2002-05,409.4471581771098
2002-06,391.7944331179594
2002-07,377.77024225235147
2002-08,375.0936202381798
2002-09,352.2774809994658
2002-10,339.71487237989646
2002-11,345.3954734418171
2002-12,340.58223985718706
2003-01,344.36214763808226
2003-02,349.078258062055
2003-03,343.8759821050155
2003-04,357.0443314456737
2003-05,380.31943683965955
2003-06,407.1490842090599
2003-07,418.8640001293496
2003-08,450.83049881242715
2003-09,479.2320956927385
2003-10,513.2240935122309
2003-11,491.98036525295026
2003-12,522.1285707501144
2004-01,541.9691528603687
2004-02,551.5258670123052
2004-03,612.1776619751339
2004-04,589.9173857626591
2004-05,565.4542542624022
2004-06,596.4000699627792
2004-07,565.1568197471596
2004-08,575.3211485047136
2004-09,576.1614178994461
2004-10,590.7807313615015
2004-11,625.2018375858794
2004-12,653.1882512983692
2005-01,667.9010049071054
2005-02,690.4105935480186
2005-03,679.7289603017126
2005-04,667.7312119236607
2005-05,661.4888304503609
2005-06,680.8385812117925
2005-07,699.3098118023321
2005-08,710.4937324108784
2005-09,748.87870708256
2005-10,741.439058624589
2005-11,774.9202562562881
2005-12,843.1339782112323
2006-01,879.9935822940017
2006-02,851.505342455629
2006-03,882.4600580051533
2006-04,913.6406741090478
2006-05,859.0149344218594
2006-06,832.9086844286948
2006-07,810.2090456997049
2006-08,828.8300948885251
2006-09,831.0749742486356
2006-10,845.9554475549904
2006-11,876.1152626680594
2006-12,893.7866185243477
2007-01,900.6020589220745
2007-02,933.8837757481809
2007-03,951.2024309255563
2007-04,971.5441398156304
2007-05,1000.0
2007-06,1022.6725564155206
2007-07,1058.8312545661374
2007-08,1000.6536943749837
2007-09,1047.4735157962218
2007-10,1090.8353707134656
2007-11,1015.8005820518392
2007-12,982.7339847508358
2008-01,895.010352560589
2008-02,938.7988490430154
2008-03,912.7408371794747
2008-04,943.9186240051092
2008-05,954.3596181734504
2008-06,868.9347747135087
2008-07,836.7309868610163
2008-08,782.4624065867765
2008-09,666.313509963781
2008-10,530.3966325678957
2008-11,527.6893568666374
2008-12,582.5909895592583
2009-01,546.2990265702864
2009-02,495.70380818590286
2009-03,541.1028383443688
2009-04,606.7953576114711
2009-05,710.78917081389
2009-06,730.1116002946394
2009-07,787.8331200152286
2009-08,809.2030963410328
2009-09,842.0020362959636
2009-10,833.951912607374
2009-11,835.9707674114536
2009-12,857.5214511500258
2010-01,835.3740990939554
2010-02,846.6711427233664
2010-03,905.5907007993334
2010-04,927.083904106393
2010-05,834.191866733862
2010-06,838.6156989217499
2010-07,881.2866542216476
2010-08,872.8936972860299
2010-09,957.4010144343979
2010-10,976.5559605207586
2010-11,976.5145670499425
2010-12,1059.3191156371447
2011-01,1056.6246667161029
2011-02,1056.0643091431002
2011-03,1052.6379473529396
2011-04,1079.0747339812165
2011-05,1058.1937117773466
2011-06,1054.2778067332663
2011-07,1088.9439320666502
2011-08,1008.7220545496363
2011-09,908.0737153497297
2011-10,955.0062653701051
2011-11,903.6736805630333
2011-12,904.1336789954912
2012-01,967.7467847143449
2012-02,1018.7582693431666
2012-03,1008.5036090064534
2012-04,996.4248469174497
2012-05,907.1637971999627
2012-06,931.7671987952351
2012-07,930.6183292164244
2012-08,939.9116689934524
2012-09,981.1807575532455
2012-10,971.924769908188
2012-11,985.553544560283
2012-12,1018.3066643537528
2013-01,1058.6693685065038
2013-02,1088.7658639264143
2013-03,1129.010633989164
2013-04,1168.4853524447976
2013-05,1117.9484600629637
2013-06,1059.0466807693685
2013-07,1081.751288705129
2013-08,1068.7106582285187
2013-09,1160.6515637272714
2013-10,1175.0023313982856
2013-11,1155.673160498075
2013-12,1159.2379773203509
2014-01,1143.3594628206165
2014-02,1161.1561316879265
2014-03,1171.2446682407933
2014-04,1162.4216914534377
2014-05,1189.3911658138904
2014-06,1233.5882763023374
2014-07,1249.802777859812
2014-08,1257.6393257606258
2014-09,1200.0740095881115
2014-10,1176.2317600252343
2014-11,1153.512557025425
2014-12,1147.4150748569866
2015-01,1167.717850836119
2015-02,1207.3621650354155
2015-03,1224.3589301589132
2015-04,1298.5872282526284
2015-05,1310.8258962723532
2015-06,1275.7902140276258
2015-07,1215.0203620589239
2015-08,1134.0945376412199
2015-09,1113.3026944648113
2015-10,1190.629234866004
2015-11,1188.8003791633564
2015-12,1200.0100185720448
2016-01,1113.1042801284004
2016-02,1112.2150633344675
2016-03,1199.3452015475098
2016-04,1229.1121093636934
2016-05,1214.4220087181197
2016-06,1217.9398197859853
2016-07,1279.2411435884687
2016-08,1265.6945087313827
2016-09,1308.3596197303152
2016-10,1289.1261925079789
2016-11,1245.0633032643254
2016-12,1251.5543329552947
2017-01,1297.7785611055037
2017-02,1344.7743290468836
2017-03,1358.615855341842
2017-04,1369.025634
2017-05,1403.476582
2017-06,1420.703979
2017-07,1458.653083
2017-08,1483.961131
2017-09,1501.395383
2017-10,1555.815145
2017-11,1601.201815
2017-12,1634.961606
2018-01,1720.171494
2018-02,1674.156643
2018-03,1659.084435
2018-04,1658.3450770006662
2018-05,1667.2680696835776
2018-06,1598.6097977367274
2018-07,1589.6792332487164
2018-08,1576.7433555545758
2018-09,1582.8342300893885
2018-10,1410.2243086006754
2018-11,1462.4759653213268
2018-12,1371.9561511121753
2019-01,1457.7229013737776
2019-02,1487.9643786416707
2019-03,1494.020064534088
2019-04,1506.8426317809806
2019-05,1431.177691334057
2019-06,1481.3621308749507
2019-07,1489.3231744954965
2019-08,1449.5888871924992
2019-09,1488.9866811071192
2019-10,1551.212418044029
2019-11,1552.2055627651816
2019-12,1601.9656781228134
2020-01,1537.1248937912687
2020-02,1394.1194637073022
2020-03,1221.6446002721195
2020-04,1354.4218332872204
2020-05,1442.5404206395317
2020-06,1483.1237952832416
2020-07,1522.684406101411
2020-08,1630.1468757526031
2020-09,1639.2743687296818
2020-10,1620.9406045857743
2020-11,1776.3271539357618
2020-12,1876.6104198162134
2021-01,1872.188876722735
2021-02,1926.6709789605904
2021-03,1967.1582383445711
2021-04,2028.3499660790062
2021-05,2019.483842943048
2021-06,2047.4708534814115
2021-07,2018.2528427782859
2021-08,2059.5972231671835
2021-09,2036.4206854096722
2021-10,2033.5276443054101
2021-11,1941.341709496456
2021-12,2002.0806373067355
2022-01,1856.2868802777755
2022-02,1884.822730413315
2022-03,1887.3810680107817
2022-04,1760.1198769535379
2022-05,1753.7910770800634
2022-06,1604.3996266007377
2022-07,1669.3859541353006
2022-08,1663.7776873390749
2022-09,1479.9220471867711
2022-10,1473.560717820042
2022-11,1646.1280788400393
2022-12,1666.130170405536
2023-01,1779.5539723314332
2023-02,1712.8335105472497
2023-03,1743.423721298109
2023-04,1741.8971184036775
2023-05,1712.7366113976625
2023-06,1755.2079844316988
2023-07,1843.0998489170804
