Date,EMU SMALL CAP
2000-12,100.00000000000001
2001-01,104.87056809046156
2001-02,101.2786678410655
2001-03,92.17768683411549
2001-04,96.39575335606798
2001-05,94.72632343728455
2001-06,90.1699154553569
2001-07,89.52308542733678
2001-08,89.18366492232202
2001-09,75.49043015281565
2001-10,81.26770637136012
2001-11,87.37267691888418
2001-12,87.71836272931047
2002-01,87.89827470626773
2002-02,88.28350109608954
2002-03,93.53290010032296
2002-04,96.6522735874986
2002-05,97.98968199076124
2002-06,95.93396240724444
2002-07,86.29567648864884
2002-08,85.20812699914295
2002-09,74.05473011386773
2002-10,78.45593826186939
2002-11,82.55210337182896
2002-12,81.12648866516177
2003-01,81.59076240595867
2003-02,77.66244822307064
2003-03,77.09151195318388
2003-04,88.8801734315116
2003-05,97.88120838298947
2003-06,99.67665759865602
2003-07,103.07999997519738
2003-08,104.69076157814688
2003-09,110.45531027895807
2003-10,119.24928912149872
2003-11,125.63572873541636
2003-12,131.47288564245258
2004-01,137.8608388788359
2004-02,142.51884711067916
2004-03,137.77791444247555
2004-04,135.56808801787733
2004-05,134.7898284870526
2004-06,140.16671984186155
2004-07,134.9654702053906
2004-08,135.02473461330348
2004-09,141.45958561866084
2004-10,148.350882980047
2004-11,163.12708181283787
2004-12,172.14098838761578
2005-01,175.12858180579724
2005-02,187.07599058374743
2005-03,181.65116262165463
2005-04,176.1036559653074
2005-05,178.47499669162286
2005-06,184.497899192142
2005-07,196.66010230405155
2005-08,200.81440127768363
2005-09,208.02897354136923
2005-10,193.37768412431592
2005-11,194.83824372420838
2005-12,203.10127008349806
2006-01,227.1180388044924
2006-02,233.19361844563318
2006-03,244.88387688122432
2006-04,258.92413480928553
2006-05,244.69894071486627
2006-06,240.09752141661255
2006-07,237.40268167317055
2006-08,242.63859643013353
2006-09,244.8528978273646
2006-10,258.34899903110835
2006-11,275.7642224722419
2006-12,288.62694251253515
2007-01,298.94536965929944
2007-02,302.56317961318746
2007-03,320.1176051042506
2007-04,339.09382023759605
2007-05,347.21692204109917
2007-06,343.7856729208096
2007-07,344.81277449
2007-08,329.6314613
2007-09,334.86658702
2007-10,356.54257822
2007-11,329.15245756407865
2007-12,321.19418927727145
2008-01,283.1962601893537
2008-02,297.3640133046772
2008-03,304.29053943318183
2008-04,310.94225513544154
2008-05,315.0729256278207
2008-06,285.2532064834579
2008-07,269.5565089257402
2008-08,262.6611949531906
2008-09,209.16433030734038
2008-10,150.24792336998374
2008-11,139.41732510510533
2008-12,153.75683187806317
2009-01,138.39742892702418
2009-02,126.76250341173044
2009-03,136.81010504590648
2009-04,164.72719832484898
2009-05,189.7700673967747
2009-06,188.7947210961085
2009-07,203.5347191119053
2009-08,226.39889996485294
2009-09,250.0045952232268
2009-10,238.69589082653374
2009-11,243.1623074848234
2009-12,242.17973917874724
2010-01,236.28959860106707
2010-02,226.55514868290336
2010-03,243.71083051396585
2010-04,241.42616045999432
2010-05,204.89617716965614
2010-06,201.33562957662798
2010-07,226.36357873493083
2010-08,214.2276545800622
2010-09,245.7835836957926
2010-10,264.14027792332166
2010-11,239.10870951106193
2010-12,270.0635486845971
2011-01,277.85623767461357
2011-02,283.5911201512544
2011-03,294.3168832819626
2011-04,316.0831362331036
2011-05,302.6651320995826
2011-06,296.6884951792297
2011-07,274.10354599191527
2011-08,246.09891992840866
2011-09,210.3154375747556
2011-10,229.89807003931068
2011-11,210.81254664834827
2011-12,201.8622603335232
2012-01,222.31024908845924
2012-02,239.14345444758845
2012-03,237.91072899111535
2012-04,231.53194317234588
2012-05,198.76124252081675
2012-06,209.868974312256
2012-07,207.4173623406832
2012-08,217.54045691513556
2012-09,229.87342787938306
2012-10,236.54779507976198
2012-11,241.56891510680646
2012-12,255.94432741907974
2013-01,278.72190288967124
2013-02,273.2918580144062
2013-03,264.93956422073836
2013-04,277.47861903831466
2013-05,285.57653671968865
2013-06,273.45781667064665
2013-07,297.26100476243795
2013-08,297.4682942140705
2013-09,324.7698204678752
2013-10,346.8520244480991
2013-11,352.57274664282795
2013-12,360.3758369403024
2014-01,359.1885628415228
2014-02,390.29468186321463
2014-03,392.5206348156284
2014-04,391.9554876036645
2014-05,394.1688091774565
2014-06,389.0446141640126
2014-07,364.7533490422862
2014-08,360.5969928940705
2014-09,341.71094813757264
2014-10,326.6842696411417
2014-11,338.9760404368953
2014-12,330.1192369448795
2015-01,332.8892024587116
2015-02,358.2250728571529
2015-03,355.9564846394845
2015-04,372.30049369926206
2015-05,371.1899669051768
2015-06,363.9743462951644
2015-07,380.19783221671173
2015-08,365.19484094504145
2015-09,349.3143763906546
2015-10,371.0893257239268
2015-11,364.7569717459299
2015-12,370.38841430493926
2016-01,341.53019458385944
2016-02,337.92711126297735
2016-03,368.8803484519444
2016-04,375.1496044440137
2016-05,377.13612665302134
2016-06,348.73080146274305
2016-07,372.36432147393214
2016-08,375.01036996631035
2016-09,383.00340855302056
2016-10,370.83433923508795
2016-11,353.19535273451095
2016-12,373.52619134062377
2017-01,387.1068180063419
2017-02,391.06147537046746
2017-03,413.128335767382
2017-04,437.83811
2017-05,466.092701
2017-06,462.731087
2017-07,485.880689
2017-08,491.706053
2017-09,512.853337
2017-10,513.2436
2017-11,518.988138
2017-12,531.130144
2018-01,569.980916
2018-02,542.319559
2018-03,535.894121
2018-04,545.1912417487874
2018-05,523.4707103847962
2018-06,515.9638228511493
2018-07,526.6820957971237
2018-08,519.716231508598
2018-09,508.9619114905935
2018-10,457.160228325123
2018-11,446.3015216211814
2018-12,420.1905234244596
2019-01,457.1305022759215
2019-02,467.93629156912027
2019-03,469.11603138571905
2019-04,491.8632472466556
2019-05,459.14787304593796
2019-06,491.5311787268007
2019-07,483.0057455534981
2019-08,469.75359582240503
2019-09,476.27206339459553
2019-10,499.2197276089601
2019-11,511.753700801666
2019-12,532.5574608041602
2020-01,516.9711452501655
2020-02,477.06050787726605
2020-03,377.30928855095806
2020-04,414.8391061397055
2020-05,445.4701055743378
2020-06,463.5065199941654
2020-07,490.0866334746855
2020-08,518.4577786123266
2020-09,507.930093
2020-10,472.2024319185887
2020-11,573.5325041383256
2020-12,615.3127051912545
2021-01,620.401670421661
2021-02,643.7264093081611
2021-03,656.7663276668413
2021-04,694.525419957451
2021-05,725.3171482369665
2021-06,699.2773557554318
2021-07,715.8559721853514
2021-08,737.7216090541912
2021-09,700.8469701105653
2021-10,720.3871100500581
2021-11,674.8889492527505
2021-12,709.1623716741411
2022-01,671.9814100643257
2022-02,652.462642104458
2022-03,649.683425697874
2022-04,611.8518579812702
2022-05,624.4317513437707
2022-06,533.3385309272995
2022-07,547.6037993228064
2022-08,513.3564640395723
2022-09,452.76750048101366
2022-10,493.59722147456193
2022-11,544.9571404833483
2022-12,555.9733937059711
2023-01,619.6499844147784
2023-02,622.8079982731333
2023-03,613.1306009573563
2023-04,627.8497634220032
2023-05,591.2005093561015
2023-06,621.7515161065188
2023-07,647.2015723365088
