Date,ANDEAN SMALL CAP
2010-03,8259.224487628833
2010-04,8599.6090414031
2010-05,8154.384875925081
2010-06,8506.537208215343
2010-07,9414.612669935046
2010-08,10392.610105886524
2010-09,11456.785243528519
2010-10,11805.91256806016
2010-11,12026.516438680252
2010-12,12906.305930465018
2011-01,12025.886091470378
2011-02,11299.25165211868
2011-03,11293.727699938181
2011-04,11897.617331940944
2011-05,11741.40288556924
2011-06,9932.473206643974
2011-07,9555.531566793132
2011-08,8929.629864915218
2011-09,6842.059047064127
2011-10,8002.920933436602
2011-11,7492.494597860174
2011-12,7154.557980769671
2012-01,7807.540002287809
2012-02,8505.974496031886
2012-03,8920.28420980135
2012-04,8802.434258914716
2012-05,7812.052512496324
2012-06,8043.6255849488825
2012-07,8182.001852543515
2012-08,8085.7446743047985
2012-09,8546.951655920595
2012-10,8950.502074560727
2012-11,8397.079022254167
2012-12,8781.408066360931
2013-01,9375.122549266554
2013-02,9404.994784846274
2013-03,8988.394176565762
2013-04,8416.824867621206
2013-05,7740.366560097643
2013-06,6996.213187348199
2013-07,6390.072545765838
2013-08,6220.626441218661
2013-09,6517.366273124648
2013-10,6379.789203951688
2013-11,5829.428331038449
2013-12,5900.370018159963
2014-01,5311.773699842985
2014-02,5484.565832868784
2014-03,5707.122730615324
2014-04,5700.544262887549
2014-05,5820.375357095204
2014-06,5734.131237793806
2014-07,5744.353344370307
2014-08,5832.370602560025
2014-09,5656.402434702311
2014-10,5758.686144765048
2014-11,5638.192137631228
2014-12,5475.003977527801
2015-01,5360.308674711397
2015-02,5774.87310285158
2015-03,5454.819642037635
2015-04,5755.338297891876
2015-05,5545.271130842211
2015-06,5199.118102927419
2015-07,4833.84690927053
2015-08,4546.1978871884
2015-09,4433.754668381039
2015-10,4550.173119959662
2015-11,4264.041674151967
2015-12,4448.7862654754845
2016-01,4363.797327414282
2016-02,4698.642714579847
2016-03,5316.564846475004
2016-04,5615.423450876903
2016-05,5381.403683006975
2016-06,5512.971405851053
2016-07,5843.618150958917
2016-08,5892.465672228624
2016-09,5931.598633295042
2016-10,6287.485888027911
2016-11,5979.453046470396
2016-12,6001.097518060228
2017-01,6252.307654328311
2017-02,6496.164056725729
2017-03,6787.9236494594525
2017-04,6784.229702
2017-05,6769.032877
2017-06,6570.949724
2017-07,7166.985037
2017-08,7597.47019
2017-09,7828.314369
2017-10,8202.485313
2017-11,7323.035013
2017-12,8419.089894
2018-01,8884.938614
2018-02,8509.485873
2018-03,8146.574038
2018-04,8265.383968510007
2018-05,7654.485665512174
2018-06,7059.539381004318
2018-07,7160.112706543881
2018-08,6612.640472763628
2018-09,6864.925532947795
2018-10,6152.248568627077
2018-11,6389.6229938661845
2018-12,6167.514481883049
2019-01,6942.59194199691
2019-02,6977.506396196738
2019-03,6680.083306651861
2019-04,6663.902266916623
2019-05,6149.010367157851
2019-06,6801.615948225449
2019-07,6598.311129373324
2019-08,5337.6454981517045
2019-09,5583.244804364792
2019-10,5214.746797704574
2019-11,4794.942961689008
2019-12,5552.387525741041
2020-01,4980.843761596849
2020-02,4354.899532128589
2020-03,3078.1942128371797
2020-04,3423.3844916192556
2020-05,3493.747267810515
2020-06,3757.4143485021323
2020-07,4090.188309729965
2020-08,4048.2899711467207
2020-09,3539.449219921737
2020-10,3418.0248006726342
2020-11,4135.33534169116
2020-12,4540.797339130265
2021-01,4303.844088063907
2021-02,4513.693525220864
2021-03,4574.435314789183
2021-04,4416.501029973813
2021-05,4512.033745197373
2021-06,4442.785662810912
2021-07,4215.755236765416
2021-08,4444.276361250903
2021-09,4092.4478631323213
2021-10,4084.521229689973
2021-11,3929.0066100455792
2021-12,4008.4351741247115
2022-01,4523.222375255187
2022-02,4140.6304405758265
2022-03,4548.861802324059
2022-04,4080.092026261676
2022-05,4444.890163109481
2022-06,3645.5836130462976
2022-07,3794.854089553704
2022-08,3932.3136722965196
2022-09,3413.264387608497
2022-10,3541.562781414543
2022-11,3791.374605182195
2022-12,4278.0422840357705
2023-01,4515.042601297105
2023-02,4324.699337138676
2023-03,4691.629145040117
2023-04,4709.812880033038
2023-05,4890.596114287432
2023-06,5281.6105779009295
2023-07,5545.312699064073
