Date,ACFM ASIA SMALL CAP
2010-11,1000.0
2010-12,1071.0500626905523
2011-01,1064.7770505278374
2011-02,1050.636545336801
2011-03,1046.6066581511673
2011-04,1071.0002188936423
2011-05,1049.5806235365308
2011-06,1052.9040197776226
2011-07,1089.2542535084112
2011-08,1002.2576630311266
2011-09,917.0893889808701
2011-10,943.0397659937036
2011-11,888.5738900599836
2011-12,889.6199570978496
2012-01,950.4678801165675
2012-02,1000.4719250931716
2012-03,993.5156342846535
2012-04,978.2931802028892
2012-05,899.9622310485408
2012-06,926.5258995717801
2012-07,919.6047528965744
2012-08,928.1944600239644
2012-09,973.3661276451677
2012-10,957.6423233685077
2012-11,975.0241116129812
2012-12,1007.5264977109474
2013-01,1044.1282887250072
2013-02,1069.1993060778968
2013-03,1112.5241586102493
2013-04,1161.534938755857
2013-05,1125.9629024412113
2013-06,1072.3494512885757
2013-07,1085.4667144617363
2013-08,1064.861194107613
2013-09,1157.2182440124718
2013-10,1170.7376693019442
2013-11,1162.298324033108
2013-12,1168.3327749246926
2014-01,1157.1342255672935
2014-02,1166.5773360875914
2014-03,1175.861863887367
2014-04,1167.389055655776
2014-05,1203.6471420733742
2014-06,1255.723381015269
2014-07,1268.7649392833632
2014-08,1275.500654370002
2014-09,1232.7969555340267
2014-10,1205.4508319466934
2014-11,1189.8723068093793
2014-12,1184.8849990285983
2015-01,1217.563901025249
2015-02,1250.3142695369204
2015-03,1270.7939050047742
2015-04,1344.5976523298614
2015-05,1361.9838943085097
2015-06,1334.3512278633693
2015-07,1274.967293108725
2015-08,1189.839716797218
2015-09,1171.5681278661707
2015-10,1246.3702833676396
2015-11,1243.137439911223
2015-12,1251.747518427742
2016-01,1159.0546407097056
2016-02,1147.3820508403353
2016-03,1233.0362651235132
2016-04,1264.9351170393797
2016-05,1251.4952715504385
2016-06,1256.414881627662
2016-07,1312.454973675314
2016-08,1303.6853460533873
2016-09,1347.5552693550271
2016-10,1339.628989455648
2016-11,1286.3162118333607
2016-12,1290.5560910126746
2017-01,1342.527261924222
2017-02,1397.371642331098
2017-03,1416.4275363485967
2017-04,1435.897397
2017-05,1471.550132
2017-06,1484.083508
2017-07,1524.164963
2017-08,1548.34882
2017-09,1565.403298
2017-10,1628.39707
2017-11,1677.793924
2017-12,1710.964895
2018-01,1794.071388
2018-02,1742.684673
2018-03,1725.974796067784
2018-04,1728.7181385185493
2018-05,1724.5809224242628
2018-06,1643.0849592929035
2018-07,1637.8580766864807
2018-08,1626.728371642306
2018-09,1611.108092259649
2018-10,1441.380940278017
2018-11,1500.5900840965974
2018-12,1417.7259355374285
2019-01,1485.7256606061876
2019-02,1509.7656337397998
2019-03,1528.0193636164565
2019-04,1533.3183052431195
2019-05,1459.858721944687
2019-06,1500.8385884208171
2019-07,1492.0635035012465
2019-08,1454.6597244274194
2019-09,1498.259818037125
2019-10,1568.217102
2019-11,1570.8815689040828
2019-12,1616.0784087858988
2020-01,1554.5402881246084
2020-02,1420.9152078702366
2020-03,1250.6184586464717
2020-04,1369.3811181657509
2020-05,1439.0757412525702
2020-06,1483.5143810687814
2020-07,1520.6589765022911
2020-08,1623.9104119451154
2020-09,1651.4970652919878
2020-10,1630.5232433810122
2020-11,1778.4945361366151
2020-12,1874.8345137508327
2021-01,1876.2353119278644
2021-02,1950.1236504671197
2021-03,1998.6995881023925
2021-04,2046.7670597360354
2021-05,2053.495567910547
2021-06,2090.8072108055217
2021-07,2072.65604977073
2021-08,2112.4414525330017
2021-09,2108.9165201962173
2021-10,2087.5217893279546
2021-11,2006.7740506992668
2021-12,2062.650182268739
2022-01,1942.0426992848957
2022-02,1938.2839950871214
2022-03,1921.433173714474
2022-04,1807.3697375751465
2022-05,1793.027486440744
2022-06,1667.2613002549115
2022-07,1724.893435804682
2022-08,1727.7462323007717
2022-09,1566.3522080842567
2022-10,1540.7233156408672
2022-11,1705.1220991481343
2022-12,1724.0994012319063
2023-01,1815.5547804183145
2023-02,1762.1540227659568
2023-03,1800.19086203507
2023-04,1807.3883142188063
2023-05,1797.1462613224137
2023-06,1852.6514179035628
2023-07,1950.5874357199184
