Date,WORLD ex ISRAEL SMALL CAP
2010-05,1031.8718560427262
2010-06,984.109099181496
2010-07,1060.7715349742246
2010-08,1012.0015283281379
2010-09,1128.8212725314447
2010-10,1173.473493436761
2010-11,1179.9891929071696
2010-12,1291.0807454367941
2011-01,1303.2337502839557
2011-02,1356.426307710966
2011-03,1372.851666229549
2011-04,1425.3766565114238
2011-05,1397.1688630685405
2011-06,1367.4976186832607
2011-07,1335.7999550360923
2011-08,1226.4288441100011
2011-09,1089.1347360345417
2011-10,1218.1106720180298
2011-11,1189.4480595989342
2011-12,1180.1841632852977
2012-01,1269.4913934796593
2012-02,1327.879024723234
2012-03,1341.0815967209778
2012-04,1331.6947177682612
2012-05,1213.678446073562
2012-06,1258.5391022373806
2012-07,1256.7923332590312
2012-08,1298.461811694205
2012-09,1344.1270412184374
2012-10,1336.1209924187444
2012-11,1349.4967417352389
2012-12,1393.2096838425214
2013-01,1474.9186679945283
2013-02,1487.1695061574094
2013-03,1539.123697209697
2013-04,1558.4692681284369
2013-05,1575.2649372976018
2013-06,1542.0684225326322
2013-07,1641.4358248022932
2013-08,1610.3843240057042
2013-09,1722.2796790262362
2013-10,1775.7068160116683
2013-11,1808.3955379463846
2013-12,1851.7971705437324
2014-01,1817.907008820457
2014-02,1914.0136928146487
2014-03,1906.3186031671703
2014-04,1875.0149582675083
2014-05,1897.102860863137
2014-06,1972.5528572896537
2014-07,1893.127712383738
2014-08,1952.3286115325525
2014-09,1843.2906855875426
2014-10,1875.5127377232834
2014-11,1884.554376184582
2014-12,1896.134434972709
2015-01,1862.1268656100826
2015-02,1977.441056409074
2015-03,1982.21775927164
2015-04,2001.026919223431
2015-05,2031.2425340567702
2015-06,2013.50853286425
2015-07,2004.6403025349148
2015-08,1899.028106457003
2015-09,1818.8475575281038
2015-10,1923.5788658078964
2015-11,1945.7866663007935
2015-12,1897.631674721645
2016-01,1750.440779477787
2016-02,1763.0370772161532
2016-03,1912.7913825299215
2016-04,1958.3595536938226
2016-05,1983.1431494744934
2016-06,1946.6614959815124
2016-07,2054.0638577484797
2016-08,2057.3925766560856
2016-09,2089.418122237345
2016-10,2012.6357369839725
2016-11,2097.571350821978
2016-12,2148.789819716912
2017-01,2198.165712235319
2017-02,2244.9430734617704
2017-03,2262.6542530124975
2017-04,2308.722283
2017-05,2324.348376
2017-06,2362.137227
2017-07,2416.618125
2017-08,2415.688804
2017-09,2512.201583
2017-10,2548.758996
2017-11,2605.092678
2017-12,2645.726251
2018-01,2739.616834
2018-02,2630.385735
2018-03,2633.789744
2018-04,2659.471307771083
2018-05,2731.690663417114
2018-06,2724.4744990617264
2018-07,2757.9805048974526
2018-08,2817.6290350163104
2018-09,2778.0764691416257
2018-10,2502.7739667986084
2018-11,2519.1761686121877
2018-12,2286.5039498534447
2019-01,2522.59963492549
2019-02,2617.633957551435
2019-03,2602.9849897686017
2019-04,2684.564715855547
2019-05,2509.4223593767356
2019-06,2656.993454243237
2019-07,2672.122430266386
2019-08,2581.3620731314472
2019-09,2635.287401990532
2019-10,2709.070824409368
2019-11,2797.2363970409206
2019-12,2895.8343843549173
2020-01,2815.2896885448718
2020-02,2556.4616014012904
2020-03,2027.0089139824786
2020-04,2300.0966103883507
2020-05,2465.2083128094914
2020-06,2531.5819682419583
2020-07,2630.440582211702
2020-08,2780.7792355188585
2020-09,2722.524751
2020-10,2721.8129782434858
2020-11,3141.607526507779
2020-12,3374.5216556407895
2021-01,3445.3524462692026
2021-02,3619.328540533624
2021-03,3697.8552858883436
2021-04,3841.45327685187
2021-05,3874.7567612699077
2021-06,3883.2789913870834
2021-07,3857.3507868244433
2021-08,3952.147321065164
2021-09,3828.9610772340493
2021-10,3966.531937107228
2021-11,3772.470573104861
2021-12,3912.9167355410464
2022-01,3615.2815565728083
2022-02,3624.302136989632
2022-03,3659.6932849342084
2022-04,3374.1950584039423
2022-05,3372.7411730209933
2022-06,3037.363623125976
2022-07,3314.7335800335704
2022-08,3204.2003752768996
2022-09,2879.160278676685
2022-10,3113.200171669275
2022-11,3308.1420114904645
2022-12,3197.7871308908743
2023-01,3496.4591703626347
2023-02,3429.5350135565723
2023-03,3343.1586920107998
2023-04,3341.4057904915458
2023-05,3249.792145456393
2023-06,3456.3372049397467
2023-07,3625.68533590035
