Date,WORLD ex AUSTRALIA SMALL CAP
2010-03,204.87309269423903
2010-04,212.99773317261685
2010-05,193.23849635184152
2010-06,184.1822051986383
2010-07,198.24355732209625
2010-08,188.82326222480097
2010-09,210.1936935053808
2010-10,218.48056574300034
2010-11,219.89160398656125
2010-12,240.24113613409554
2011-01,242.96794435254876
2011-02,252.8322548369452
2011-03,255.73770800898637
2011-04,265.539639863127
2011-05,260.3531266479162
2011-06,254.9735637473772
2011-07,248.68369480068944
2011-08,227.9827477978379
2011-09,203.1096171621677
2011-10,226.61811576079617
2011-11,221.62737527795832
2011-12,220.13603225257535
2012-01,236.49046877798918
2012-02,247.05648146553307
2012-03,250.03826681463
2012-04,248.2452072180709
2012-05,226.84532290455638
2012-06,235.3610098813468
2012-07,234.81943138420715
2012-08,242.83664953212826
2012-09,251.37973245455657
2012-10,249.6939162487356
2012-11,252.40467758555218
2012-12,260.6024131631887
2013-01,275.89086499373553
2013-02,278.18950495909434
2013-03,288.3059712804117
2013-04,292.36853845788386
2013-05,296.78240185302974
2013-06,291.2386449462056
2013-07,310.0562507477717
2013-08,303.83161631763596
2013-09,324.9077291599389
2013-10,334.90893134962727
2013-11,341.92902501689736
2013-12,350.30551642117587
2014-01,344.18108720233647
2014-02,362.1619164237464
2014-03,360.410069815551
2014-04,354.3340386025977
2014-05,358.57082500188346
2014-06,373.13024924638654
2014-07,357.43367491931883
2014-08,368.68188468801355
2014-09,348.809802364444
2014-10,354.829724034453
2014-11,357.0903106377174
2014-12,359.4729336610316
2015-01,353.2125735998912
2015-02,374.91796817927053
2015-03,376.14919577683537
2015-04,379.5827590981994
2015-05,385.4309247754548
2015-06,382.7566413550682
2015-07,381.2938909594677
2015-08,361.338884551434
2015-09,346.0311212324803
2015-10,365.7250126188775
2015-11,370.0033194998003
2015-12,360.44299957224007
2016-01,332.46709637757414
2016-02,334.73645493748086
2016-03,362.7305636902333
2016-04,371.4091665344184
2016-05,376.32442901517766
2016-06,369.07447748506974
2016-07,388.9978908681583
2016-08,389.93831979165816
2016-09,395.86702449897547
2016-10,381.5181454763545
2016-11,398.2676548878144
2016-12,408.0071195647336
2017-01,417.4779479149249
2017-02,426.37375062868523
2017-03,429.61689057372723
2017-04,438.809136
2017-05,442.063875
2017-06,448.849895
2017-07,458.998855
2017-08,458.584824
2017-09,477.500648
2017-10,484.292456
2017-11,495.011767
2017-12,502.091827
2018-01,520.007441
2018-02,499.262354
2018-03,500.341187
2018-04,505.0266452260122
2018-05,518.8778425354698
2018-06,517.5145335841173
2018-07,524.0830376272944
2018-08,536.1400846072202
2018-09,528.5388643116544
2018-10,476.2661943669731
2018-11,479.3340587129865
2018-12,434.84475315719754
2019-01,479.77129374164565
2019-02,497.91036772039644
2019-03,495.04898135536143
2019-04,510.8034710844861
2019-05,477.1435167884444
2019-06,505.46255855405695
2019-07,508.0523298028121
2019-08,491.1444889647014
2019-09,501.62540508134555
2019-10,515.8964937451117
2019-11,533.2770762388492
2019-12,552.0126464940437
2020-01,536.4085642223258
2020-02,487.7981762092443
2020-03,387.6904852013893
2020-04,438.6823335128481
2020-05,469.0612353181393
2020-06,481.0687964519554
2020-07,499.6772307207244
2020-08,527.5217376759072
2020-09,517.046491
2020-10,517.1593153585385
2020-11,597.1209317609374
2020-12,641.2794936946982
2021-01,655.4071318708142
2021-02,688.9451396172915
2021-03,704.2715506412486
2021-04,731.2730112017492
2021-05,737.9207532910111
2021-06,739.6412997857832
2021-07,734.6610099097644
2021-08,752.5549381947737
2021-09,729.315341111598
2021-10,755.4026116525833
2021-11,719.1100330362177
2021-12,745.2490271616931
2022-01,690.079898459966
2022-02,690.919923511309
2022-03,695.5688668751244
2022-04,641.1913289325519
2022-05,641.397366769513
2022-06,579.3590138463413
2022-07,631.8300657700759
2022-08,610.3507194175652
2022-09,548.9862642649731
2022-10,593.6733136852096
2022-11,629.6559190137821
2022-12,608.2351406766759
2023-01,664.5328719041574
2023-02,652.743539841315
2023-03,636.4651405790493
2023-04,635.6390038929674
2023-05,618.6367780304734
2023-06,658.5367743538684
2023-07,690.9799205396273
