Date,AC PACIFIC ex JAPAN SMALL CAP
2003-12,403.27033854958074
2004-01,421.2443056227682
2004-02,440.1962146451874
2004-03,435.22088127537063
2004-04,410.51297207929883
2004-05,399.33954658973255
2004-06,393.2040098043809
2004-07,391.10182276178773
2004-08,405.37082872567737
2004-09,427.09645908857027
2004-10,444.50094879151175
2004-11,479.99820309002587
2004-12,499.06335883804843
2005-01,503.65291202626753
2005-02,530.71237855459
2005-03,511.7526564254305
2005-04,496.63461874248844
2005-05,501.11080441453583
2005-06,526.7850341870625
2005-07,547.8960647971538
2005-08,542.3688762364485
2005-09,569.129770804388
2005-10,536.7731575667885
2005-11,574.5872821239242
2005-12,599.9371152524496
2006-01,629.7924271767005
2006-02,631.6426192592702
2006-03,650.9236023545245
2006-04,698.9501759249805
2006-05,666.2680036698346
2006-06,647.6792608808842
2006-07,652.5421625603431
2006-08,669.4670110994587
2006-09,688.5787157421277
2006-10,721.8702495975381
2006-11,781.964148473331
2006-12,810.53697616446
2007-01,807.5515677981106
2007-02,835.3308052989022
2007-03,876.5243478954845
2007-04,930.2380994298584
2007-05,1000.0
2007-06,1045.6955784135291
2007-07,1123.4584436851587
2007-08,1050.288344477792
2007-09,1140.474536593164
2007-10,1213.3481866421503
2007-11,1087.6405692692238
2007-12,1074.4893182056069
2008-01,937.1607011731355
2008-02,1019.448602435152
2008-03,964.6067708476158
2008-04,1016.4469122445712
2008-05,1010.938997838952
2008-06,895.6555103667449
2008-07,858.8352620210054
2008-08,786.3877723936446
2008-09,629.4443768576143
2008-10,431.274553248319
2008-11,398.9876508217665
2008-12,456.93352737650025
2009-01,421.7252432719215
2009-02,407.679194159122
2009-03,476.2226427130752
2009-04,574.4299525213406
2009-05,702.4153336813032
2009-06,696.5423979192072
2009-07,790.8736702998262
2009-08,790.7715864109464
2009-09,858.5883494787688
2009-10,872.0668360643374
2009-11,903.2538416189419
2009-12,957.9893532972782
2010-01,900.2983555452058
2010-02,908.5392198064907
2010-03,989.0198949665988
2010-04,1009.9028129085028
2010-05,883.4264547632558
2010-06,888.6868794298924
2010-07,959.9191731755493
2010-08,958.6569390089998
2010-09,1088.6077180170314
2010-10,1130.1048361951093
2010-11,1116.4864999096283
2010-12,1199.8499961732512
2011-01,1185.6522842967129
2011-02,1153.136776022905
2011-03,1196.5873020107936
2011-04,1244.8915951272302
2011-05,1217.304280491895
2011-06,1181.8943656983224
2011-07,1213.9638169431942
2011-08,1097.475217738996
2011-09,907.3628134846394
2011-10,1024.9717060774533
2011-11,949.3102082860802
2011-12,938.7330314553783
2012-01,1026.4730693463391
2012-02,1112.8500067007365
2012-03,1072.2485623469224
2012-04,1061.3460345956667
2012-05,960.998678373487
2012-06,975.8629175870271
2012-07,985.417353937035
2012-08,1006.8290038331544
2012-09,1062.6033351065848
2012-10,1061.7526050903632
2012-11,1081.8776723527403
2012-12,1119.2956810068895
2013-01,1165.3103490597073
2013-02,1194.0526676829256
2013-03,1201.9328651099781
2013-04,1216.9080382252419
2013-05,1197.9367849550672
2013-06,1091.6932402107946
2013-07,1119.5913908026396
2013-08,1107.3563327878637
2013-09,1177.9593408974276
2013-10,1208.433772164005
2013-11,1178.8682283349992
2013-12,1177.7512256362404
2014-01,1151.4197222554476
2014-02,1204.5048345389112
2014-03,1219.4293904825809
2014-04,1220.2656280970327
2014-05,1239.8298635834449
2014-06,1254.2373385531923
2014-07,1278.4695148873382
2014-08,1300.1372311253863
2014-09,1227.3081745769366
2014-10,1209.6066563790773
2014-11,1178.505915090675
2014-12,1157.086620010415
2015-01,1162.254676894637
2015-02,1199.4369101391271
2015-03,1209.8461607588831
2015-04,1327.2504256255359
2015-05,1337.0277855702516
2015-06,1257.462980105625
2015-07,1150.4577622335664
2015-08,1039.0682783453685
2015-09,1037.3130301572355
2015-10,1111.9607093787627
2015-11,1095.2368436808129
2015-12,1106.5664028792037
2016-01,1017.3670245455529
2016-02,1025.6537147258118
2016-03,1119.987495706041
2016-04,1128.5283747943863
2016-05,1101.8127643233693
2016-06,1114.019719225534
2016-07,1166.5372471799888
2016-08,1181.1376501990487
2016-09,1198.862384553398
2016-10,1150.436648567283
2016-11,1125.383304048246
2016-12,1117.3419912749293
2017-01,1157.5598925021252
2017-02,1205.2905953449622
2017-03,1230.064559378823
2017-04,1228.648956
2017-05,1245.953174
2017-06,1264.550111
2017-07,1298.26123
2017-08,1319.116322
2017-09,1328.391388
2017-10,1379.050689
2017-11,1411.20698
2017-12,1448.537976
2018-01,1537.684623
2018-02,1474.697394
2018-03,1459.18049
2018-04,1455.8325194067368
2018-05,1474.6518906106116
2018-06,1397.2925569816236
2018-07,1394.0262948739678
2018-08,1379.8670275655124
2018-09,1368.7771482798898
2018-10,1197.4403529517651
2018-11,1255.3407987261603
2018-12,1210.7557489896485
2019-01,1296.5049685691824
2019-02,1336.2531262912232
2019-03,1339.4972516648875
2019-04,1350.6211706173551
2019-05,1269.071600741171
2019-06,1327.2168448541934
2019-07,1324.1618743073186
2019-08,1265.5331557811296
2019-09,1286.0314085477428
2019-10,1322.2806634982976
2019-11,1311.5467266528503
2019-12,1374.5694060997648
2020-01,1308.7576395441004
2020-02,1223.4579591511383
2020-03,993.9648914724183
2020-04,1157.7514069348567
2020-05,1218.805756287138
2020-06,1304.0051885590665
2020-07,1405.8448699448115
2020-08,1493.890201977785
2020-09,1451.3585656162556
2020-10,1454.5984945905652
2020-11,1639.0365587766546
2020-12,1750.644372210069
2021-01,1754.1222170165802
2021-02,1840.930776554405
2021-03,1853.5325624494114
2021-04,1977.1670702619062
2021-05,1972.4827518623783
2021-06,2005.846235225948
2021-07,1961.8085082590758
2021-08,1989.9935910657819
2021-09,1929.8658746775843
2021-10,1984.6431178448447
2021-11,1918.0182018357868
2021-12,1997.8952286155877
2022-01,1822.1494866516227
2022-02,1849.5047438762024
2022-03,1902.460762305705
2022-04,1785.3395102998452
2022-05,1763.2877749063966
2022-06,1564.6100908371645
2022-07,1614.7357152479183
2022-08,1630.6812447077452
2022-09,1400.6255853145735
2022-10,1390.2342862275327
2022-11,1585.1151764834312
2022-12,1583.772700948579
2023-01,1730.0287919651425
2023-02,1654.5397769728613
2023-03,1662.617676737744
2023-04,1649.8642208536385
2023-05,1622.6718750484683
2023-06,1665.6220023149876
2023-07,1762.183213628257
