Date,EFM (EMERGING + FRONTIER MKTS) SMALL CAP
2010-11,1000.0
2010-12,1055.822192963464
2011-01,1022.8920987093519
2011-02,978.7105394747992
2011-03,1021.7738592667156
2011-04,1066.649745544332
2011-05,1033.2303720623995
2011-06,1011.8651801820607
2011-07,1030.2101102305908
2011-08,919.0113380307833
2011-09,777.6072192416158
2011-10,848.2492490199564
2011-11,780.5410812836566
2011-12,769.6555214652001
2012-01,846.0081115637316
2012-02,921.1598278167775
2012-03,893.4429864260519
2012-04,879.0296143229588
2012-05,801.9243267690438
2012-06,823.1061188086654
2012-07,821.6863439382906
2012-08,840.7829411792999
2012-09,892.5348769931139
2012-10,880.0313374522068
2012-11,893.8926640459541
2012-12,936.4709682895589
2013-01,964.4910369930033
2013-02,974.2977122856807
2013-03,977.5837900815806
2013-04,996.9138660397404
2013-05,996.9306772659743
2013-06,913.9432717238492
2013-07,920.8726067913506
2013-08,890.5645755240268
2013-09,945.8915383585179
2013-10,980.3811988915387
2013-11,966.9662590909787
2013-12,964.3984518791412
2014-01,942.8223111936468
2014-02,980.7725866284919
2014-03,1000.4142971434208
2014-04,1007.3708421826822
2014-05,1036.4367267224293
2014-06,1055.2656544858537
2014-07,1063.9916280584464
2014-08,1089.0107914255539
2014-09,1045.642811660413
2014-10,1026.519703148586
2014-11,1009.6771867940319
2014-12,980.4850890774328
2015-01,993.0755480953153
2015-02,1014.7168502029837
2015-03,1012.3637237212075
2015-04,1100.498097012026
2015-05,1105.626344738508
2015-06,1057.3370822807797
2015-07,979.9779085439164
2015-08,888.4200893592355
2015-09,887.7257943719662
2015-10,938.3959432268831
2015-11,914.1827337768502
2015-12,915.1844985569829
2016-01,845.1005427236466
2016-02,842.3852186493731
2016-03,923.5793918454309
2016-04,937.7725097887353
2016-05,907.6555460209796
2016-06,929.9006932005598
2016-07,969.0742983929347
2016-08,986.2622533158085
2016-09,1000.3990628170885
2016-10,986.3418186069929
2016-11,943.39355155571
2016-12,944.0541224084791
2017-01,990.1654959214736
2017-02,1039.7936354109213
2017-03,1066.818288634854
2017-04,1078.161242
2017-05,1086.399197
2017-06,1095.85492
2017-07,1135.264289
2017-08,1157.161006
2017-09,1157.851953
2017-10,1196.816455
2017-11,1218.074895
2017-12,1262.542827
2018-01,1334.711873
2018-02,1280.49653
2018-03,1264.557505
2018-04,1262.5600065927983
2018-05,1234.4123516665695
2018-06,1156.8356295669062
2018-07,1171.1257516248722
2018-08,1147.9593465546616
2018-09,1109.9558237274528
2018-10,996.0959489371377
2018-11,1047.9976111606989
2018-12,1032.445514
2019-01,1086.857889259185
2019-02,1099.8667558153481
2019-03,1108.669647842361
2019-04,1110.577352458316
2019-05,1058.6043863724879
2019-06,1099.5443330886449
2019-07,1084.8368284618762
2019-08,1032.306671435017
2019-09,1051.5576501536757
2019-10,1090.353285
2019-11,1084.9152490561296
2019-12,1149.532116670598
2020-01,1105.69359944637
2020-02,1028.7634498869697
2020-03,792.4299484640809
2020-04,900.7549959128188
2020-05,922.5131647146853
2020-06,1003.2061448843273
2020-07,1093.6865047502229
2020-08,1139.6764614924618
2020-09,1122.5193017225988
2020-10,1116.6050249550296
2020-11,1270.762873729836
2020-12,1369.680966363816
2021-01,1371.8519381997382
2021-02,1451.904868416013
2021-03,1474.4659299684222
2021-04,1563.109602157233
2021-05,1604.2645390191797
2021-06,1642.9726037916166
2021-07,1622.7692604282292
2021-08,1644.8537641281741
2021-09,1614.5625802585757
2021-10,1621.1000098583443
2021-11,1576.3358322313907
2021-12,1642.7014864310831
2022-01,1571.5286916242435
2022-02,1534.809579537369
2022-03,1575.2207114044804
2022-04,1497.0673603916032
2022-05,1470.65409097725
2022-06,1318.850674591528
2022-07,1355.6466611609249
2022-08,1390.1956218059377
2022-09,1251.8989625244308
2022-10,1249.0284296781558
2022-11,1363.8202882184619
2022-12,1351.4918205258032
2023-01,1430.5377964655604
2023-02,1390.2407722445491
2023-03,1404.2589994939217
2023-04,1415.1845251636826
2023-05,1431.1747975912888
2023-06,1495.871131818322
2023-07,1595.4755204854819
