Date,EM EUROPE & MIDDLE EAST SMALL CAP
2007-05,1000.0
2007-06,1020.3852561527339
2007-07,1010.7026866312938
2007-08,962.3780039051043
2007-09,1029.1861996650614
2007-10,1079.5873189788538
2007-11,1016.679386934473
2007-12,1037.5348053046664
2008-01,914.9930221908916
2008-02,929.3351041846863
2008-03,886.2771405394186
2008-04,901.7262046779034
2008-05,919.5411159977461
2008-06,834.5639200985408
2008-07,818.4194603846669
2008-08,761.9435020387357
2008-09,625.247764001617
2008-10,402.81529711404175
2008-11,357.8900903295694
2008-12,344.7849323757664
2009-01,322.6355317144316
2009-02,298.352154865554
2009-03,339.1725613578878
2009-04,426.88241025270577
2009-05,501.66221976984525
2009-06,539.7853908883067
2009-07,623.5662291702413
2009-08,695.433544722091
2009-09,719.428874174895
2009-10,730.6976490473736
2009-11,729.2866316322004
2009-12,779.8555797227959
2010-01,829.2362008884435
2010-02,799.0967042159635
2010-03,902.2990406091583
2010-04,921.4193953139759
2010-05,779.9751361260192
2010-06,755.9684172501622
2010-07,852.842644626356
2010-08,860.2129592554293
2010-09,967.6892380206025
2010-10,1016.8873828042617
2010-11,957.9295339033566
2010-12,1035.1119228515197
2011-01,1039.440811177949
2011-02,1036.0693804714115
2011-03,1102.9311361498353
2011-04,1188.6890714377885
2011-05,1070.6319559010292
2011-06,1042.4043647425297
2011-07,985.2943967928557
2011-08,815.9159750712631
2011-09,703.8091499335884
2011-10,770.2921460054282
2011-11,689.7779833210262
2011-12,630.2630615067153
2012-01,732.1627836416443
2012-02,793.9866020093967
2012-03,794.5833436981393
2012-04,791.4931019468755
2012-05,659.6919889276214
2012-06,721.3023016051562
2012-07,733.5694848872258
2012-08,737.0342815793953
2012-09,770.8423314739421
2012-10,779.8188356388795
2012-11,801.3586259351043
2012-12,858.7472550571403
2013-01,895.4570838082348
2013-02,869.9984070142145
2013-03,866.8280288861681
2013-04,878.4508571993758
2013-05,872.3992942410465
2013-06,787.1760706080827
2013-07,804.9711647552696
2013-08,740.0395160890544
2013-09,815.0543236548623
2013-10,868.5202379760021
2013-11,878.1915477899473
2013-12,822.0018056075057
2014-01,762.4579580823672
2014-02,812.6906224585102
2014-03,806.8147194989134
2014-04,827.8289359378493
2014-05,840.8009978439414
2014-06,811.5252043286634
2014-07,809.4986657985784
2014-08,805.6023647307386
2014-09,761.387645759365
2014-10,737.2700294190357
2014-11,737.3548130849252
2014-12,658.2841340250303
2015-01,658.3557392938017
2015-02,692.1182884463826
2015-03,644.1968452609659
2015-04,706.8783183910176
2015-05,683.8315493359701
2015-06,670.2368710837494
2015-07,668.0372958759862
2015-08,609.08567271412
2015-09,608.9141808687659
2015-10,627.0212340340901
2015-11,584.7550872994096
2015-12,578.8222358018384
2016-01,533.9672654472554
2016-02,566.8110632642781
2016-03,636.6388868123457
2016-04,652.9001128032106
2016-05,625.3020162311467
2016-06,623.8340486051793
2016-07,643.0618144254673
2016-08,669.2093784066489
2016-09,682.7309839243421
2016-10,686.364553967716
2016-11,667.0445885879163
2016-12,702.6927140031519
2017-01,741.0430779914537
2017-02,743.9821081457007
2017-03,751.0760275416342
2017-04,777.2601
2017-05,794.345964
2017-06,816.576077
2017-07,864.450305
2017-08,873.060113
2017-09,852.79764
2017-10,840.27977
2017-11,803.97538
2017-12,855.938552
2018-01,911.102125
2018-02,874.883584
2018-03,858.652396
2018-04,824.0834981837512
2018-05,770.8258054005688
2018-06,739.8286993229542
2018-07,743.372576512978
2018-08,683.715021896334
2018-09,687.4964589379147
2018-10,655.206037877804
2018-11,675.6148488313833
2018-12,652.333239
2019-01,704.3682949610384
2019-02,716.2875759874921
2019-03,693.0798416573169
2019-04,708.7498504216322
2019-05,704.7647077676335
2019-06,751.3846433339552
2019-07,772.3778564735774
2019-08,733.9664133466747
2019-09,749.2779990477582
2019-10,742.3009292442756
2019-11,757.0287417739847
2019-12,800.252084474451
2020-01,816.2727515647427
2020-02,719.674608909196
2020-03,585.5576224681603
2020-04,663.3733112097104
2020-05,672.6627598048187
2020-06,725.2361655442634
2020-07,760.4564650827598
2020-08,785.1688059576069
2020-09,790.74613041279
2020-10,731.2315506532797
2020-11,865.486454971959
2020-12,941.3448871771529
2021-01,970.5729946112382
2021-02,996.8173113388973
2021-03,1001.9723343910523
2021-04,1067.269173292288
2021-05,1099.6569115978348
2021-06,1087.309131492983
2021-07,1098.531853149794
2021-08,1133.288628355384
2021-09,1094.42254397527
2021-10,1121.9176802489635
2021-11,1031.265363804558
2021-12,1056.7089496647773
2022-01,1082.7089272854496
2022-02,1001.5191482743244
2022-03,997.2662695540221
2022-04,1012.3522236985519
2022-05,976.6573700824989
2022-06,905.4106932959826
2022-07,929.8853419308514
2022-08,963.5840933237632
2022-09,902.1726054637153
2022-10,950.4070086558597
2022-11,1002.7229302620962
2022-12,1018.5468361540613
2023-01,1032.701266043053
2023-02,1043.5855581763506
2023-03,1032.0307124315952
2023-04,1076.05994317077
2023-05,1101.6598653485594
2023-06,1140.0727234307635
2023-07,1232.5502545056142
