Date,EAFE + CANADA SMALL CAP
2000-12,100.0
2001-01,102.95500203624526
2001-02,100.69232389753152
2001-03,93.68571206676788
2001-04,101.8549335766778
2001-05,102.0595722455992
2001-06,99.19351993599658
2001-07,95.23441776203916
2001-08,96.11434923818052
2001-09,83.74127097429256
2001-10,87.892662820041
2001-11,91.38078925626957
2001-12,89.76956032694251
2002-01,88.08565130624682
2002-02,89.49712313234615
2002-03,95.46989053116428
2002-04,98.6748722269679
2002-05,103.33099006863077
2002-06,99.13144535137963
2002-07,91.08688047618323
2002-08,90.0392383973708
2002-09,83.15630877864535
2002-10,82.48510220274777
2002-11,84.80885033373174
2002-12,83.44000064996517
2003-01,82.54604969723925
2003-02,81.95882534792439
2003-03,81.28683858949839
2003-04,88.81493455040068
2003-05,96.72936950838815
2003-06,101.80955851988665
2003-07,104.89613617806805
2003-08,111.80905503568933
2003-09,118.24349646280854
2003-10,127.68777968171304
2003-11,127.80660899151579
2003-12,135.6468405977197
2004-01,141.48600252976786
2004-02,145.78436126691358
2004-03,151.53680724258587
2004-04,146.19057646454547
2004-05,144.69752251756418
2004-06,152.05528291187952
2004-07,145.36954639369588
2004-08,146.14795361915142
2004-09,150.1997701480663
2004-10,155.778475
2004-11,168.2607762857503
2004-12,176.15440905668703
2005-01,178.87213662527958
2005-02,186.49178881043795
2005-03,183.60656943038015
2005-04,178.54611989977698
2005-05,179.07969763696076
2005-06,183.89444749696278
2005-07,191.89528190586586
2005-08,197.81820563281406
2005-09,205.90288569979032
2005-10,198.41927866752818
2005-11,205.05624521198868
2005-12,221.0333265312691
2006-01,236.7946367142102
2006-02,233.83904427206136
2006-03,244.98352627428085
2006-04,256.503427856949
2006-05,242.4589672803071
2006-06,236.63378077939748
2006-07,230.87321814771462
2006-08,237.65786909059935
2006-09,237.10705309077218
2006-10,246.54281767149692
2006-11,257.16570910749937
2006-12,264.8446159240381
2007-01,270.26586224886137
2007-02,275.0422140936864
2007-03,284.35260385507115
2007-04,295.480529072577
2007-05,299.98360975417717
2007-06,299.43524849717505
2007-07,297.62542493429936
2007-08,281.9898646383
2007-09,288.4578936746533
2007-10,307.9753837651716
2007-11,282.69474247408635
2007-12,274.4965992760754
2008-01,247.9074021394428
2008-02,259.72990049093494
2008-03,257.02180246658145
2008-04,263.5048353707654
2008-05,269.0518308645215
2008-06,248.41549877630527
2008-07,235.92669326959862
2008-08,227.24372143835538
2008-09,187.35789904495488
2008-10,141.1317333841403
2008-11,134.31711854712614
2008-12,143.31956544792553
2009-01,135.01429694934413
2009-02,122.69674671892398
2009-03,130.67174737590165
2009-04,150.92480612246464
2009-05,173.40817851947213
2009-06,175.57780409163973
2009-07,189.71389197171877
2009-08,204.36034056369763
2009-09,215.89503659262718
2009-10,212.5744103570905
2009-11,214.2511650065972
2009-12,217.0077643675409
2010-01,214.1671748387302
2010-02,212.95340609416786
2010-03,228.89783447502828
2010-04,233.53498925863306
2010-05,205.59884063986658
2010-06,203.75653331802656
2010-07,221.2587617401458
2010-08,215.54682518566003
2010-09,240.0655045793901
2010-10,249.98658071052466
2010-11,243.45839459669688
2010-12,271.046927712224
2011-01,272.4919960731182
2011-02,280.2554187852077
2011-03,280.1400193920524
2011-04,294.14726682630135
2011-05,286.24853009642453
2011-06,280.18761616004525
2011-07,278.7012317891942
2011-08,256.72369484987166
2011-09,227.3341020733253
2011-10,245.8109323387297
2011-11,233.49751177786175
2011-12,229.0299961347371
2012-01,247.97185541590994
2012-02,262.04502796386697
2012-03,260.4628072284784
2012-04,259.22763034492766
2012-05,228.96208820455166
2012-06,236.99663280013925
2012-07,238.8689147845075
2012-08,245.76248010413133
2012-09,257.4946135787903
2012-10,258.7720727060744
2012-11,260.1449028975059
2012-12,270.0948132336374
2013-01,283.1248490131266
2013-02,284.1554396803318
2013-03,289.85869485275896
2013-04,298.4264628119042
2013-05,291.6320284157962
2013-06,280.24632433877343
2013-07,297.7993008261724
2013-08,297.31014566329105
2013-09,322.3573756739118
2013-10,331.90692858040165
2013-11,332.38235909857184
2013-12,340.29507868974804
2014-01,334.4600581660468
2014-02,353.47641837424453
2014-03,352.364570556455
2014-04,351.41574700709316
2014-05,356.1002983529834
2014-06,364.33548497335676
2014-07,354.9507043672034
2014-08,355.87171039270106
2014-09,334.4372961918952
2014-10,326.00543599951305
2014-11,325.7329836632062
2014-12,323.30365049411284
2015-01,320.4687166257067
2015-02,341.01453358599787
2015-03,336.61477598274536
2015-04,353.89035769610143
2015-05,356.28081439453507
2015-06,351.1665706414201
2015-07,350.6835135079177
2015-08,335.11228650713326
2015-09,323.19559062020085
2015-10,342.4002295267709
2015-11,341.7081016712531
2015-12,342.16168970758207
2016-01,316.1407761047046
2016-02,317.86338919892285
2016-03,344.5297684947717
2016-04,355.6090912645778
2016-05,356.351050413643
2016-06,340.7277909757552
2016-07,361.00809771353516
2016-08,358.02929986068284
2016-09,368.2540831500499
2016-10,357.35421991469906
2016-11,348.57181488245993
2016-12,358.30594243950395
2017-01,371.2381141423137
2017-02,378.4286836749742
2017-03,385.9388289665003
2017-04,399.816117
2017-05,413.30003
2017-06,414.795862
2017-07,429.467944
2017-08,433.127936
2017-09,445.187551
2017-10,451.514066
2017-11,457.940935
2017-12,471.307325
2018-01,493.332363
2018-02,474.214155
2018-03,469.341617
2018-04,476.8003862201383
2018-05,473.7776749712457
2018-06,465.792177817774
2018-07,468.50538215636976
2018-08,465.3388705111252
2018-09,462.1515356183364
2018-10,418.1434253917544
2018-11,414.08815440393323
2018-12,387.6462671380877
2019-01,420.5700250204959
2019-02,430.3109939190148
2019-03,430.4256340934377
2019-04,442.4505443355973
2019-05,419.621867321942
2019-06,438.8984673248344
2019-07,437.0026782509658
2019-08,426.94981673981096
2019-09,438.0607142567682
2019-10,456.10123262969216
2019-11,466.5161710115269
2019-12,488.21978473427293
2020-01,474.1447824540519
2020-02,427.9403280523965
2020-03,349.9977686967526
2020-04,391.130477638651
2020-05,418.7565677437931
2020-06,426.3809893473356
2020-07,442.8093859883164
2020-08,475.2005128966838
2020-09,469.885569
2020-10,454.78354671411006
2020-11,517.470606698438
2020-12,552.674630782335
2021-01,551.3287462198144
2021-02,567.3802896420112
2021-03,580.1347278176374
2021-04,604.4560699790644
2021-05,618.4297794904588
2021-06,608.8781113147609
2021-07,618.1760736310838
2021-08,634.8721822038887
2021-09,613.7077993556246
2021-10,626.1488195116727
2021-11,591.2012519559391
2021-12,616.4636148385788
2022-01,574.3302160965958
2022-02,569.2914978609475
2022-03,572.4864457196559
2022-04,533.1052090513773
2022-05,530.0346771970043
2022-06,470.8321801134122
2022-07,503.0496625582568
2022-08,481.3745326263754
2022-09,426.7199807846079
2022-10,445.8835229748031
2022-11,488.82916743812643
2022-12,491.90706381520135
2023-01,529.5919862662822
2023-02,516.7048525824943
