Date,AC FAR EAST ex JAPAN SMALL CAP
1994-05,782.5926757450064
1994-06,758.4753439134836
1994-07,780.9433337443252
1994-08,846.3508402830403
1994-09,878.2864800512685
1994-10,870.4786463627158
1994-11,792.4116495554237
1994-12,771.7993298221513
1995-01,683.435706345213
1995-02,728.2414965408612
1995-03,720.7838006307404
1995-04,695.5519192104726
1995-05,750.9427419202622
1995-06,764.3500190332437
1995-07,801.566475852042
1995-08,784.3727737226353
1995-09,776.8115780604946
1995-10,739.1970642311913
1995-11,725.9969915106718
1995-12,749.043992252705
1996-01,810.4333273267637
1996-02,817.6128917070556
1996-03,832.5359590814113
1996-04,889.6942759112054
1996-05,863.8783308485642
1996-06,863.730323176323
1996-07,820.272519452363
1996-08,849.0301674259985
1996-09,872.6129458303029
1996-10,873.6025202703987
1996-11,900.8005650268071
1996-12,886.898623548358
1997-01,928.7532802018367
1997-02,988.2887734567838
1997-03,957.7954294436558
1997-04,909.3737891019946
1997-05,911.6388236841699
1997-06,917.7702952776965
1997-07,897.9907054251179
1997-08,778.8639997553419
1997-09,736.7251196197852
1997-10,539.2008510548077
1997-11,471.7400485170281
1997-12,406.6292002624323
1998-01,343.07625443509477
1998-02,458.087436782162
1998-03,459.52153628277847
1998-04,407.00466118574604
1998-05,347.495876917835
1998-06,300.74559575520163
1998-07,291.8449231692975
1998-08,242.81097835365733
1998-09,258.6231223823781
1998-10,318.3487829317418
1998-11,370.2819016471841
1998-12,370.18767214840466
1999-01,360.68558623234424
1999-02,343.5386285172309
1999-03,372.9759823102985
1999-04,478.7075300535771
1999-05,487.2479339693368
1999-06,559.8879227246356
1999-07,529.987174204036
1999-08,508.0159045250456
1999-09,464.3023265529307
1999-10,473.88505097133213
1999-11,488.00488507939855
1999-12,501.67301664348133
2000-01,495.9902260259247
2000-02,480.13530219914327
2000-03,480.7391390799533
2000-04,436.2816430905567
2000-05,388.9958788413562
2000-06,386.32722196711336
2000-07,374.5263558898958
2000-08,370.5994169863885
2000-09,326.363224809411
2000-10,295.20390281534577
2000-11,283.3596026052287
2000-12,271.44771250318024
2001-01,306.8295045108586
2001-02,311.15630349132846
2001-03,289.38061989603625
2001-04,292.4707868542235
2001-05,302.97028870442614
2001-06,300.5025519744416
2001-07,282.2917530996696
2001-08,284.9198928751294
2001-09,250.197678592662
2001-10,258.14385214628635
2001-11,283.2549204501926
2001-12,303.2769803210098
2002-01,328.4235996552441
2002-02,331.774982123232
2002-03,362.93193258618095
2002-04,365.9619522967182
2002-05,358.64168127276105
2002-06,337.9897401486406
2002-07,329.5478447161948
2002-08,323.44806468701114
2002-09,280.7473227889727
2002-10,292.22340717169
2002-11,303.1462225910048
2002-12,289.55809338580553
2003-01,305.71266708650165
2003-02,293.44922333964695
2003-03,277.4205629371903
2003-04,282.3657184331286
2003-05,316.31032014939655
2003-06,335.0299548839918
2003-07,359.09797313243564
2003-08,379.34571054638747
2003-09,383.5231511130277
2003-10,408.2009083078462
2003-11,408.25984295502553
2003-12,427.7255381393632
2004-01,455.44145811791645
2004-02,476.34476806239155
2004-03,465.6294657898812
2004-04,439.42706261219945
2004-05,419.8751850706282
2004-06,408.8423876998661
2004-07,393.4227024737611
2004-08,408.13338494387676
2004-09,426.9028269396625
2004-10,431.686017502786
2004-11,468.1713653110949
2004-12,486.5516728098383
2005-01,491.2809161624534
2005-02,528.8420464386867
2005-03,507.14675060052866
2005-04,494.32314195410123
2005-05,503.6104431806465
2005-06,524.7516893841293
2005-07,546.9743724448206
2005-08,530.1095477426019
2005-09,552.4240928602725
2005-10,520.6755939921784
2005-11,567.1646762454919
2005-12,600.3558415652861
2006-01,630.9539243362223
2006-02,635.1219412033555
2006-03,658.4702186066867
2006-04,707.5479358393031
2006-05,671.9835767047978
2006-06,642.6234166917026
2006-07,641.9463336470021
2006-08,657.4872648668903
2006-09,683.9803267333059
2006-10,707.5130125110956
2006-11,776.240932073955
2006-12,801.3932253735675
2007-01,798.3745546343586
2007-02,831.8321697431668
2007-03,866.7392029608536
2007-04,914.6170555763408
2007-05,1000.0
2007-06,1056.3311421183957
2007-07,1173.173511893526
2007-08,1102.0269573456144
2007-09,1175.7583212626873
2007-10,1241.9582000154244
2007-11,1100.5580239327542
2007-12,1091.9906941150618
2008-01,942.4017539241771
2008-02,1026.5434303370223
2008-03,972.7087198317236
2008-04,1016.1238495366706
2008-05,1003.4592890283222
2008-06,890.914279909907
2008-07,852.7258618289944
2008-08,773.5251966231697
2008-09,617.6331008641387
2008-10,433.57585522644376
2008-11,411.2820432682847
2008-12,478.8796232544678
2009-01,454.7414151988434
2009-02,444.8429535866265
2009-03,513.2400099059607
2009-04,624.5810381494014
2009-05,775.0610886580494
2009-06,754.004235710732
2009-07,857.064945018751
2009-08,830.6747198170548
2009-09,898.5237068672021
2009-10,912.0054854347233
2009-11,946.3433283433262
2009-12,1013.2688821695485
2010-01,959.9477474118876
2010-02,968.7410256707637
2010-03,1055.2793752734435
2010-04,1078.690990329302
2010-05,964.6369443726267
2010-06,980.5555577180002
2010-07,1047.2742514841148
2010-08,1045.1495291852218
2010-09,1173.6557695524998
2010-10,1213.8416795541725
2010-11,1204.8535229871982
2010-12,1268.9753407162052
2011-01,1269.430577188698
2011-02,1204.4402172206896
2011-03,1252.4426322842555
2011-04,1304.96303510907
