Date,AC FAR EAST ex JAPAN SMALL CAP
2011-05,1280.0468171874297
2011-06,1246.7679884682743
2011-07,1283.8993755727486
2011-08,1143.1469067624596
2011-09,945.8757430999816
2011-10,1049.5833642305208
2011-11,968.8656757157329
2011-12,967.7541782457334
2012-01,1052.2704375541691
2012-02,1146.798317080804
2012-03,1104.745243906059
2012-04,1088.0224825035457
2012-05,1009.1387259570845
2012-06,1024.7527111343372
2012-07,1027.8158652987133
2012-08,1055.00105807029
2012-09,1116.14445597563
2012-10,1105.0187448751997
2012-11,1135.0980781108397
2012-12,1177.2010278612902
2013-01,1221.6797278128854
2013-02,1257.532601741575
2013-03,1269.6649173488502
2013-04,1300.342983426717
2013-05,1321.773972433521
2013-06,1208.5523668701737
2013-07,1227.5045701272063
2013-08,1204.3173046170011
2013-09,1275.3607299012529
2013-10,1304.1604119879728
2013-11,1290.6145465614215
2013-12,1287.2191787455502
2014-01,1267.395924026312
2014-02,1315.3847102746893
2014-03,1321.8726654827742
2014-04,1323.3028032169873
2014-05,1349.693346937523
2014-06,1367.837956969783
2014-07,1391.8056857741346
2014-08,1416.1593805461598
2014-09,1360.7891364513089
2014-10,1329.294831643121
2014-11,1304.6033794225668
2014-12,1279.4527782543657
2015-01,1301.6329485657293
2015-02,1325.6132193120172
2015-03,1349.9193196130425
2015-04,1505.3831555147028
2015-05,1523.1072904501962
2015-06,1440.1729958600163
2015-07,1295.0870298494222
2015-08,1163.4004181794169
2015-09,1168.5649907648556
2015-10,1246.4225154582114
2015-11,1221.565127947324
2015-12,1225.9999169663365
2016-01,1123.9603916937263
2016-02,1129.4384662075604
2016-03,1219.432046882366
2016-04,1224.7420328595513
2016-05,1192.1941392077572
2016-06,1203.0120988828062
2016-07,1241.3130078727322
2016-08,1268.6403500525207
2016-09,1285.614858039811
2016-10,1240.318063412172
2016-11,1212.9650549448345
2016-12,1196.4007319555762
2017-01,1241.969143882301
2017-02,1299.1003207399765
2017-03,1325.255827535354
2017-04,1327.802895
2017-05,1352.744468
2017-06,1359.630232
2017-07,1393.592364
2017-08,1416.703328
2017-09,1430.513579
2017-10,1490.068182
2017-11,1525.889007
2017-12,1551.829258
2018-01,1661.080224
2018-02,1587.048636
2018-03,1580.146127
2018-04,1568.9674315536774
2018-05,1586.8907379981088
2018-06,1480.054628521647
2018-07,1475.1003570585808
2018-08,1457.5486835130614
2018-09,1440.7755252156353
2018-10,1244.3718163187177
2018-11,1316.401615224153
2018-12,1284.2034499321933
2019-01,1364.5663092923162
2019-02,1405.4238634678384
2019-03,1406.6652832358793
2019-04,1412.839848127999
2019-05,1308.1013597541462
2019-06,1368.9602145733859
2019-07,1348.7844423072024
2019-08,1290.4507037255346
2019-09,1312.6288495604408
2019-10,1362.427274043013
2019-11,1346.2541776675332
2019-12,1417.6052257393078
2020-01,1325.9967304656668
2020-02,1273.767888552407
2020-03,1076.7417209332004
2020-04,1226.2701741054175
2020-05,1257.8243045974552
2020-06,1358.8921140687073
2020-07,1476.6904426456313
2020-08,1546.6175007195714
2020-09,1517.7749316078027
2020-10,1522.587657862217
2020-11,1706.9834131103237
2020-12,1814.7527847825331
2021-01,1829.3821420212855
2021-02,1945.3290543864537
2021-03,1962.2774700728664
2021-04,2099.2901629646976
2021-05,2087.653858792574
2021-06,2134.658361272657
2021-07,2073.653419790005
2021-08,2087.329500566779
2021-09,2019.2285465801249
2021-10,2059.0114585709466
2021-11,2012.02200634363
2021-12,2075.3479420617655
2022-01,1915.8116865245677
2022-02,1926.6322865067796
2022-03,1929.7137810061702
2022-04,1815.2485642800982
2022-05,1821.5755732026616
2022-06,1652.579985282831
2022-07,1653.586876268559
2022-08,1666.0374919570918
2022-09,1429.6406434002897
2022-10,1374.9019362458394
2022-11,1600.0092575494089
2022-12,1616.813106397149
2023-01,1763.419942601528
2023-02,1713.1845712485347
2023-03,1742.357565750821
2023-04,1713.1873404805528
2023-05,1696.6978607888934
2023-06,1737.789451551591
2023-07,1845.0287218043582
