Date,EUROPE ex UK SMALL CAP
2000-12,100.0
2001-01,105.50680674193691
2001-02,101.24670082822558
2001-03,91.82559618505694
2001-04,96.21726736178717
2001-05,94.87326859226688
2001-06,90.20863313742792
2001-07,89.49250273393989
2001-08,88.70551290367175
2001-09,75.39574455184218
2001-10,80.28748862508714
2001-11,86.37724256911451
2001-12,87.1879690669321
2002-01,87.26146940235951
2002-02,87.68308224153898
2002-03,93.41914116567145
2002-04,96.1159107992955
2002-05,97.90194574225434
2002-06,95.72712932574719
2002-07,85.58536845248899
2002-08,83.36832224761434
2002-09,72.84476135002525
2002-10,77.2334603301517
2002-11,81.46812294326489
2002-12,79.56124585432632
2003-01,78.51135525649994
2003-02,75.0603307903822
2003-03,75.02122936241007
2003-04,86.2395140277223
2003-05,94.87941253439308
2003-06,96.33433882006561
2003-07,99.80366093895636
2003-08,102.68342776981146
2003-09,108.51785195001797
2003-10,117.59285222604112
2003-11,123.86123028865393
2003-12,130.36089447006717
2004-01,136.92793444644195
2004-02,141.55081154691834
2004-03,136.8565256862017
2004-04,134.87266364807948
2004-05,135.5298413833729
2004-06,140.43734170296648
2004-07,134.82643125623974
2004-08,135.2686118372078
2004-09,142.8161321832642
2004-10,148.88624378670028
2004-11,165.44918608301444
2004-12,173.7886018314455
2005-01,175.74186599119108
2005-02,188.0581533962926
2005-03,183.46952141632826
2005-04,178.37105026806583
2005-05,181.23572222460248
2005-06,187.1388060191606
2005-07,200.0038898555075
2005-08,205.69939245948652
2005-09,212.74296348217132
2005-10,198.07932406426872
2005-11,200.627198699491
2005-12,212.28229867899086
2006-01,235.9730136507893
2006-02,242.64249009715704
2006-03,258.5411254040735
2006-04,277.2165193326589
2006-05,263.36046025030885
2006-06,257.4974977809668
2006-07,254.7204845110627
2006-08,260.74723804545386
2006-09,263.52114283256407
2006-10,277.63164288193457
2006-11,297.069149511906
2006-12,311.1460856389799
2007-01,321.1182119744597
2007-02,322.50337189852524
2007-03,339.9462083585376
2007-04,361.0153386449125
2007-05,367.71795357988384
2007-06,364.38226455183906
2007-07,361.7885148301916
2007-08,345.46239221673926
2007-09,352.35545444574717
2007-10,373.4888419179064
2007-11,346.82146844303014
2007-12,339.83960909406557
2008-01,298.93907493914145
2008-02,317.0551968141513
2008-03,323.73199329618
2008-04,329.92441709289585
2008-05,335.72748388308634
2008-06,304.9285382483309
2008-07,287.7007081483451
2008-08,279.87158498710346
2008-09,221.9644516455407
2008-10,159.53221665590485
2008-11,146.3258857502681
2008-12,159.87379035297295
2009-01,145.5438686258325
2009-02,132.74666164827795
2009-03,143.1571289717828
2009-04,173.3054335867985
2009-05,199.64639516939332
2009-06,197.255221965968
2009-07,215.0181354335874
2009-08,237.11725341960573
2009-09,259.8695568882262
2009-10,252.7836985480837
2009-11,258.01119860234184
2009-12,259.1981286113124
2010-01,255.76318763555355
2010-02,248.48581380296727
2010-03,268.8133524888869
2010-04,267.4652527169778
2010-05,226.47019320117036
2010-06,223.23345109277105
2010-07,250.03078243303122
2010-08,238.20870760822345
2010-09,274.9932011446918
2010-10,292.6643005442961
2010-11,270.5247576011771
2010-12,308.4353001558831
2011-01,315.432452777183
2011-02,320.7853553265096
2011-03,331.8226907867401
2011-04,355.36004297376786
2011-05,342.61092461365615
2011-06,331.8141328413221
2011-07,311.7592137085279
2011-08,279.2490921300333
2011-09,237.35536897163925
2011-10,263.38466652635117
2011-11,242.8545490582503
2011-12,234.66997005801824
2012-01,257.9775934557075
2012-02,277.78263882667164
2012-03,275.78646715005544
2012-04,271.5498295102448
2012-05,234.9357603353337
2012-06,246.79722370446584
2012-07,246.0022995035929
2012-08,256.7615010576204
2012-09,270.61316288036346
2012-10,275.2919498729541
2012-11,279.56534611749424
2012-12,294.67320939241716
2013-01,318.6995201419126
2013-02,317.7285864275545
2013-03,309.78622154943105
2013-04,322.2914555161558
2013-05,330.3071032907734
2013-06,315.90365642320074
2013-07,344.70244446598923
2013-08,344.08398568390254
2013-09,373.55289360350724
2013-10,396.04673321682526
2013-11,403.16991950011624
2013-12,413.67029495803695
2014-01,410.33782023119824
2014-02,446.24664859885297
2014-03,446.874369468248
2014-04,449.2223655675012
2014-05,455.21907697991344
2014-06,451.08166880818
2014-07,424.584537037201
2014-08,421.1898340914112
2014-09,398.00810292439235
2014-10,385.0595028172488
2014-11,396.3953266409831
2014-12,386.98659692059744
2015-01,387.90789122399747
2015-02,416.56142052403965
2015-03,412.60813058215416
2015-04,435.1642080611656
2015-05,433.1393808541124
2015-06,423.1859014279826
2015-07,438.98844887397576
2015-08,422.0546395429789
2015-09,407.83796278426183
2015-10,431.2087643721784
2015-11,430.1357806511876
2015-12,436.597171706564
2016-01,402.0951811536226
2016-02,403.5243730593785
