Date,EFM ASIA SMALL CAP
2010-11,1000.0
2010-12,1050.053232374627
2011-01,1025.7858622332521
2011-02,968.0903045855157
2011-03,1016.189668798366
2011-04,1055.6750047987846
2011-05,1027.057194065181
2011-06,1006.0997954615382
2011-07,1040.328177061272
2011-08,919.6149025450651
2011-09,778.2875688842712
2011-10,847.8487372745507
2011-11,772.2139291669499
2011-12,763.8142550231685
2012-01,836.8975152564744
2012-02,912.9033335738178
2012-03,876.2903572506491
2012-04,857.2388841236808
2012-05,792.6543323608361
2012-06,807.2375333893962
2012-07,800.3241084132997
2012-08,817.7167584406511
2012-09,873.3056492787105
2012-10,858.4215564530882
2012-11,881.0289235092627
2012-12,914.2433160171447
2013-01,942.2671076204358
2013-02,957.666578286915
2013-03,962.7755492438914
2013-04,988.4990215828966
2013-05,1007.277191591878
2013-06,916.3162070322682
2013-07,923.6485616473251
2013-08,896.7737721394062
2013-09,948.0199958294484
2013-10,982.7034055603478
2013-11,973.184984873498
2013-12,974.4766049926752
2014-01,966.4141373236574
2014-02,1005.3565906487959
2014-03,1021.8740118044502
2014-04,1021.4373704771942
2014-05,1054.9146487805954
2014-06,1077.0331511536992
2014-07,1092.8313444807243
2014-08,1116.253167941658
2014-09,1083.7164847774868
2014-10,1059.2898842052732
2014-11,1041.4549604521198
2014-12,1027.6579650500755
2015-01,1052.0358199677426
2015-02,1074.8323656464713
2015-03,1091.9195613776976
2015-04,1196.4138875020565
2015-05,1215.3631995877088
2015-06,1155.992516918856
2015-07,1060.7587712893512
2015-08,957.9794423730655
2015-09,967.0729985232108
2015-10,1025.085967469534
2015-11,1007.6066786098354
2015-12,1015.9762293494218
2016-01,934.7973228591972
2016-02,919.2065074727512
2016-03,999.0153720837058
2016-04,1005.558374210835
2016-05,983.2293940711289
2016-06,1001.2897965723129
2016-07,1037.8118474374344
2016-08,1063.5334591995104
2016-09,1075.5134193282574
2016-10,1046.0620462114234
2016-11,1008.0693122843177
2016-12,999.1360030127366
2017-01,1042.7283699940376
2017-02,1099.3879103404113
2017-03,1135.316393773295
2017-04,1147.067248
2017-05,1159.868059
2017-06,1169.771597
2017-07,1204.65947
2017-08,1221.539088
2017-09,1224.535716
2017-10,1285.446192
2017-11,1319.776344
2017-12,1355.671102
2018-01,1428.584201
2018-02,1360.360288
2018-03,1347.138378
2018-04,1352.1392945125497
2018-05,1352.1638388647875
2018-06,1261.3110956967917
2018-07,1265.0176510200938
2018-08,1262.2930739812803
2018-09,1205.7938311935598
2018-10,1054.8369647310687
2018-11,1122.0668529998773
2018-12,1104.2080150690647
2019-01,1142.3794472434706
2019-02,1166.714944847997
2019-03,1192.3249824496932
2019-04,1187.5555159634644
2019-05,1121.0427798044432
2019-06,1153.6259243876755
2019-07,1120.266694130382
2019-08,1073.4716612785153
2019-09,1094.2886616400046
2019-10,1135.408599
2019-11,1125.7531582216639
2019-12,1175.5249117412857
2020-01,1123.7697521982168
2020-02,1071.136083289965
2020-03,868.4427078602051
2020-04,997.7881336520132
2020-05,1019.0921032741321
2020-06,1109.0952606921585
2020-07,1215.9133897557663
2020-08,1285.386405185055
2020-09,1267.584016159851
2020-10,1273.3500713824126
2020-11,1429.7325018950155
2020-12,1533.996593244556
2021-01,1541.5880728149261
2021-02,1655.4855157529053
2021-03,1674.5486891543117
2021-04,1775.0622717486367
2021-05,1801.4568165462674
2021-06,1855.3024093539084
2021-07,1838.3267119702648
2021-08,1860.8099689797032
2021-09,1845.075003089663
2021-10,1868.187943100635
2021-11,1834.3955905444216
2021-12,1907.2576900632635
2022-01,1779.4578435896938
2022-02,1744.7351523129
2022-03,1766.4013656470984
2022-04,1679.5298917584244
2022-05,1641.495396270513
2022-06,1484.6255962377427
2022-07,1521.1738541913783
2022-08,1557.762502807374
2022-09,1385.2512952024622
2022-10,1351.714304777282
2022-11,1510.186527795546
2022-12,1492.3765658092263
2023-01,1586.0656963578172
2023-02,1543.3777435911895
2023-03,1562.2813521465514
2023-04,1565.0422076773891
2023-05,1584.3649853656766
2023-06,1645.72749651382
2023-07,1754.8698400679139
