Date,FM EMEA SMALL CAP
2010-11,1000.0
2010-12,1015.19289385329
2011-01,1032.5779073869555
2011-02,955.1759824811988
2011-03,940.8858582638555
2011-04,985.661435078972
2011-05,961.5387701323422
2011-06,939.1282739003744
2011-07,907.1185425940004
2011-08,841.3724660390762
2011-09,799.753484594918
2011-10,818.3519814534666
2011-11,786.467072830319
2011-12,773.8944507925771
2012-01,781.0597912884184
2012-02,842.4191925973071
2012-03,846.5087463056327
2012-04,872.992718336283
2012-05,829.7999247701143
2012-06,801.7628492824813
2012-07,804.4722600214347
2012-08,817.8612975847142
2012-09,855.5650696859764
2012-10,864.4794857925959
2012-11,855.2591680665979
2012-12,880.7887278486888
2013-01,956.4790926236165
2013-02,953.1952167020594
2013-03,972.4326405600573
2013-04,997.231147026653
2013-05,1090.0514996186728
2013-06,1061.8723321014606
2013-07,1113.3277575159714
2013-08,1063.7032860056822
2013-09,1091.975069843668
2013-10,1135.8192112672914
2013-11,1162.6382512574999
2013-12,1213.8945828675267
2014-01,1244.5169178230797
2014-02,1270.6987448438492
2014-03,1269.7256086694513
2014-04,1330.702139532968
2014-05,1351.5556475628243
2014-06,1371.4456366477184
2014-07,1384.1267715314682
2014-08,1411.7250464232673
2014-09,1407.9684642300992
2014-10,1325.9090118116267
2014-11,1265.5451724380189
2014-12,1181.0427890978272
2015-01,1141.1857799277593
2015-02,1129.4242978395364
2015-03,1102.1905639113281
2015-04,1142.7076494496614
2015-05,1128.2931346696435
2015-06,1116.1053295969098
2015-07,1094.1148089404408
2015-08,1037.0924983762413
2015-09,1020.6248548465284
2015-10,1008.4098160811536
2015-11,987.045972524232
2015-12,981.5678680237364
2016-01,935.1696108001395
2016-02,940.8415582531215
2016-03,992.2486267269672
2016-04,1022.3979308180026
2016-05,1026.6992957196937
2016-06,986.0768136545707
2016-07,980.8978887811274
2016-08,976.1459462843942
2016-09,996.5394771453765
2016-10,993.9491433704148
2016-11,1005.2568016456765
2016-12,1049.760209849824
2017-01,1135.097446600241
2017-02,1140.9273616995106
2017-03,1119.6005906839116
2017-04,1124.932731
2017-05,1149.182618
2017-06,1171.278118
2017-07,1210.558161
2017-08,1201.214927
2017-09,1180.684694
2017-10,1169.633556
2017-11,1174.689526
2017-12,1198.763693
2018-01,1269.476644
2018-02,1240.66244
2018-03,1242.553119
2018-04,1224.5808884914243
2018-05,1173.5778821939314
2018-06,1187.05303260836
2018-07,1178.8189742133716
2018-08,1152.376787990933
2018-09,1109.405509418779
2018-10,1060.6765559045953
2018-11,1053.0319853354129
2018-12,1049.0226794862372
2019-01,1054.9244565195058
2019-02,1046.344654383526
2019-03,1043.4242103508373
2019-04,1056.800196828961
2019-05,1052.9229476982637
2019-06,1075.9935012694973
2019-07,1079.53576468946
2019-08,1052.6575926678886
2019-09,1052.0480441197487
2019-10,1069.4644648568606
2019-11,1090.8697103907446
2019-12,1120.3852243064807
2020-01,1127.7605911730425
2020-02,1063.8622987677745
2020-03,829.8503319304094
2020-04,878.9749251664315
2020-05,906.1266150202582
2020-06,924.3852212140378
2020-07,918.538840248398
2020-08,933.9902609356747
2020-09,944.3848420232815
2020-10,956.3733696616904
2020-11,1010.0568832722246
2020-12,1048.0294787192504
2021-01,1073.4710585553357
2021-02,1060.9145272288122
2021-03,1067.0886812718907
2021-04,1116.4399105211407
2021-05,1168.4123267188997
2021-06,1187.9888523894608
2021-07,1201.8029890882024
2021-08,1224.402609465855
2021-09,1213.4846344240634
2021-10,1269.1451330449029
2021-11,1240.3501335373842
2021-12,1294.6091903985177
2022-01,1312.5553559809996
2022-02,1277.420337129311
2022-03,1319.0257661212297
2022-04,1316.9863760098717
2022-05,1277.5426119998542
2022-06,1223.6008434652092
2022-07,1257.436820631801
2022-08,1234.8787968832908
2022-09,1150.9128795856348
2022-10,1153.1520157945417
2022-11,1197.3060954473342
2022-12,1219.0841653821474
2023-01,1264.0635520675999
2023-02,1269.936206509436
2023-03,1289.2413535396704
2023-04,1331.6750315030108
2023-05,1311.601248964063
2023-06,1334.1883856768886
2023-07,1402.9229060616578
