Date,WORLD SMALL CAP
2000-12,100.0
2001-01,103.72137907740363
2001-02,100.7195072254412
2001-03,95.21386573727311
2001-04,102.76201734447574
2001-05,103.93366949841355
2001-06,103.7077036385452
2001-07,100.27851632631973
2001-08,100.08028492807225
2001-09,86.9863317994184
2001-10,92.81618985013202
2001-11,98.67667117736866
2001-12,101.23053876197663
2002-01,99.15986717823496
2002-02,98.32113104101387
2002-03,106.02123479618146
2002-04,107.73389688255592
2002-05,107.46409367539034
2002-06,101.90261280243114
2002-07,90.83656549340958
2002-08,90.41987875566582
2002-09,83.60451314433432
2002-10,84.62184839894273
2002-11,89.40702377895259
2002-12,85.34609435756083
2003-01,83.83763615151759
2003-02,82.38703630022296
2003-03,82.59590942667748
2003-04,91.14569298626026
2003-05,100.68007262522728
2003-06,103.97321482977588
2003-07,108.15432465552432
2003-08,114.93973877182381
2003-09,117.10512971644833
2003-10,127.444108743468
2003-11,129.738473752873
2003-12,135.20221941759408
2004-01,141.01989185438228
2004-02,143.94041621918475
2004-03,148.0339773502443
2004-04,141.33394433096993
2004-05,141.99681676759576
2004-06,148.33033605577282
2004-07,140.70762664107775
2004-08,140.54403250203714
2004-09,145.71872627964282
2004-10,149.989223
2004-11,161.97146624957975
2004-12,168.65056628087416
2005-01,166.5207605768932
2005-02,171.9284152838415
2005-03,168.03386183257518
2005-04,161.4563393648337
2005-05,166.51422891946902
2005-06,171.46441893431992
2005-07,180.36159141044297
2005-08,182.2124644774276
2005-09,186.87512330085207
2005-10,180.65054701663442
2005-11,188.02505397937767
2005-12,195.76976450932824
2006-01,210.59535255260278
2006-02,208.9323401139744
2006-03,218.74300750162755
2006-04,224.51089614059302
2006-05,212.00103118973678
2006-06,208.75006892501762
2006-07,202.93880961922653
2006-08,208.64450159249148
2006-09,209.39890455459627
2006-10,218.6080024721629
2006-11,226.24403336630172
2006-12,230.1414567567427
2007-01,234.33894520937716
2007-02,236.1903218335024
2007-03,242.1656463429129
2007-04,250.1373775374051
2007-05,256.63040855793736
2007-06,254.7243982638522
2007-07,246.28042445661757
2007-08,239.31608266157488
2007-09,244.35366108319678
2007-10,256.32969265723705
2007-11,236.97074228199844
2007-12,232.72972459486823
2008-01,214.30261825507998
2008-02,216.08176849635254
2008-03,214.01339385050431
2008-04,222.76136525758645
2008-05,230.91515567400268
2008-06,212.36870350891172
2008-07,208.60319249222613
2008-08,208.51873279729855
2008-09,180.88105282281623
2008-10,139.97216859189095
2008-11,128.11715078743168
2008-12,135.91267792453388
2009-01,125.54779047432535
2009-02,112.4931348663891
2009-03,121.83196777529255
2009-04,142.04059527773464
2009-05,154.49380165775568
2009-06,156.30403512778628
2009-07,170.07267206951485
2009-08,180.49091681578952
2009-09,191.17995848581128
2009-10,183.6750486738084
2009-11,188.06287253235135
2009-12,196.73480667526565
2010-01,192.0243352642023
2010-02,196.51981952710622
2010-03,211.77824643476282
2010-04,220.00788420301168
2010-05,198.95672270268906
2010-06,189.7622187912593
2010-07,204.53196597853702
2010-08,195.169904897167
2010-09,217.71110699438523
2010-10,226.35335541746906
2010-11,227.55704928132886
2010-12,249.00614193587253
2011-01,251.28046078918743
2011-02,261.49879993146806
2011-03,264.7037412166936
2011-04,274.8087376208253
2011-05,269.31091420994534
2011-06,263.56534335317804
2011-07,257.473499768572
2011-08,236.28984020598824
2011-09,209.86193525387174
2011-10,234.71358671680403
2011-11,229.14214297228006
2011-12,227.3299769493761
2012-01,244.5306965036996
2012-02,255.70552500400933
2012-03,258.294671715181
2012-04,256.53926293330176
2012-05,233.78764333976977
2012-06,242.3539559345077
2012-07,242.05321349459638
2012-08,250.08090618674612
2012-09,258.9511692320894
2012-10,257.49811017305217
2012-11,260.14570652367536
2012-12,268.57167843128923
2013-01,284.2661566857667
2013-02,286.657604734183
2013-03,296.67714248356106
2013-04,300.42960794118517
2013-05,303.6652032228582
2013-06,297.2704468768226
2013-07,316.45728115878705
2013-08,310.45398291986436
2013-09,332.03670739954697
2013-10,342.3066275929528
2013-11,348.6172894747459
2013-12,356.99480502492
2014-01,350.4250087740131
2014-02,368.9541490730806
2014-03,367.4905816988774
2014-04,361.4566551174178
2014-05,365.69697626964523
2014-06,380.1855712130902
2014-07,364.9161294364316
2014-08,376.25087693482953
2014-09,355.303250964371
2014-10,361.39119787472595
2014-11,363.0950395904417
2014-12,365.2871592668712
2015-01,358.73835356229034
2015-02,380.9563956283573
2015-03,381.92161038309825
2015-04,385.60490957376254
2015-05,391.36737427959565
2015-06,387.97976713560007
2015-07,386.35221869674
2015-08,365.9773183233167
2015-09,350.5421144243101
2015-10,370.72098421289894
2015-11,374.99555389292794
2015-12,365.7225425384364
2016-01,337.39945212362846
2016-02,339.8267567294551
2016-03,368.6619046370937
2016-04,377.46220550550316
2016-05,382.2060342932197
2016-06,375.1533699605498
2016-07,395.9031196450777
2016-08,396.60710372035373
2016-09,402.7374537893023
2016-10,387.9764579465177
2016-11,404.3547612629474
2016-12,414.1874797105084
2017-01,423.795647572195
2017-02,432.9137816553733
2017-03,436.39080945577956
2017-04,445.312471
2017-05,448.400695
2017-06,455.608141
2017-07,466.026131
2017-08,465.871076
2017-09,484.469231
2017-10,491.568245
2017-11,502.460728
2017-12,510.224597
2018-01,528.355752
2018-02,507.336668
2018-03,507.916855
2018-04,512.7848829970214
2018-05,526.7491970400956
2018-06,525.2604569201822
2018-07,531.7370173237539
2018-08,543.5712227030358
2018-09,536.038748539014
2018-10,483.0080776282254
2018-11,486.24221368997934
2018-12,441.44759028935994
2019-01,486.99192648941926
2019-02,505.3963468755945
2019-03,502.56094184207154
2019-04,518.440641142936
2019-05,484.8293949543444
2019-06,513.284526130163
2019-07,516.3293592987618
2019-08,498.8753420857742
2019-09,509.4122015990918
2019-10,523.5971780141714
2019-11,540.7182561889681
2019-12,559.6826362568128
2020-01,544.2353571935663
2020-02,494.34100198685843
2020-03,391.9359296374056
2020-04,444.73921244120646
2020-05,476.3893449118348
2020-06,488.8583247247326
2020-07,508.06984792436737
2020-08,537.2187075389509
2020-09,525.82396
2020-10,525.8191482200093
2020-11,606.9046215204368
2020-12,651.8604281571016
2021-01,665.4357718439194
2021-02,698.8101139574998
2021-03,713.9397302257076
2021-04,741.854664831033
2021-05,748.460260017673
2021-06,750.2666919486426
2021-07,745.2803637985783
2021-08,763.6195704666817
2021-09,740.1853574276462
2021-10,767.0320641872875
2021-11,730.0326165674581
2021-12,757.350563004336
2022-01,700.2081633436104
2022-02,701.8875570308089
2022-03,708.8348834008617
2022-04,653.7714755318663
2022-05,652.8340006742689
2022-06,587.9689317388708
2022-07,641.6769319577776
2022-08,620.9942298604877
2022-09,557.5718861192422
2022-10,602.526266537866
2022-11,639.8828334423407
2022-12,618.2063568203191
2023-01,675.6159444192525
2023-02,662.0507279156845
2023-03,645.5119769348693
2023-04,645.1257543497671
2023-05,627.6298935493796
2023-06,667.3532392101898
2023-07,700.2463095417722
