Date,AC ASIA SMALL CAP
1994-05,940.0557191891501
1994-06,1010.16528907045
1994-07,988.1611481369202
1994-08,989.7216850691591
1994-09,963.5355019975574
1994-10,972.7279466905575
1994-11,893.9428809339777
1994-12,906.4636342200871
1995-01,857.0880727948235
1995-02,815.9985526423881
1995-03,850.7099682207235
1995-04,856.019378272361
1995-05,808.0820547987969
1995-06,778.1432700439897
1995-07,827.1270625858207
1995-08,809.9910856166366
1995-09,796.5629333240222
1995-10,763.0319136010269
1995-11,788.1545140282877
1995-12,831.0011033570798
1996-01,850.005191117552
1996-02,843.6781065517534
1996-03,862.3360267008197
1996-04,944.9989780986301
1996-05,910.1914315445802
1996-06,910.0825052939363
1996-07,858.4331562194403
1996-08,839.0833532315085
1996-09,835.462129099139
1996-10,795.7229881132628
1996-11,781.8201715378943
1996-12,723.5323091561374
1997-01,688.7823196266179
1997-02,700.8206003739376
1997-03,661.5436028364115
1997-04,642.3466322000916
1997-05,703.3167057205344
1997-06,719.6192630971046
1997-07,671.8556055078946
1997-08,594.9141867995098
1997-09,536.3207590886209
1997-10,482.1451080088683
1997-11,409.1919776248743
1997-12,354.96187539209654
1998-01,387.0525258266515
1998-02,431.2064426108421
1998-03,408.913093768127
1998-04,386.8154081735198
1998-05,357.80794442442016
1998-06,342.7278117664735
1998-07,337.71209132843006
1998-08,302.7265227041587
1998-09,300.05740968626634
1998-10,342.9954353162003
1998-11,374.6940194918714
1998-12,386.0181185873961
1999-01,384.8208167935649
1999-02,379.7317451779514
1999-03,428.7857974585883
1999-04,484.18745948154486
1999-05,468.5157339084658
1999-06,538.2682651429667
1999-07,561.520222905299
1999-08,581.3439715711709
1999-09,588.1729954526431
1999-10,584.7160533460411
1999-11,587.3824547047271
1999-12,569.475400311713
2000-01,569.8697791663881
2000-02,557.5886075909532
2000-03,588.8832076339218
2000-04,528.1249213620824
2000-05,519.0593834170319
2000-06,554.7798394638538
2000-07,502.27899646886056
2000-08,528.0561805173578
2000-09,488.77260870716515
2000-10,441.35079889228774
2000-11,437.6873810490433
2000-12,409.49288142394386
2001-01,425.5397132276427
2001-02,430.1507555174985
2001-03,409.33564462065556
2001-04,436.55256625565755
2001-05,449.2324902727702
2001-06,437.72369626243767
2001-07,407.8104244354793
2001-08,411.49207698049577
2001-09,373.02941391045607
2001-10,384.1165081097066
2001-11,385.05381936531717
2001-12,370.7316453589331
2002-01,370.7601659926308
2002-02,383.23525111732386
2002-03,407.68384962556024
2002-04,422.86101334222633
2002-05,442.44426801714155
2002-06,423.0806482270417
2002-07,410.4295467447881
2002-08,402.6383069138131
2002-09,377.00358043003854
2002-10,360.1467239256589
2002-11,366.47073316085755
2002-12,358.97716113793365
2003-01,359.9957838728797
2003-02,366.58451462099595
2003-03,359.3078837570499
2003-04,369.8552628480391
2003-05,394.1415171111057
2003-06,422.97653095698627
2003-07,437.25143924441596
2003-08,474.89920715768557
2003-09,503.9783396737203
2003-10,538.5787993588326
2003-11,513.1447582505784
2003-12,545.1382899490264
2004-01,567.3818262415923
2004-02,574.7462538703608
2004-03,646.5644967077232
2004-04,625.9124441420145
2004-05,594.7319237945908
2004-06,631.4829276437517
2004-07,590.4025752634527
2004-08,599.7268953569536
2004-09,595.0575602611298
2004-10,603.488057578155
2004-11,637.9381675017473
2004-12,668.8927915424666
2005-01,684.9963109940619
2005-02,711.0134133228871
2005-03,701.192619789738
2005-04,691.2092591757341
2005-05,685.9142090427426
2005-06,701.2506559003837
2005-07,720.9149919672557
2005-08,731.9685006938198
2005-09,770.9193498451737
2005-10,767.1006630051055
2005-11,803.6601016408708
2005-12,883.2653416729524
2006-01,922.5041590633278
2006-02,890.4453942625728
2006-03,926.8041798014366
2006-04,954.6812482151747
2006-05,891.5937703749038
2006-06,857.8924244760562
2006-07,827.9136939525828
2006-08,848.0699975525656
2006-09,852.2654574092192
2006-10,860.8301379375824
2006-11,889.6180772396933
2006-12,903.4337018829459
2007-01,913.7574824304585
2007-02,945.5921985381069
2007-03,955.4824631643103
2007-04,971.2532649814594
2007-05,1000.0
2007-06,1024.2036365162871
2007-07,1068.2154477581544
2007-08,1014.2611465641673
2007-09,1052.193329597699
2007-10,1092.0782819405033
2007-11,1026.8524473581533
2007-12,1005.4618541146356
2008-01,908.5426621695507
2008-02,941.7754368366008
2008-03,911.995018986303
2008-04,939.9895111148644
2008-05,942.5851464969726
2008-06,854.4283634395659
2008-07,826.8836417108758
2008-08,775.8371469291098
2008-09,663.6958720270181
2008-10,537.3323404680355
2008-11,540.5101118557122
2008-12,598.2154541999862
2009-01,566.0021375344448
2009-02,511.73904879265655
2009-03,552.1170066060432
2009-04,618.4550819312633
2009-05,737.6415325816901
2009-06,753.6318711414608
2009-07,808.831387673689
2009-08,825.0160936729569
2009-09,854.1754131169813
2009-10,840.510770102126
2009-11,842.9298713368543
2009-12,864.7256527473118
2010-01,851.0466766750313
2010-02,860.906082196118
2010-03,920.1809281794285
2010-04,945.63145824073
2010-05,863.3046524150167
2010-06,874.6480426243347
2010-07,909.61546121574
2010-08,901.0016985180981
2010-09,978.8885180862493
2010-10,995.4091096016006
2010-11,990.7116549357595
2010-12,1062.007122412695
2011-01,1056.7377232537954
2011-02,1044.9877321338506
2011-03,1040.2527415044701
2011-04,1065.1531220951204
2011-05,1044.2091048978054
2011-06,1047.079525851636
2011-07,1083.2932914149396
2011-08,996.1031068037519
2011-09,911.1487891083725
2011-10,938.1503527970887
2011-11,883.5197864651228
2011-12,885.0992423094139
2012-01,947.6964347840892
2012-02,996.8920988484662
2012-03,989.5689193353736
2012-04,973.8548384506361
2012-05,895.8075348049058
2012-06,922.886044595689
2012-07,916.5192740809762
2012-08,924.912104697181
2012-09,969.8475773852115
2012-10,954.3772367266048
2012-11,972.2210487317548
2012-12,1004.5036908037868
2013-01,1040.8147453903418
2013-02,1066.231930612411
2013-03,1110.2130009750992
2013-04,1159.9280800551953
2013-05,1122.8253385705787
2013-06,1068.7978483494023
2013-07,1082.3744594521434
2013-08,1061.8650496764415
2013-09,1155.1163704257433
2013-10,1168.451294003307
2013-11,1159.2383791258749
2013-12,1165.0302170106477
2014-01,1152.639558234782
2014-02,1162.1968468256284
2014-03,1171.5501557263221
2014-04,1162.735902806809
2014-05,1199.3346620091916
2014-06,1251.607855652452
2014-07,1264.4941430858496
2014-08,1271.2275126635866
2014-09,1227.4432508190357
2014-10,1199.7099423650136
2014-11,1184.390378128843
2014-12,1179.2041012574675
2015-01,1211.965959787285
2015-02,1244.8567419662954
2015-03,1266.2968971359508
2015-04,1340.57741538155
2015-05,1357.3026957048235
2015-06,1329.3681937737776
2015-07,1269.0782479806464
2015-08,1183.9793031594236
2015-09,1165.7702147503176
2015-10,1241.0317481801014
2015-11,1238.029643090129
2015-12,1246.5347657784125
2016-01,1153.6708512861844
2016-02,1142.0439316471827
2016-03,1228.1456121603424
2016-04,1259.9950494049474
2016-05,1246.050870533471
2016-06,1250.7091614136775
2016-07,1306.6888030938208
2016-08,1297.7667791321944
2016-09,1341.6407898438144
2016-10,1333.997578779089
2016-11,1280.0069761604877
2016-12,1283.734333272467
2017-01,1334.9074216485233
2017-02,1389.9066542041833
2017-03,1408.631293169454
2017-04,1428.591697
2017-05,1464.256616
2017-06,1476.278977
2017-07,1516.347476
2017-08,1540.569377
2017-09,1557.757129
2017-10,1621.200227
2017-11,1670.167971
2017-12,1703.464812
2018-01,1786.985682
2018-02,1736.034826
2018-03,1719.424196
2018-04,1722.3613064704657
2018-05,1719.0489153745305
2018-06,1637.446521888245
2018-07,1632.4470249512397
2018-08,1620.6433948755398
2018-09,1605.2823359928746
2018-10,1435.4912103384602
2018-11,1494.9623429927465
2018-12,1411.7087352098738
2019-01,1479.5200874008144
2019-02,1503.6532245268834
2019-03,1522.5563305753788
2019-04,1528.310634441913
2019-05,1454.4223500649625
2019-06,1495.5203713346305
2019-07,1486.7838040101494
2019-08,1449.424614353639
2019-09,1493.4644612078625
2019-10,1564.007241
2019-11,1566.6174877661415
2019-12,1612.410382533266
2020-01,1550.6243591828438
2020-02,1416.7445120295856
2020-03,1247.4454758216443
2020-04,1365.9666378004679
2020-05,1435.5839648443514
2020-06,1480.1958349276204
2020-07,1517.2241774911656
2020-08,1619.4289642963004
2020-09,1646.8305818798053
2020-10,1626.099459262246
2020-11,1773.9262860159004
2020-12,1869.1290321357421
2021-01,1870.118364560997
2021-02,1943.8759960439477
2021-03,1992.2694903276156
2021-04,2040.1857537358255
2021-05,2045.8209216659263
2021-06,2082.4773245555557
2021-07,2064.4847316011706
2021-08,2102.686406324197
2021-09,2098.3142624509233
2021-10,2075.726492359745
2021-11,1993.2963595275667
2021-12,2049.214664789518
2022-01,1929.4023562535458
2022-02,1924.4672191703187
2022-03,1907.6885847529893
2022-04,1795.18392306998
2022-05,1782.6601348028507
2022-06,1658.1647281586763
2022-07,1716.7188914409755
2022-08,1718.1068849182636
2022-09,1557.9385761035862
2022-10,1533.8650654424373
2022-11,1699.0728466792254
2022-12,1718.281736510956
2023-01,1809.852453242863
2023-02,1757.0613697498718
2023-03,1794.9252222371529
2023-04,1801.6929844558774
2023-05,1790.8114716519663
2023-06,1846.159042531178
2023-07,1942.9460265155728
