Date,KOKUSAI INDEX (WORLD ex JP) SMALL CAP
2000-12,100.0
2001-01,104.73624225516751
2001-02,100.70345564224746
2001-03,94.6867088292314
2001-04,100.97999819368778
2001-05,102.60257598553748
2001-06,103.01372345071324
2001-07,100.92514839512195
2001-08,100.36216629798649
2001-09,86.1775362012217
2001-10,92.65055552282372
2001-11,100.15473199195738
2001-12,105.03499956386723
2002-01,103.53498177473749
2002-02,101.88339937110143
2002-03,109.94179369587935
2002-04,111.00223091530285
2002-05,109.08689339260417
2002-06,103.29285483459746
2002-07,90.662215399302
2002-08,90.57654909602455
2002-09,83.12379125584482
2002-10,86.06968376449319
2002-11,91.67628963400468
2002-12,87.17456520740768
2003-01,85.46480933558531
2003-02,83.01741374437819
2003-03,83.48120514505014
2003-04,93.18951057301942
2003-05,103.84063239202094
2003-06,105.93393308435428
2003-07,110.71355145125555
2003-08,116.49368686425188
2003-09,117.56701823979604
2003-10,128.26453537730197
2003-11,132.64717066763131
2003-12,137.60325819121252
2004-01,143.67581031472523
2004-02,147.20491472069958
2004-03,147.685933598678
2004-04,140.62091518648572
2004-05,142.7698126651372
2004-06,147.49013641096
2004-07,140.83665923483645
2004-08,140.35248390524086
2004-09,147.36095441628203
2004-10,151.967536
2004-11,165.08991271442764
2004-12,171.69635326702328
2005-01,168.1742560837151
2005-02,174.03596943046134
2005-03,169.45262227119812
2005-04,161.87027635929087
2005-05,168.45709859228808
2005-06,174.00514816528192
2005-07,183.8369857672148
2005-08,184.8715143302995
2005-09,188.2486986563616
2005-10,179.96359943973144
2005-11,187.2344810651088
2005-12,190.83405270390205
2006-01,207.47480834225587
2006-02,208.79871331015877
2006-03,218.68638837655152
2006-04,225.53629319755268
2006-05,214.2254816354086
2006-06,211.70869922021336
2006-07,207.62046887595767
2006-08,213.52509223236018
2006-09,215.4381925737524
2006-10,227.1479339449699
2006-11,237.01575908681446
2006-12,241.59994988727945
2007-01,245.95594364575294
2007-02,246.43858658696496
2007-03,254.32636289297787
2007-04,265.0950268874262
2007-05,274.33719905427034
2007-06,271.60697452467565
2007-07,260.9595972793283
2007-08,255.21048581978437
2007-09,261.83700894096035
2007-10,275.2750677976069
2007-11,252.83726582243747
2007-12,249.72414197429967
2008-01,228.9946261461362
2008-02,230.81001528370388
2008-03,228.2737932517378
2008-04,238.48161577320982
2008-05,247.3900355674334
2008-06,226.95617600846316
2008-07,223.35191815418455
2008-08,224.447574247245
2008-09,193.7743435568876
2008-10,147.09185436688188
2008-11,131.95727050391847
2008-12,139.60667975994417
2009-01,128.377662029388
2009-02,115.65936078154202
2009-03,126.22020168806255
2009-04,149.55500648024457
2009-05,161.90403319058353
2009-06,162.54765575290466
2009-07,178.48369840569464
2009-08,189.55309166485978
2009-09,202.52971161194068
2009-10,194.51295701749984
2009-11,200.73216056322903
2009-12,211.61237828947182
2010-01,205.42174449093295
2010-02,210.34104611843492
2010-03,227.48476941888956
2010-04,236.63854256081038
2010-05,213.27050562642052
2010-06,202.15484601049056
2010-07,219.53831597234029
2010-08,208.8606644242735
2010-09,234.82358507535113
2010-10,245.38728814527528
2010-11,246.3239675408768
2010-12,269.36869651502934
2011-01,271.74957115888833
2011-02,282.81024745213705
2011-03,288.49497999960926
2011-04,300.5501513531442
2011-05,294.3932608817089
2011-06,286.38828420563544
2011-07,277.7690868186859
2011-08,253.58043343316453
2011-09,221.69476546492416
2011-10,252.79017837836017
2011-11,246.89035466174101
2011-12,244.2445485797257
2012-01,263.7601405058233
2012-02,276.89636020473176
2012-03,279.15356059535566
2012-04,277.50551221513837
2012-05,252.70981768709538
2012-06,261.78243394494274
2012-07,261.91258774237645
2012-08,271.81700635627595
2012-09,281.6853935598359
2012-10,280.61379255949663
2012-11,283.6055758489035
2012-12,292.8276690935549
2013-01,310.61982221262144
2013-02,312.3686385879241
2013-03,321.66741924802784
2013-04,323.742234507583
2013-05,330.8325838910238
2013-06,323.17284875643674
2013-07,345.8496968113482
2013-08,339.0774755523231
2013-09,360.9570064020092
2013-10,373.59205024073503
2013-11,381.53857896894186
2013-12,391.38330875840336
2014-01,383.5088372964083
2014-02,407.0114191278769
2014-03,405.06949146677783
2014-04,398.5038984589914
2014-05,402.30867567559017
2014-06,416.8874297057242
2014-07,398.0191755347355
2014-08,412.1718906668325
2014-09,388.1513064628025
2014-10,396.77207561156087
2014-11,399.33221434891703
2014-12,401.53774457368456
2015-01,392.0076039631882
2015-02,417.48596241136164
2015-03,417.66931331239596
2015-04,421.2434781149991
2015-05,427.6898635521852
2015-06,422.7490437942181
2015-07,420.9544213115502
2015-08,397.7575055589149
2015-09,380.62722174702856
2015-10,402.0880071634903
2015-11,406.657419194881
2015-12,394.8632904484294
2016-01,363.54773464408953
2016-02,367.04498410243986
2016-03,399.24852704275656
2016-04,407.7263284830826
2016-05,413.5325349035334
2016-06,405.176690238288
2016-07,427.6759247137744
2016-08,430.6654411492433
2016-09,435.05236614103165
2016-10,416.08658711998953
2016-11,439.1100062917448
2016-12,450.14129780695936
2017-01,459.7031416641509
2017-02,469.00299714126425
2017-03,473.29795766449956
2017-04,483.180327
2017-05,484.604976
2017-06,492.833734
2017-07,503.83902
2017-08,502.349112
2017-09,524.050435
2017-10,530.311858
2017-11,541.08911
2017-12,549.434719
2018-01,568.407769
2018-02,543.483366
2018-03,544.801306
2018-04,550.6871366350355
2018-05,568.1003569392062
2018-06,568.7556935502746
2018-07,577.4214091898898
2018-08,592.5301151745981
2018-09,582.0738670418799
2018-10,524.1458616824153
2018-11,526.1663340488941
2018-12,477.1742819397769
2019-01,529.6854922790388
2019-02,551.5962756634285
2019-03,547.6749761159156
2019-04,566.6397895425897
2019-05,528.105120823806
2019-06,561.5472411758157
2019-07,564.3617138959501
2019-08,543.4694524244054
2019-09,553.741373562062
2019-10,567.1354436031492
2019-11,587.6581534694147
2019-12,609.7155548040106
2020-01,593.3897209115503
2020-02,541.1901880073669
2020-03,418.5675170784495
2020-04,479.9245254108965
2020-05,513.6891883351552
2020-06,529.9818657364239
2020-07,555.6653369280305
2020-08,585.9453490636232
2020-09,568.500843
2020-10,570.5241999024357
2020-11,665.7287896532129
2020-12,717.700716914504
2021-01,735.1775507171448
2021-02,776.0867714385388
2021-03,791.37599562497
2021-04,827.0024177445194
2021-05,835.7920649556758
2021-06,837.086380805954
2021-07,831.3202810178127
2021-08,851.4388851978869
2021-09,821.1460625974571
2021-10,858.1398175049645
2021-11,817.8661165063387
2021-12,850.2373359593919
2022-01,784.0042270427022
2022-02,784.7004791973521
2022-03,796.2966168808158
2022-04,734.2361930302795
2022-05,732.4138838815991
2022-06,655.3407947889923
2022-07,718.4778157325977
2022-08,694.1987682082986
2022-09,620.7716504710652
2022-10,677.242013294499
2022-11,716.9653973908428
2022-12,687.2438377863026
2023-01,755.8874603438342
2023-02,741.6366734169311
2023-03,717.6820346987284
2023-04,716.5186604086683
2023-05,696.1253623133136
2023-06,744.0086394671978
2023-07,781.5044473794362
