Date,ACWI ex AUSTRALIA SMALL CAP
2007-05,1000.0
2007-06,992.6480585812958
2007-07,970.373859152425
2007-08,954.4257452843482
2007-09,981.548265546352
2007-10,1023.7058047154146
2007-11,951.461542535177
2007-12,938.271000337339
2008-01,860.9940897394299
2008-02,869.197588656686
2008-03,857.3318096426908
2008-04,893.3896709084116
2008-05,921.2087965778651
2008-06,844.2311090119023
2008-07,829.5959457510577
2008-08,824.4439479325657
2008-09,710.7317483311164
2008-10,547.4903900003353
2008-11,502.91169361203055
2008-12,536.28528988747
2009-01,497.0804946998886
2009-02,448.29821978445034
2009-03,487.0161077353286
2009-04,570.7189285914752
2009-05,629.2878528366894
2009-06,634.7787720237749
2009-07,692.9576996857484
2009-08,730.2528725143575
2009-09,774.6049272276837
2009-10,747.1786476073715
2009-11,766.9950174619378
2009-12,804.6479085772834
2010-01,785.5974457233272
2010-02,802.1799096054344
2010-03,865.2569063887534
2010-04,897.9728007977458
2010-05,813.4250459104032
2010-06,781.5204919947861
2010-07,840.8123412209197
2010-08,806.414691323305
2010-09,898.5685369694793
2010-10,934.3412138207523
2010-11,936.7007209927932
2010-12,1019.3124218677523
2011-01,1025.3154107446273
2011-02,1057.1054495994194
2011-03,1073.3153897537754
2011-04,1115.2936656637473
2011-05,1092.0126909173894
2011-06,1069.322606362829
2011-07,1048.6515935808955
2011-08,957.786406484639
2011-09,847.5250835793122
2011-10,943.86166838933
2011-11,916.6232332135654
2011-12,909.8012496851046
2012-01,980.7359425117332
2012-02,1029.4255663121037
2012-03,1036.4617749041363
2012-04,1027.6698445437605
2012-05,938.7199893619309
2012-06,973.1509332320423
2012-07,971.0707755608469
2012-08,1003.0297979092944
2012-09,1041.3656084332658
2012-10,1033.4495304342104
2012-11,1045.4659769398345
2012-12,1081.362854988662
2013-01,1140.7373703382968
2013-02,1150.6722955267508
2013-03,1188.0613717725919
2013-04,1205.6680487834788
2013-05,1220.9938631486746
2013-06,1188.4918525406567
2013-07,1257.78982658849
2013-08,1230.8773516789668
2013-09,1315.7053657727183
2013-10,1356.9349779357183
2013-11,1380.1777392525928
2013-12,1409.8347145152259
2014-01,1383.8783469455643
2014-02,1454.8063835635166
2014-03,1451.4588542720037
2014-04,1429.9816511899942
2014-05,1449.683335050165
2014-06,1505.1351964304345
2014-07,1449.5745891388656
2014-08,1494.093892699696
2014-09,1415.2572979235997
2014-10,1434.3799401947865
2014-11,1440.301116587685
2014-12,1444.5527574163043
2015-01,1424.1764930993515
2015-02,1505.7725891556638
2015-03,1510.0065844057988
2015-04,1536.5695520012305
2015-05,1558.3577874399612
2015-06,1540.5985506413524
2015-07,1522.132775915507
2015-08,1435.5312241028835
2015-09,1380.7552495381965
2015-10,1459.658305172118
2015-11,1471.0953760931088
2015-12,1437.2194577217135
2016-01,1325.504491984817
2016-02,1333.0709062369804
2016-03,1446.9002265164802
2016-04,1480.139923810078
2016-05,1492.0981650204137
2016-06,1470.5854482424056
2016-07,1548.2437871652196
2016-08,1554.822986533183
2016-09,1578.1213332499826
2016-10,1524.738149201755
2016-11,1575.8613728290698
2016-12,1610.102445786112
2017-01,1651.434515082607
2017-02,1692.0155169287298
2017-03,1708.3501356836364
2017-04,1743.00477
2017-05,1755.88238
2017-06,1781.395681
2017-07,1824.462152
2017-08,1827.145061
2017-09,1893.901309
2017-10,1925.300423
2017-11,1966.919003
2017-12,2000.262851
2018-01,2076.885429
2018-02,1993.770745
2018-03,1994.583752
2018-04,2010.8233219570257
2018-05,2054.6198723951325
2018-06,2035.6755302872543
2018-07,2061.612557865608
2018-08,2100.1035945723556
2018-09,2066.5766897402746
2018-10,1860.9531107526584
2018-11,1881.2909408668884
2018-12,1720.974276
2019-01,1889.7848557490966
2019-02,1956.4854776861816
2019-03,1948.2339655075634
2019-04,2004.3932454115043
2019-05,1876.0053973907168
2019-06,1983.3721055705566
2019-07,1989.5618599827
2019-08,1920.0069733881658
2019-09,1960.6717996437792
2019-10,2018.445178
2019-11,2078.15209752444
2019-12,2156.878571082142
2020-01,2093.252908436325
2020-02,1908.0098563879778
2020-03,1511.2581562880168
2020-04,1711.2975422426082
2020-05,1821.634915060833
2020-06,1880.3654655274281
2020-07,1964.23740921543
2020-08,2070.518539036283
2020-09,2030.227503
2020-10,2029.4111756386083
2020-11,2340.1690745116352
2020-12,2514.2852466567037
2021-01,2563.409149445347
2021-02,2697.1195022073434
2021-03,2755.0378241658914
2021-04,2867.7230206444583
2021-05,2899.3465510793694
2021-06,2913.647630936318
2021-07,2891.895027611191
2021-08,2958.1026088961767
2021-09,2870.7937297175235
2021-10,2961.8873488621402
2021-11,2826.1699516666886
2021-12,2931.0501921277105
2022-01,2724.646803714622
2022-02,2719.1912979136177
2022-03,2744.183478537173
2022-04,2539.3398708249297
2022-05,2534.8307009611644
2022-06,2287.10577747073
2022-07,2476.3585897362846
2022-08,2409.9688919903856
2022-09,2167.872827575827
2022-10,2321.2425724600703
2022-11,2471.4849336083457
2022-12,2395.159883009862
2023-01,2606.4605240768483
2023-02,2556.6830793729714
2023-03,2504.344041087801
2023-04,2503.8545491768123
2023-05,2449.705613490233
2023-06,2601.3635199139057
2023-07,2735.640910836342
