Date,AC ASIA PACIFIC ex JAPAN SMALL CAP
1994-05,453.37400236679275
1994-06,441.91175518848735
1994-07,454.4948922087353
1994-08,486.707304145517
1994-09,495.32468993230594
1994-10,490.1465350880957
1994-11,452.4619038588592
1994-12,443.35196037002504
1995-01,398.7109965383946
1995-02,414.405750825759
1995-03,409.7811136806657
1995-04,402.73404183387464
1995-05,422.4938948412528
1995-06,424.58371205814257
1995-07,447.70240088031295
1995-08,442.45999759782256
1995-09,441.3501993515006
1995-10,424.8022264832737
1995-11,415.4692520352551
1995-12,430.1552673090773
1996-01,456.98200649958346
1996-02,468.18477076860097
1996-03,474.8589379171439
1996-04,503.7402599411512
1996-05,494.36000193406153
1996-06,493.044308582072
1996-07,467.4068961011544
1996-08,487.60220310537363
1996-09,495.9081677127185
1996-10,499.31849840075006
1996-11,515.085148863507
1996-12,508.8261958962958
1997-01,521.4561542481671
1997-02,552.0567555326248
1997-03,536.4181374116337
1997-04,517.3936577031947
1997-05,519.5838065955564
1997-06,524.3477328933469
1997-07,519.8172023705984
1997-08,462.0335736550663
1997-09,445.89562932563314
1997-10,347.3369327696509
1997-11,312.2377841360401
1997-12,284.3367937575121
1998-01,261.71399536385695
1998-02,313.90481419418296
1998-03,312.90015626327073
1998-04,290.51547245573244
1998-05,256.99491790213654
1998-06,223.70821157509147
1998-07,221.26813540737297
1998-08,189.37642318445492
1998-09,203.13571185004824
1998-10,236.04090768545387
1998-11,264.8221865561011
1998-12,268.34016059078425
1999-01,270.613148786187
1999-02,262.7493820863619
1999-03,283.83709468882375
1999-04,332.9703008798338
1999-05,335.5934501587548
1999-06,370.04365196600736
1999-07,363.1868017587072
1999-08,359.1512825264855
1999-09,343.0256008402266
1999-10,341.4912535598811
1999-11,355.83180943675404
1999-12,371.9290116744919
2000-01,366.69086184742054
2000-02,357.5219414927137
2000-03,357.184491458461
2000-04,321.4188460093191
2000-05,293.7189353766106
2000-06,301.9644565887908
2000-07,293.53515104474724
2000-08,292.8389797593791
2000-09,260.47412636141223
2000-10,240.7831681940669
2000-11,237.17762319218593
2000-12,234.69009390963214
2001-01,256.0482159829801
2001-02,254.76132619790238
2001-03,232.00652416004954
2001-04,237.63073834347182
2001-05,244.05470304899575
2001-06,242.73649487775367
2001-07,231.32084784381232
2001-08,235.55725540809945
2001-09,207.04573168442639
2001-10,217.74202285575146
2001-11,236.70171945443622
2001-12,247.72112207084828
2002-01,263.5667491420081
2002-02,268.0205087553154
2002-03,289.91044052371996
2002-04,292.048061348753
2002-05,293.2320281194202
2002-06,279.3849541806731
2002-07,267.46972277487646
2002-08,270.2529919253009
2002-09,243.60923126401832
2002-10,251.06519381230825
2002-11,258.4563102550294
2002-12,254.2114928098376
2003-01,267.4650561908152
2003-02,260.2500974751431
2003-03,252.40177330606346
2003-04,263.50861926149696
2003-05,289.38957544981025
2003-06,306.98509172396746
2003-07,321.6709091805354
2003-08,336.33032932512
2003-09,347.7478565693026
2003-10,373.5256879497472
2003-11,374.68286838341794
2003-12,398.01857022171464
2004-01,414.1234945009641
2004-02,431.77509066483617
2004-03,427.55750499657535
2004-04,404.95637176925914
2004-05,391.72502595893866
2004-06,385.9872930778769
2004-07,385.24203366475484
2004-08,399.46902967474034
2004-09,421.0300060498362
2004-10,437.52089588794564
2004-11,473.5132973554024
2004-12,495.27870125542375
2005-01,499.2430649008545
2005-02,526.6304786712524
2005-03,508.2208569303211
2005-04,493.7444027667521
2005-05,499.52407782092934
2005-06,524.3185612075376
2005-07,547.3621122475561
2005-08,544.2987511211778
2005-09,571.9464471920677
2005-10,537.6784930751649
2005-11,576.0442420893522
2005-12,602.9330220568035
2006-01,634.3059962457794
2006-02,636.8703943303535
2006-03,658.921627620192
2006-04,705.7770767731033
2006-05,667.5279575699036
2006-06,645.6415056177772
2006-07,649.310773761853
2006-08,669.1288267072229
2006-09,690.9189793651303
2006-10,725.0006124014944
2006-11,785.0048707286168
2006-12,812.2634906167854
2007-01,812.506762572179
2007-02,833.1647268664994
2007-03,872.1185097508853
2007-04,930.0485856508905
2007-05,1000.0
2007-06,1046.3888492683457
2007-07,1120.958184407349
2007-08,1050.242149855134
2007-09,1145.7276442709413
2007-10,1223.4449865468198
2007-11,1113.0463611995963
2007-12,1119.9867109797924
2008-01,965.2711111300316
2008-02,1036.8891659038454
2008-03,969.8086971102329
2008-04,1025.4304310076998
2008-05,1008.3747386508303
2008-06,882.4132533837796
2008-07,853.2160892164605
2008-08,787.3909490194629
2008-09,629.837368265621
2008-10,428.9593498652614
2008-11,396.0139061163987
2008-12,453.0383151448744
2009-01,417.2341638443797
2009-02,399.81559478429426
2009-03,464.1461168141539
2009-04,560.3704107663372
2009-05,702.5698099752924
2009-06,696.7507560771165
2009-07,788.0857813797624
2009-08,792.5669372870249
2009-09,860.661405943908
2009-10,868.8321434957808
2009-11,903.7431985963158
2009-12,957.0815856858952
2010-01,903.8376459739426
2010-02,909.05046950703
2010-03,990.3265789568949
2010-04,1015.8747591309434
2010-05,892.2168105915943
2010-06,901.4585633666535
2010-07,969.3798038362372
2010-08,969.5257529155986
2010-09,1099.3111714406768
2010-10,1141.7290134831094
2010-11,1115.8482371082482
2010-12,1194.4812293534512
2011-01,1165.268828707529
2011-02,1130.157810948763
