Date,AC ASIA PACIFIC ex JAPAN SMALL CAP
2011-03,1177.5963225883993
2011-04,1225.2878434201018
2011-05,1194.5822078694796
2011-06,1162.534901077831
2011-07,1193.6343308301743
2011-08,1074.7202622620305
2011-09,896.2384135380948
2011-10,1004.9278390161107
2011-11,922.6742130878323
2011-12,905.7863323733251
2012-01,998.9078147618881
2012-02,1084.0100171233062
2012-03,1043.3491018893542
2012-04,1030.7764668625334
2012-05,930.9304079390332
2012-06,947.5630372947326
2012-07,955.2686087540113
2012-08,973.8615390665549
2012-09,1034.7760958000326
2012-10,1032.5305253516176
2012-11,1053.946107063949
2012-12,1088.7512636494725
2013-01,1130.9944038482574
2013-02,1148.1287392215256
2013-03,1153.79251930242
2013-04,1170.3200334178964
2013-05,1150.352151565106
2013-06,1047.1058521838493
2013-07,1068.1259703822916
2013-08,1051.659763305244
2013-09,1121.0469874639514
2013-10,1154.1298733044441
2013-11,1127.4288654549546
2013-12,1130.3003014973635
2014-01,1102.8502334864393
2014-02,1153.7280590595794
2014-03,1174.0407908566128
2014-04,1176.2148962343972
2014-05,1204.6509045349428
2014-06,1223.529604819704
2014-07,1244.6131408164651
2014-08,1265.518758209448
2014-09,1198.7892885920116
2014-10,1185.1053951439883
2014-11,1159.3049547271023
2014-12,1138.9859409632948
2015-01,1149.6964701795343
2015-02,1185.0767690834216
2015-03,1192.31845995578
2015-04,1293.3951479521024
2015-05,1304.5770637461396
2015-06,1230.6135166074578
2015-07,1140.9278976576304
2015-08,1030.7133857455858
2015-09,1031.1585347694117
2015-10,1101.1184616957914
2015-11,1085.495391550158
2015-12,1097.4857244765783
2016-01,1006.5120537850332
2016-02,1002.2041836990651
2016-03,1099.8402691665494
2016-04,1110.8096900920682
2016-05,1087.1146500909838
2016-06,1103.1367639145483
2016-07,1156.5996997509185
2016-08,1173.4800648682433
2016-09,1190.390143262304
2016-10,1152.19221528236
2016-11,1116.559884800541
2016-12,1107.832379192883
2017-01,1151.3740048472246
2017-02,1205.263457470439
2017-03,1237.9695484661968
2017-04,1245.894144
2017-05,1257.879115
2017-06,1276.84623
2017-07,1313.192758
2017-08,1330.75431
2017-09,1335.899267
2017-10,1393.766843
2017-11,1427.356647
2017-12,1471.888198
2018-01,1547.598252
2018-02,1481.76922
2018-03,1458.5485471621648
2018-04,1464.8970124609048
2018-05,1468.3559554461813
2018-06,1388.1278355856373
2018-07,1392.2371722626858
2018-08,1381.4685137463018
2018-09,1340.3915026686143
2018-10,1186.9156100064868
2018-11,1248.0576357474663
2018-12,1212.2383925504703
2019-01,1275.642077325803
2019-02,1307.309144296844
2019-03,1329.9709068130267
2019-04,1333.6342057020934
2019-05,1266.7967141769568
2019-06,1311.7864793707085
2019-07,1293.66231124026
2019-08,1235.49960042616
2019-09,1259.5349676528729
2019-10,1296.808888
2019-11,1290.1219078836375
2019-12,1344.6697702429274
2020-01,1297.7581459809937
2020-02,1212.4432138655307
2020-03,959.7091375975558
2020-04,1117.001911770599
2020-05,1166.4693890809353
2020-06,1254.2684940415686
2020-07,1352.1697891307938
2020-08,1441.8944925175417
2020-09,1409.0334625529133
2020-10,1411.0281416481316
2020-11,1590.6186205514166
2020-12,1699.3630546690222
2021-01,1704.6407381373942
2021-02,1804.5165474492226
2021-03,1822.4093270395135
2021-04,1927.8737631097376
2021-05,1946.924873263256
2021-06,1985.060335196297
2021-07,1964.2159813011929
2021-08,1995.1140812877195
2021-09,1961.341013734164
2021-10,2003.5790290488853
2021-11,1941.5893555003195
2021-12,2026.2599688975909
2022-01,1873.2800925759632
2022-02,1864.186301229871
2022-03,1923.5460742073742
2022-04,1825.4646113325512
2022-05,1777.8359570129924
2022-06,1590.6509750932096
2022-07,1657.8605975280732
2022-08,1687.6151970713313
2022-09,1487.9443716051587
2022-10,1477.5109595033787
2022-11,1648.5518176851008
2022-12,1633.9114272847212
2023-01,1753.6456494240856
2023-02,1681.9381175771598
2023-03,1686.1634453729473
2023-04,1693.0704799394139
2023-05,1684.9033089488385
2023-06,1746.62791191497
2023-07,1850.2995726555173
