Date,ACFM EUROPE + CIS (E+C) SMALL CAP
2010-11,1000.0
2010-12,1125.4747754287423
2011-01,1145.3543914172596
2011-02,1167.3842851842348
2011-03,1188.5884928576554
2011-04,1280.994922277949
2011-05,1241.9648558006472
2011-06,1202.110009329381
2011-07,1153.6787904787814
2011-08,1031.6660952260959
2011-09,893.69267177327
2011-10,990.9502968737909
2011-11,927.0743683151302
2011-12,894.4394860085964
2012-01,985.5640650975934
2012-02,1067.1668132483878
2012-03,1063.9678194629303
2012-04,1060.790583002761
2012-05,921.0899299602975
2012-06,967.6147480825084
2012-07,973.2114433511937
2012-08,1018.0520042122293
2012-09,1072.5961224652149
2012-10,1092.3965257056977
2012-11,1103.212344324535
2012-12,1160.047027032899
2013-01,1228.870521589662
2013-02,1228.0969983865152
2013-03,1221.904244199543
2013-04,1263.1119853609737
2013-05,1287.8018207062223
2013-06,1233.3213803418528
2013-07,1339.6188474604542
2013-08,1342.0307966645341
2013-09,1451.873505938941
2013-10,1525.6447225667387
2013-11,1556.1473624646976
2013-12,1605.5153764191832
2014-01,1581.650720450662
2014-02,1724.7616376881726
2014-03,1701.9795263810188
2014-04,1693.2576586457305
2014-05,1708.9753176145757
2014-06,1698.588207656955
2014-07,1618.8184450948434
2014-08,1616.9584903432547
2014-09,1525.3717878125758
2014-10,1491.1750577581452
2014-11,1517.4005144946998
2014-12,1500.2742432307755
2015-01,1486.5262023973721
2015-02,1609.48235204672
2015-03,1569.4867688271956
2015-04,1661.8922683160174
2015-05,1685.1617349587934
2015-06,1661.0904716291018
2015-07,1702.3141872909632
2015-08,1634.7335203673024
2015-09,1578.8619725106928
2015-10,1661.492473460854
2015-11,1652.2638989003958
2015-12,1660.8934536220063
2016-01,1519.9257915191135
2016-02,1518.893120188179
2016-03,1647.5169965786517
2016-04,1670.8738839292712
2016-05,1692.1391537452073
2016-06,1541.701746156818
2016-07,1637.119565109812
2016-08,1657.2466491533512
2016-09,1689.4737298350824
2016-10,1608.544803854899
2016-11,1574.2835044868855
2016-12,1641.8707145129954
2017-01,1698.7593876826213
2017-02,1725.0004183932333
2017-03,1782.531753053672
2017-04,1903.436018
2017-05,1988.454773
2017-06,1970.447475
2017-07,2059.65123
2017-08,2065.65477
2017-09,2143.770625
2017-10,2155.738704
2017-11,2163.861457
2017-12,2233.240487
2018-01,2362.730123
2018-02,2246.832578
2018-03,2227.333869
2018-04,2277.22121098672
2018-05,2236.9795773699175
2018-06,2212.393561307088
2018-07,2246.3919726251133
2018-08,2218.0874796437643
2018-09,2174.1941742165027
2018-10,1961.3417712290504
2018-11,1896.1865642684568
2018-12,1792.531514
2019-01,1960.7978678976708
2019-02,2012.164120491842
2019-03,2009.5953583170656
2019-04,2099.6319539228025
2019-05,1971.666553848537
2019-06,2076.4795868547535
2019-07,2029.3094398903663
2019-08,1972.2308691914861
2019-09,2020.8658494421286
2019-10,2118.0188326128728
2019-11,2189.4157803819185
2019-12,2322.9957726048733
2020-01,2256.5963510346446
2020-02,2053.560743121085
2020-03,1615.7676703358445
2020-04,1798.0089473875544
2020-05,1922.0057262848647
2020-06,1970.216610040776
2020-07,2095.6111510002443
2020-08,2236.960838319307
2020-09,2180.266839
2020-10,2068.5662985745043
2020-11,2450.8148802226915
2020-12,2660.3410521827445
2021-01,2655.793148179627
2021-02,2757.651819881544
2021-03,2803.756464046528
2021-04,2981.088498043909
2021-05,3092.997061191958
2021-06,2983.995509687418
2021-07,3091.696918718197
2021-08,3186.831664747845
2021-09,2991.214581091518
2021-10,3094.707801825275
2021-11,2909.401302742702
2021-12,3065.006016482262
2022-01,2825.392565069621
2022-02,2709.284516311686
2022-03,2701.5311859990425
2022-04,2520.9924935607473
2022-05,2520.0846316168986
2022-06,2175.2839946211843
2022-07,2326.5814796754757
2022-08,2142.311466122029
2022-09,1862.4119205330226
2022-10,2013.9460121972468
2022-11,2235.864399384815
2022-12,2265.026698971057
2023-01,2469.273685097701
2023-02,2479.072450066922
2023-03,2434.0974681774474
2023-04,2516.0330191611442
2023-05,2375.8642410581133
2023-06,2451.4212235831797
2023-07,2570.322043455554
