Date,PACIFIC SMALL CAP
2000-12,100.0
2001-01,99.96528046698383
2001-02,100.4879765598437
2001-03,94.85667743230566
2001-04,105.93524406369616
2001-05,105.70037732892854
2001-06,104.65932238620316
2001-07,97.45827446142772
2001-08,98.84417033984394
2001-09,89.51752057682158
2001-10,92.74790234573224
2001-11,91.70491180503369
2001-12,84.60198233375884
2002-01,81.85525728486388
2002-02,84.77804338170671
2002-03,90.20390198758624
2002-04,94.16047605566413
2002-05,103.06520518915967
2002-06,98.88321303965493
2002-07,94.81498681561268
2002-08,93.9100084101358
2002-09,89.77229812485254
2002-10,83.83557394161234
2002-11,84.86520505195041
2002-12,83.97868461284888
2003-01,84.5940202625789
2003-02,87.15374977829374
2003-03,86.27251248319013
2003-04,89.59650903195053
2003-05,94.39061253621367
2003-06,103.28227456054807
2003-07,104.8225879558676
2003-08,115.5808366033649
2003-09,124.29496538999916
2003-10,133.83250544366894
2003-11,127.10071970333752
2003-12,136.00154811633055
2004-01,141.1551805394467
2004-02,142.3462591020103
2004-03,159.86477639361362
2004-04,153.58939359755834
2004-05,148.032251742545
2004-06,159.02465685758904
2004-07,151.2949549820948
2004-08,153.93383191196202
2004-09,153.6873824104383
2004-10,158.885023
2004-11,167.6356465081159
2004-12,175.4538704418828
2005-01,179.91790860383847
2005-02,184.15641377974703
2005-03,182.28115176713214
2005-04,180.3251596811304
2005-05,178.8891509552471
2005-06,183.70999100746323
2005-07,189.68131500844999
2005-08,194.12085677250388
2005-09,205.64733701913096
2005-10,204.6448553242955
2005-11,213.11901063181935
2005-12,235.40415415730286
2006-01,244.3792922381987
2006-02,233.10968739223907
2006-03,243.5784524367725
2006-04,248.65152799718152
2006-05,230.72290053320674
2006-06,224.75643122322057
2006-07,214.47907272727548
2006-08,220.5774575104367
2006-09,218.27824769942282
2006-10,221.6286007533159
2006-11,224.3891086534445
2006-12,228.07585220031925
2007-01,232.94903231246917
2007-02,240.61271640323858
2007-03,243.3468996825374
2007-04,246.30743536225438
2007-05,245.87812021322208
2007-06,249.34080063768465
2007-07,249.2687357831432
2007-08,233.84231151867945
2007-09,240.67634003084822
2007-10,252.3869846454021
2007-11,238.07422993153767
2007-12,228.149036943596
2008-01,209.40656729127673
2008-02,215.49826621326088
2008-03,210.7053557961342
2008-04,217.4508268666291
2008-05,222.56728131994453
2008-06,205.22440517666283
2008-07,197.62456384670844
2008-08,186.58050477283456
2008-09,162.84082741423768
2008-10,134.12101596259976
2008-11,135.200215988946
2008-12,146.85175453556195
2009-01,137.3746441511417
2009-02,121.23519291758655
2009-03,128.3913976094775
2009-04,138.7667123475728
2009-05,159.8961091313897
2009-06,168.53204022991596
2009-07,178.26547407607768
2009-08,188.01972596087867
2009-09,192.19811193852536
2009-10,188.81809058770247
2009-11,186.09977050672165
2009-12,186.46398025283284
2010-01,184.7764344151506
2010-02,187.89228485905812
2010-03,198.8996353431033
2010-04,204.3548838310411
2010-05,184.46747990679495
2010-06,184.6968797088103
2010-07,192.63577238203868
2010-08,189.90115939631806
2010-09,205.37101189925042
2010-10,207.88949907012466
2010-11,209.2243989788533
2010-12,230.42092145601876
2011-01,229.39380605168404
2011-02,235.54007751989545
2011-03,229.42322143395805
2011-04,233.33874560352197
2011-05,229.1230098101872
2011-06,230.99016261125357
2011-07,238.20960574463402
2011-08,225.91433562024648
2011-09,210.92160058991348
2011-10,216.85495229656453
2011-11,207.73561568081348
2011-12,207.51594676397983
2012-01,220.55121246156426
2012-02,228.26890204559368
2012-03,229.56761338639515
2012-04,227.8972914856441
2012-05,205.1524791421033
2012-06,211.8959710123218
2012-07,212.15728840726504
2012-08,212.61091169316722
2012-09,220.57255826138658
2012-10,219.24921962737474
2012-11,221.0199140541366
2012-12,227.46724420608058
2013-01,237.31842396950432
2013-02,243.4195223271175
2013-03,256.0995057131442
2013-04,266.2222488933481
2013-05,245.6449183562499
2013-06,238.10980256320468
2013-07,243.81116945064835
2013-08,242.297628445359
2013-09,267.03928166727496
2013-10,267.8226849462795
2013-11,262.93171665090466
2013-12,264.84091895358546
2014-01,260.2694550866168
2014-02,260.92688036316525
2014-03,263.250681117803
2014-04,260.6550187461926
2014-05,266.99004365620334
2014-06,280.06316847507816
2014-07,283.0825975287872
2014-08,282.45385186481064
2014-09,267.84010440946236
2014-10,263.91580833913366
2014-11,259.2404711047124
2014-12,259.14465153208056
2015-01,263.6411804873686
2015-02,274.15608133054
2015-03,276.65099335593294
2015-04,284.93767411484924
2015-05,286.9321588845297
2015-06,283.7524886050104
2015-07,279.38711142071605
2015-08,265.3641661293538
2015-09,257.0814681431723
2015-10,275.2757215335673
2015-11,277.24322797962407
2015-12,280.25193794095986
2016-01,260.67039856841967
2016-02,260.3636233933364
2016-03,280.59440941270566
2016-04,290.84614962619287
2016-05,289.6304606564628
2016-06,288.9769443692708
2016-07,306.11402960255464
2016-08,297.67520834100935
2016-09,311.1774753222594
2016-10,310.5202429777271
2016-11,298.5157404304495
2016-12,302.20311851641435
2017-01,313.20111761509435
2017-02,322.7244074283056
2017-03,323.94123935080745
2017-04,327.591086
2017-05,336.936886
2017-06,342.129126
2017-07,351.089825
2017-08,356.963913
2017-09,361.936149
2017-10,373.562646
2017-11,385.111717
2017-12,393.516554
2018-01,410.372338
2018-02,403.35577
2018-03,398.057879
2018-04,399.0008750908157
2018-05,398.8805755861844
2018-06,386.944446913288
2018-07,384.75061725868665
2018-08,381.2978971491957
2018-09,385.3357677621501
2018-10,349.12363746218875
2018-11,358.68083955039396
2018-12,331.46864905327914
2019-01,352.4328317921285
2019-02,358.3302666691199
2019-03,360.4479711579165
2019-04,364.14336518982014
2019-05,349.6803558904302
2019-06,360.4653719545062
2019-07,365.11520769094096
2019-08,357.31096220798355
2019-09,368.69365773851644
2019-10,384.52123456487476
2019-11,387.00312124145256
2019-12,395.8517853802844
2020-01,384.2888539539103
2020-02,341.15825029339805
2020-03,302.2228614129218
2020-04,330.44672926947925
2020-05,356.53634860133957
2020-06,358.85678524477015
2020-07,357.17657787144367
2020-08,386.22796966185865
2020-09,393.15148133995194
2020-10,385.68868249621465
2020-11,418.252998530861
2020-12,438.79302665582827
2021-01,436.6709068419878
2021-02,442.23038333838474
2021-03,454.65346376367893
2021-04,458.9392246858072
2021-05,457.19371319998197
2021-06,460.28214870275525
2021-07,456.8402580240062
2021-08,469.3522142640642
2021-09,468.1556570773855
2021-10,462.8870907337115
2021-11,436.2635770416971
2021-12,448.90458208878226
2022-01,418.99775844075583
2022-02,427.40150650980445
2022-03,428.1657875623025
2022-04,398.8943064622646
2022-05,395.7648308060495
2022-06,365.8614236109998
2022-07,387.33011049649275
2022-08,383.6331618968481
2022-09,347.73775535459345
2022-10,350.24928932033777
2022-11,384.12915924150303
2022-12,390.80514999693446
2023-01,413.10956817121394
2023-02,395.30372650250195
2023-03,402.01195922722303
2023-04,405.28692714649156
2023-05,395.4049785084696
2023-06,405.5019799631449
2023-07,422.59222134298443
