Date,THAILAND SMALL CAP
1994-05,3016.2177084414134
1994-06,2913.0727656425156
1994-07,2934.3751517022506
1994-08,2973.405797040576
1994-09,2875.8163108537997
1994-10,2809.0959384508024
1994-11,2488.3780166925667
1994-12,2480.2866516101712
1995-01,2189.1961517936393
1995-02,2255.774984566548
1995-03,2160.91321672645
1995-04,2071.17863511759
1995-05,2418.4777952566105
1995-06,2402.8034681653157
1995-07,2427.3673921107275
1995-08,2247.5606051277678
1995-09,2174.2881769637042
1995-10,2062.9182617978577
1995-11,1941.5479713518403
1995-12,2070.015956052257
1996-01,2180.5440489303282
1996-02,2097.2465543713024
1996-03,2008.1786103888933
1996-04,1968.3153253421306
1996-05,2005.8022072525928
1996-06,1946.2623888044493
1996-07,1729.5407750142144
1996-08,1749.2714510410017
1996-09,1727.3606085594283
1996-10,1476.4873770007966
1996-11,1443.9320306569489
1996-12,1363.3221579357082
1997-01,1266.3222106850428
1997-02,1144.9375019901208
1997-03,1114.5060707364037
1997-04,1030.8783794991664
1997-05,942.3541511003709
1997-06,806.9172672437728
1997-07,756.6946505557736
1997-08,593.4159755113286
1997-09,551.8184536243314
1997-10,419.4541014429109
1997-11,367.30358872913797
1997-12,285.48916767404774
1998-01,311.9080514665903
1998-02,463.8086673942443
1998-03,463.33112991696765
1998-04,431.05970223809487
1998-05,335.3554504543528
1998-06,255.99180120877637
1998-07,259.0843214159527
1998-08,215.0545548204013
1998-09,269.91015987357616
1998-10,390.89211093963087
1998-11,469.1805428918858
1998-12,442.5983580333704
1999-01,431.07130261784135
1999-02,401.81968840477873
1999-03,390.7587516893382
1999-04,557.4966897499089
1999-05,579.2853755962096
1999-06,732.3522301983214
1999-07,652.8536640114816
1999-08,588.9276727164427
1999-09,482.8026478240839
1999-10,527.724161604475
1999-11,545.2905321645964
1999-12,600.688215266899
2000-01,581.3957113606454
2000-02,442.5157263454235
2000-03,487.73150775456446
2000-04,481.055111335336
2000-05,390.4027907003032
2000-06,384.85504978903384
2000-07,322.37818134323135
2000-08,355.96469789064383
2000-09,326.501614370991
2000-10,301.2746859869609
2000-11,308.861449761195
2000-12,299.7047387658999
2001-01,374.77036306857946
2001-02,379.1948341164196
2001-03,315.1340584346812
2001-04,320.1412802057165
2001-05,337.19121810162875
2001-06,352.2415155092482
2001-07,322.2020773091872
2001-08,376.8934519768647
2001-09,299.8671466931171
2001-10,306.38601070702504
2001-11,342.33638453088906
2001-12,350.8513712910065
2002-01,403.96171054957955
2002-02,443.1405581571329
2002-03,453.1625438031259
2002-04,454.93628386714215
2002-05,518.5531898231238
2002-06,480.92772280884344
2002-07,476.2809962584266
2002-08,466.9361605619425
2002-09,417.42807592487145
2002-10,441.95434311030266
2002-11,446.34475329384105
2002-12,427.08490937229044
2003-01,442.2293425340727
2003-02,431.6268239483572
2003-03,427.269895897282
2003-04,454.6140578592464
2003-05,499.4738968990188
2003-06,567.3501749389436
2003-07,605.1084834034311
2003-08,656.6706320554506
2003-09,725.2397137430839
2003-10,800.6339413359691
2003-11,805.8721922381576
2003-12,891.5892032202581
2004-01,835.47265243906
2004-02,858.5750580106878
2004-03,766.7031935793243
2004-04,740.9971173452916
2004-05,693.7675597209319
2004-06,680.8889925901533
2004-07,640.9877504353436
2004-08,621.2404897568038
2004-09,634.8936969479481
2004-10,615.4370922207502
2004-11,689.7607819247195
2004-12,711.7659882587172
2005-01,785.9186579432946
2005-02,805.1906717981099
2005-03,746.3459347954716
2005-04,713.0974067702829
2005-05,737.2328638359713
2005-06,718.9675266376872
2005-07,692.2916381285247
2005-08,711.9258707918437
2005-09,753.0056891415906
2005-10,720.3718113077573
2005-11,685.3165864403925
2005-12,742.5708474498122
2006-01,808.9535268311238
2006-02,791.0882209735155
2006-03,806.5229994476599
2006-04,879.4627275933391
2006-05,800.5734853574432
2006-06,758.5575137094448
2006-07,771.5183844877822
2006-08,785.0345593745458
2006-09,787.672406213997
2006-10,860.3751880053911
2006-11,924.2224787528008
2006-12,850.1105908851504
2007-01,817.5162114207355
2007-02,883.7877115093768
2007-03,854.1864802270917
2007-04,917.6067022205879
2007-05,1000.0
2007-06,1077.6293568104243
2007-07,1179.2315234379632
2007-08,1081.9440397992594
2007-09,1130.3945614815539
2007-10,1165.823078633715
2007-11,1078.1817170161382
2007-12,1084.2871161838284
