Date,THAILAND SMALL CAP
2008-01,1008.0136528551764
2008-02,1135.87011173094
2008-03,1113.312272357898
2008-04,1140.958468631743
2008-05,1108.6326657110285
2008-06,958.6279757648012
2008-07,878.508288254219
2008-08,861.2003193798184
2008-09,749.425667585498
2008-10,447.49258566328194
2008-11,404.34279861556234
2008-12,482.10849736787867
2009-01,470.85839059475217
2009-02,443.6477795910173
2009-03,452.50712490831353
2009-04,552.760190471783
2009-05,686.0093058955309
2009-06,718.5818829709309
2009-07,763.2130674637539
2009-08,857.2999327996508
2009-09,982.4897900915048
2009-10,991.7035190649473
2009-11,991.6312095818192
2009-12,1045.186996888144
2010-01,998.6542663695163
2010-02,1032.229214047962
2010-03,1151.1141364792627
2010-04,1107.2830453617494
2010-05,1103.591167157497
2010-06,1233.445175884026
2010-07,1364.3306647915051
2010-08,1605.8047794696538
2010-09,1726.3742884574306
2010-10,1735.8707635347257
2010-11,1699.8346355250562
2010-12,1751.7491587390268
2011-01,1548.7811109742863
2011-02,1565.6568762479735
2011-03,1699.6443949516104
2011-04,1826.0301713368035
2011-05,1766.1584719704485
2011-06,1658.9421471999408
2011-07,1895.925242408759
2011-08,1814.462019449527
2011-09,1482.2849246843678
2011-10,1497.2254510066625
2011-11,1582.9108427238432
2011-12,1638.518142613869
2012-01,1769.0280342262727
2012-02,1918.3299310431391
2012-03,2003.8732156819901
2012-04,2085.177828727945
2012-05,1863.4162849605389
2012-06,1922.4191531030203
2012-07,2031.094186603809
2012-08,2095.07332272605
2012-09,2300.999313366699
2012-10,2356.0806721381427
2012-11,2414.0410458609904
2012-12,2528.9210846960164
2013-01,2910.1348611027393
2013-02,3247.4639820150724
2013-03,3408.7514098916204
2013-04,3438.103966673647
2013-05,3200.4331046507664
2013-06,2625.5439828609733
2013-07,2507.9720850165077
2013-08,2195.2368191033893
2013-09,2506.095344152921
2013-10,2626.7584783598436
2013-11,2421.461087333073
2013-12,2220.3669616048405
2014-01,2147.1028363272794
2014-02,2324.6566783546937
2014-03,2483.1376993035315
2014-04,2588.9584952132486
2014-05,2614.775422442055
2014-06,2783.6360645445816
2014-07,2893.622314630963
2014-08,3055.453211104364
2014-09,3079.5943118876353
2014-10,3047.392955632457
2014-11,3004.27550399852
2014-12,2804.8681915797188
2015-01,3036.971938510987
2015-02,3169.4839738123655
2015-03,2924.1703373818973
2015-04,2949.9326336501185
2015-05,2817.216496910636
2015-06,2810.909250574603
2015-07,2495.0473982104054
2015-08,2400.385340833291
2015-09,2385.5930085745536
2015-10,2526.4408490173846
2015-11,2490.986610159199
2015-12,2414.973031256149
2016-01,2364.0237581624956
2016-02,2425.2422947290884
2016-03,2576.120832623039
2016-04,2649.291742625074
2016-05,2618.7136190981014
2016-06,2792.318007903697
2016-07,2983.360264615144
2016-08,3036.495469472023
2016-09,2873.1014149620387
2016-10,2991.633759391521
2016-11,3030.1395766583923
2016-12,3096.2910157479596
2017-01,3212.238793137763
2017-02,3189.6430007578424
2017-03,3196.9207225888213
2017-04,3160.648716
2017-05,3219.188802
2017-06,3231.426927
2017-07,3186.135005
2017-08,3293.899547
2017-09,3488.690965
2017-10,3711.111939
2017-11,3700.851062
2017-12,3726.857209
2018-01,3942.414191
2018-02,3794.343542
2018-03,3675.594561
2018-04,3673.595263215015
2018-05,3535.6776761785704
2018-06,3003.2322713248177
2018-07,3222.912821255054
2018-08,3421.871683741958
2018-09,3635.3029996755076
2018-10,3281.743190936975
2018-11,3178.500815531693
2018-12,2919.7069846616987
2019-01,3240.325399702826
2019-02,3288.7492985929503
2019-03,3214.0127048465088
2019-04,3325.607033992063
2019-05,3240.718323765811
2019-06,3580.7433632112784
2019-07,3547.674100728014
2019-08,3420.603128813858
2019-09,3316.767214062204
2019-10,3249.4527578972843
2019-11,3209.7754051241013
2019-12,3209.103360023278
2020-01,2865.9476551114553
2020-02,2558.267575120143
2020-03,1916.9796266211524
2020-04,2445.283917148476
2020-05,2683.7779618844943
2020-06,2842.358511035098
2020-07,2877.422312149263
2020-08,2943.1367390804353
2020-09,2757.0187865506427
2020-10,2790.929666119131
2020-11,3230.9074356586375
2020-12,3360.314602014581
2021-01,3502.441993881068
2021-02,3715.6930900373172
2021-03,3846.0900819938806
2021-04,3888.816293471615
2021-05,3981.9433693156766
2021-06,3927.773500017441
2021-07,3696.5010965435035
2021-08,3944.8125576292327
2021-09,3709.2526752615972
2021-10,3859.1562362063987
2021-11,3720.1958884217815
2021-12,3931.486107367365
2022-01,3847.2347657591104
2022-02,3892.292376413632
2022-03,3923.6470629039222
2022-04,3871.8246609624025
2022-05,3859.934124213968
2022-06,3482.2106686347265
2022-07,3306.741049512814
2022-08,3488.3796808444945
2022-09,3180.9649256309117
2022-10,3173.5299272467614
2022-11,3522.170473744611
2022-12,3627.3536470644344
2023-01,3861.8939414525476
2023-02,3447.6449864124456
2023-03,3421.186244469935
2023-04,3266.7776385349116
2023-05,3137.9741977141407
2023-06,2959.9827642712553
2023-07,3106.8150871969406
