Date,RUSSIA SMALL GROWTH
1997-11,372.4158829225216
1997-12,318.5502647490222
1998-01,226.2719281916736
1998-02,242.3093032612543
1998-03,216.1627823163956
1998-04,195.50985873591623
1998-05,152.5467173050308
1998-06,126.33690002408801
1998-07,100.13315281474071
1998-08,70.52378032801155
1998-09,8.269509303892276
1998-10,22.296876245042466
1998-11,23.994776183911277
1998-12,15.920525306168319
1999-01,19.151599169806865
1999-02,19.10034665826299
1999-03,23.341687693665612
1999-04,21.937648228135668
1999-05,26.316959312280137
1999-06,36.900509413614046
1999-07,34.23748299679683
1999-08,31.19748703088817
1999-09,26.84262329774552
1999-10,29.463100911770148
1999-11,34.30565756355068
1999-12,39.958156741114124
2000-01,59.20048384277714
2000-02,66.81279966332532
2000-03,72.6967240167011
2000-04,68.12103284349651
2000-05,85.42652551349566
2000-06,74.42379382993475
2000-07,83.37812831261937
2000-08,94.49350334005636
2000-09,88.25194058741879
2000-10,84.67080260907859
2000-11,71.20697182843796
2000-12,70.96717219540213
2001-01,77.22418840894117
2001-02,82.23398245306898
2001-03,84.23210116164198
2001-04,85.56419072554375
2001-05,92.73614382741665
2001-06,94.52699799269692
2001-07,90.0127404858887
2001-08,94.45943885450372
2001-09,91.23957075109399
2001-10,97.89911044635046
2001-11,115.13562910186467
2001-12,129.35674428226903
2002-01,147.18956733048168
2002-02,157.94524992457215
2002-03,186.00919707475003
2002-04,197.37350809136188
2002-05,198.43584190324069
2002-06,169.7408053028195
2002-07,157.60486977952664
2002-08,164.05455601084552
2002-09,175.11403738734776
2002-10,200.23218432123667
2002-11,202.61112125391563
2002-12,187.27900929392092
2003-01,186.95632273189264
2003-02,199.78763760026408
2003-03,190.2784689619745
2003-04,201.67647737247418
2003-05,218.50108999282435
2003-06,230.5095495456617
2003-07,221.07344640676158
2003-08,288.9470802020992
2003-09,291.131422227791
2003-10,284.0846553098903
2003-11,270.80264636566034
2003-12,292.9423930016425
2004-01,306.155583516827
2004-02,322.59984198171446
2004-03,332.9152045137417
2004-04,301.07532924690696
2004-05,291.2138878131506
2004-06,291.1876228805151
2004-07,243.4066483060468
2004-08,273.26386590638305
2004-09,299.914753805283
2004-10,318.80766374150187
2004-11,293.1533095001954
2004-12,303.4724402681459
2005-01,321.49325796846773
2005-02,343.38480175986945
2005-03,320.6087292431683
2005-04,308.0121469258109
2005-05,323.4089461366102
2005-06,321.1448597107523
2005-07,355.57257397030855
2005-08,414.8024348133579
2005-09,507.80258524556507
2005-10,478.5191658954849
2005-11,495.9503711538499
2005-12,529.5824815829511
2006-01,584.065966306945
2006-02,677.5414166337681
2006-03,683.131776709698
2006-04,700.6185199261135
2006-05,610.932895180247
2006-06,559.2698197694602
2006-07,629.6247858696356
2006-08,659.0167866425846
2006-09,675.0888065717434
2006-10,693.5807649703287
2006-11,770.5544079798386
2006-12,928.1276220364686
2007-01,926.6635179252919
2007-02,934.7873751822186
2007-03,987.3180200758894
2007-04,1009.9643854405211
2007-05,1000.0
2007-06,1013.5594715802679
2007-07,1027.8405780907447
2007-08,955.659168051851
2007-09,942.5783114378139
2007-10,1015.1722724089601
2007-11,1010.6094432329243
2007-12,1046.32089349325
2008-01,966.4724765733504
2008-02,980.6706335572354
2008-03,1004.0804870410932
2008-04,950.9851789315948
2008-05,969.2060382801994
2008-06,957.8376292534036
2008-07,855.3420859111307
2008-08,767.2777437624054
2008-09,509.77449159863517
2008-10,248.3954008268019
2008-11,166.7580204106231
2008-12,135.35891132148268
2009-01,110.02780301647019
2009-02,106.76994363147733
2009-03,122.87489416113783
2009-04,197.24412470476764
2009-05,274.526619651902
2009-06,295.0522070713279
2009-07,329.0989367700133
2009-08,364.62717259438676
2009-09,427.68043834032153
2009-10,456.7733738523768
2009-11,429.6994721211437
2009-12,481.5455743669264
2010-01,513.7102033014627
2010-02,548.6710075921802
2010-03,628.0209290603573
2010-04,616.8654241212992
2010-05,522.3555184487117
2010-06,490.6281333891163
2010-07,512.0531291049231
2010-08,535.3812124800594
2010-09,577.2904072749058
2010-10,583.7321317152227
2010-11,615.1758168557543
2010-12,677.0539683273475
2011-01,689.2631385959648
2011-02,681.7593393822898
2011-03,680.0681448045535
2011-04,655.1860797710088
2011-05,595.9484381918445
2011-06,565.1876508933344
2011-07,586.5694281409594
2011-08,479.481237750739
2011-09,372.8512628853045
2011-10,405.6419115993218
2011-11,358.48871502636126
2011-12,311.23872677880746
2012-01,363.18720083475836
2012-02,382.7505045240093
2012-03,368.8803399531142
2012-04,343.60361305003534
2012-05,268.0312371847492
2012-06,277.1814665799385
2012-07,276.996880270576
2012-08,276.267674617239
2012-09,295.4940591763868
2012-10,284.1861915036612
2012-11,279.4163434162738
2012-12,299.8023434915574
2013-01,335.3284770201851
2013-02,324.7436720039515
2013-03,295.81936870777844
2013-04,278.63857819369133
2013-05,274.0080762029864
2013-06,270.4289190727286
2013-07,267.54374723455356
2013-08,247.83310606048673
2013-09,263.4542832460437
2013-10,274.9636038766226
2013-11,262.7181326115155
2013-12,282.31575851639656
2014-01,236.2438843051566
2014-02,229.51173295198507
2014-03,226.6931737333042
2014-04,219.32172083069696
2014-05,248.12654490281253
2014-06,245.5531877452665
2014-07,224.08711460822386
2014-08,244.3708712931637
2014-09,228.3942169223316
2014-10,203.33097645094335
2014-11,167.8151535378233
2014-12,101.49111266866895
2015-01,109.50753959768491
2015-02,138.24263186503273
2015-03,126.07525780876529
2015-04,146.04057889634498
2015-05,136.95088905386578
2015-06,127.63838567756244
2015-07,117.72525222763346
2015-08,110.36012371557638
2015-09,103.88358752786446
2015-10,124.98756258068981
2015-11,125.90043610369963
2015-12,114.78097153260575
2016-01,106.98505350662097
2016-02,107.01655443558975
2016-03,135.99927883995665
2016-04,147.85498426250518
2016-05,146.91914254006548
2016-06,156.3683745034193
2016-07,155.2944700816798
2016-08,174.9152751957824
2016-09,194.23431206753077
2016-10,209.29787638241746
2016-11,219.10973337979323
2016-12,247.57251588321805
2017-01,272.5322559792138
2017-02,260.8580338049851
2017-03,272.5792350748721
2017-04,274.900958
2017-05,279.18464
2017-06,271.37292
2017-07,294.263096
2017-08,312.70148
2017-09,311.241206
2017-10,303.175301
2017-11,276.251757
2017-12,268.850898
2018-01,273.8819
2018-02,280.079732
2018-03,279.355205
2018-04,251.99775231760017
2018-05,254.03859917856096
2018-06,248.2129234286389
2018-07,240.68167877942696
2018-08,227.54553218527448
2018-09,229.86635417730116
2018-10,215.12305291746193
2018-11,218.40436116303698
2018-12,207.250896
2019-01,225.34827694464016
2019-02,225.83097257561548
2019-03,220.1891643026784
2019-04,225.10348790985833
2019-05,221.84527085550155
2019-06,237.5508959932531
2019-07,244.3633510139621
2019-08,231.85368915128294
2019-09,232.9041481318957
2019-10,243.33529068108857
2019-11,250.0958901958939
2019-12,268.755744952513
2020-01,284.6419147514343
2020-02,246.93398432705754
2020-03,178.26249249725726
2020-04,192.58588937135767
2020-05,206.45133463872907
2020-06,223.47520962213315
2020-07,260.51549619910776
2020-08,271.8278316606229
2020-09,264.63295661170775
2020-10,246.63240275204203
2020-11,314.3106663194589
2020-12,327.4973838650736
2021-01,378.6483026230003
2021-02,452.8492552622313
2021-03,449.4516863066573
2021-04,440.19875680333087
2021-05,459.73082037303885
2021-06,465.1373325753285
2021-07,464.1052772866066
2021-08,480.43576996268257
2021-09,469.54192210836766
2021-10,493.62619467196436
2021-11,436.3204436567117
2021-12,423.48802602821064
2022-01,386.8030947420071
2022-02,194.26975455953587
