Date,CHILE SMALL CAP
2018-05,1225.9068551984315
2018-06,1132.3325361984455
2018-07,1158.5107172879045
2018-08,1068.1201538272612
2018-09,1140.0203291224086
2018-10,1037.8259466845268
2018-11,1089.2847119401895
2018-12,1065.5665611391905
2019-01,1191.9548777968403
2019-02,1177.1758087932337
2019-03,1125.1832451270448
2019-04,1130.97432431403
2019-05,1046.9089684500334
2019-06,1136.4146292574328
2019-07,1072.3803724013785
2019-08,988.0552227049199
2019-09,1028.5488285750437
2019-10,901.2195818270914
2019-11,758.8007647036043
2019-12,856.4448908819177
2020-01,771.0861879914131
2020-02,684.1313464753458
2020-03,532.9556184501561
2020-04,631.1413127008689
2020-05,627.5789733700069
2020-06,681.567064753459
2020-07,734.9062767218313
2020-08,718.820585595039
2020-09,650.3611420504496
2020-10,616.1925934360304
2020-11,703.0486656242338
2020-12,779.5888137935219
2021-01,761.2642703871771
2021-02,808.1642928149083
2021-03,851.7887883080239
2021-04,809.0573417528963
2021-05,769.2409810979968
2021-06,772.0247732092918
2021-07,726.3875105540502
2021-08,721.5847730626606
2021-09,638.1892349008785
2021-10,612.0698564152069
2021-11,630.8945242420291
2021-12,651.9988073732844
2022-01,726.7171034760337
2022-02,662.2313602385901
2022-03,733.0765089054132
2022-04,648.1665269544519
2022-05,740.1322471254695
2022-06,591.1581284885591
2022-07,665.396801412211
2022-08,736.2146624548401
2022-09,625.3701043836595
2022-10,647.0709266703306
2022-11,708.5884386529477
2022-12,820.9709535957738
2023-01,869.8304477744524
2023-02,845.6841318508824
2023-03,925.4814200969276
2023-04,928.3727490601602
2023-05,957.9019668214409
2023-06,1031.7048584465458
2023-07,1076.0801652644273
