Date,CZECH REPUBLIC SMALL CAP
2022-01,1264.2655906145217
2022-02,1200.2076411727003
2022-03,1316.6881301514024
2022-04,1253.5945234974545
2022-05,1321.883473170702
2022-06,1230.7920840766283
2022-07,1230.0051107783622
2022-08,1213.915786715625
2022-09,1171.0074079546553
2022-10,1197.2801640118232
2022-11,1285.920824714785
2022-12,1323.4415976599457
2023-01,1400.311082570756
2023-02,1409.628050479793
2023-03,1460.9793149495592
2023-04,1486.5077756050587
2023-05,1457.10728326095
2023-06,1471.7779146266626
2023-07,1501.466156395358
