Date,CZECH REPUBLIC SMALL CAP
1995-05,194.01278640483912
1995-06,188.02048446817693
1995-07,199.54394145239212
1995-08,217.72549974632557
1995-09,246.18844365148033
1995-10,231.9504400054698
1995-11,217.3859355451095
1995-12,220.46213700904525
1996-01,222.43057475041064
1996-02,233.29073438723313
1996-03,244.12168237349903
1996-04,245.58131087315263
1996-05,260.87028513247276
1996-06,271.2287861153778
1996-07,300.2712976268223
1996-08,323.40358652429217
1996-09,304.0447903930701
1996-10,264.4349278172837
1996-11,268.59648916595836
1996-12,273.6073343429983
1997-01,277.82199789910607
1997-02,275.83872208505323
1997-03,257.8661426641952
1997-04,232.7931090143289
1997-05,206.2632022870754
1997-06,205.70501339477457
1997-07,199.7263322799025
1997-08,206.31680373426997
1997-09,205.95701635450297
1997-10,201.0947286300075
1997-11,186.86722853139614
1997-12,190.8275843074798
1998-01,178.30363865428052
1998-02,185.66822663305553
1998-03,195.05415398056934
1998-04,186.49142709862522
1998-05,180.3224663835589
1998-06,173.6668409055016
1998-07,185.14910113912288
1998-08,149.2451816551669
1998-09,148.93624695448887
1998-10,154.5310734698086
1998-11,146.37161838583532
1998-12,144.3961991674373
1999-01,127.9130246693478
1999-02,110.62553116758606
1999-03,113.97746840045181
1999-04,120.51069064697384
1999-05,152.3298975418407
1999-06,156.6831971948879
1999-07,171.78241150562778
1999-08,172.20469365084182
1999-09,184.39953123740014
1999-10,172.210843686099
1999-11,153.8549643244609
1999-12,144.55493105183987
2000-01,157.41646902687535
2000-02,161.6004665750816
2000-03,161.00822282702353
2000-04,147.27129447111162
2000-05,139.51421640977793
2000-06,137.22869982814024
2000-07,137.35701966252716
2000-08,127.35244817511793
2000-09,126.22848520081692
2000-10,123.88830108823021
2000-11,117.06726129312511
2000-12,124.00159418763828
2001-01,134.7072059931973
2001-02,132.25609924139692
2001-03,133.11443586109436
2001-04,137.64350252025233
2001-05,133.30827269076156
2001-06,129.55797146190235
2001-07,129.13198317329545
2001-08,133.0621000867294
2001-09,127.87616217018017
2001-10,132.99553350566808
2001-11,143.48581392689988
2001-12,128.09817754349302
2002-01,131.98760990016817
2002-02,139.40219611423532
2002-03,144.71008302963293
2002-04,155.21169278923196
2002-05,165.1130572039904
2002-06,165.70176489544755
2002-07,174.33294522071728
2002-08,172.95897306126125
2002-09,186.3355862231456
2002-10,163.905702635876
2002-11,167.67326453267071
2002-12,169.11166522807846
2003-01,169.9913017407905
2003-02,175.81930261867228
2003-03,191.27821944232565
2003-04,208.57314922762174
2003-05,241.4254949472759
2003-06,252.82348306003618
2003-07,255.78689219320165
2003-08,256.4922958431097
2003-09,270.13592518386326
2003-10,283.95621132014367
2003-11,297.9430286138864
2003-12,321.13865608828866
2004-01,310.88568725825286
2004-02,335.07931049809554
2004-03,354.05883900352273
2004-04,403.35730624503935
2004-05,393.30299565738903
2004-06,387.7026501946805
2004-07,385.26355883823106
2004-08,387.00460684466947
2004-09,404.5739005481065
2004-10,418.91288793606043
2004-11,461.46110670047426
2004-12,526.428421820527
2005-01,579.6324670198647
2005-02,699.8708613136339
2005-03,616.2949623899705
2005-04,604.4543017157472
2005-05,570.3801354294985
2005-06,591.0220047455506
2005-07,620.6019529678008
2005-08,706.5658419398831
2005-09,781.0910010502076
2005-10,746.2528013430815
2005-11,741.5506612393339
2005-12,767.5633550830651
2006-01,888.1008369905712
2006-02,858.7722980540458
2006-03,869.2916539594528
2006-04,846.7258739403912
2006-05,727.2265173376288
2006-06,736.7548841107157
2006-07,775.5377428960167
2006-08,756.9049386347236
2006-09,790.1918702280052
2006-10,815.5733349220699
2006-11,851.1554009974083
2006-12,890.121430827492
2007-01,874.0687850516542
2007-02,832.273221552854
2007-03,936.5723274426535
2007-04,987.7924302848572
2007-05,1000.0
2007-06,1026.6202944972758
2007-07,1050.6041149562093
2007-08,1020.3087888981112
2007-09,1134.5709604454491
2007-10,1240.1372168735438
2007-11,1208.666944754587
2007-12,1233.096459269287
2008-01,1115.7049575123485
2008-02,1162.6752819526537
2008-03,1106.4142012605098
2008-04,1044.2707425944718
2008-05,1043.1837408769775
2008-06,857.1688829087749
2008-07,916.3752186550173
2008-08,930.7801662677074
2008-09,806.9831915843112
2008-10,627.2685386467815
2008-11,760.9783439504016
2008-12,727.70330012745
2009-01,675.077086079518
2009-02,626.6075374371666
2009-03,664.7146127974955
2009-04,787.60845899
2009-05,892.831255000831
2009-06,953.7954496779977
2009-07,1025.665062169749
2009-08,1280.9068510799327
2009-09,1467.124214040719
2009-10,1244.8990637374545
2009-11,1229.0457024056768
2009-12,1204.8291847794715
2010-01,1326.006603552363
2010-02,1244.2325920538387
2010-03,1377.6587351751564
2010-04,1579.6937394780628
2010-05,1346.7072170876545
2010-06,1308.7429751825894
2010-07,1546.2039462224097
2010-08,1553.8790830177222
2010-09,1650.613708490159
2010-10,1632.730336457054
2010-11,1506.3225612903045
2010-12,1619.4036464396086
2011-01,1566.4660007352504
2011-02,1541.747401542156
2011-03,1640.6863780204537
2011-04,1831.7794365617647
2011-05,1717.1130095369845
2011-06,1666.7214899011497
2011-07,1624.6520316854771
2011-08,1518.8212765817639
2011-09,1245.173376384932
2011-10,1395.8920434746194
2011-11,1276.77074863842
2011-12,1185.4074782276584
2012-01,1197.925085207746
2012-02,1237.496369210096
2012-03,1236.6118587189694
2012-04,1249.4049175783107
2012-05,1079.5409002154765
2012-06,1110.993572950527
2012-07,1084.4987086484405
2012-08,1133.371776669082
2012-09,1188.7017589849706
2012-10,1141.2121864691892
2012-11,1126.1838049426735
2012-12,1211.7844274166903
2013-01,1232.667450404468
2013-02,1179.8284803401443
2013-03,1082.6380584138742
2013-04,1136.7939400230935
2013-05,1127.357335899133
2013-06,1103.77671141358
2013-07,1170.87407734881
2013-08,1256.5374616360568
2013-09,1334.2853058590629
2013-10,1170.4834866503388
2013-11,1097.049049320582
2013-12,1203.6675564966883
2014-01,1142.505869013583
2014-02,1299.3778087651651
2014-03,1187.8059183254304
2014-04,1158.1523243661015
2014-05,1151.9516882133516
2014-06,1163.240619580034
2014-07,1135.07370658046
2014-08,1105.5636484903578
2014-09,1063.6336447451758
2014-10,1053.329580028952
2014-11,1122.6304767671568
2014-12,1114.3048655412308
2015-01,1053.1074508605398
2015-02,1110.7339138197333
2015-03,1012.2043537603696
2015-04,1075.8566782749594
2015-05,1060.7668585295805
2015-06,1049.4727510168834
2015-07,1081.444745066768
2015-08,1148.7573568180535
2015-09,1165.1294267663657
2015-10,1164.9233231045657
2015-11,1164.437753348277
2015-12,1284.6173570266405
2016-01,1255.4050079181077
2016-02,1263.4247469663608
2016-03,1368.030466718926
2016-04,1450.4755421129992
2016-05,1380.7833279344134
2016-06,1328.1435147373102
2016-07,1393.0543299701658
2016-08,1369.7711185574071
2016-09,1349.576821931236
2016-10,1356.307169880003
2016-11,1370.5950900042478
2016-12,1364.8069057557873
2017-01,1434.4440646181824
2017-02,1453.882943736753
2017-03,1493.505419542199
2017-04,1734.395099
2017-05,1860.682849
2017-06,1932.465418
2017-07,2090.241437
2017-08,2092.995743
2017-09,2066.901537
2017-10,2112.023952
2017-11,2205.827338
2017-12,2204.851092
2018-01,2293.882194
2018-02,2219.277473
2018-03,2159.700324
2018-04,2163.8777045074444
2018-05,1903.773702670551
2018-06,2018.3705799355096
2018-07,1921.1549091242323
2018-08,1865.964777844727
2018-09,1794.5414277565335
2018-10,1672.651062553669
2018-11,1670.2112114280515
2018-12,1367.5439527415672
2019-01,1539.1257736208731
2019-02,1737.6628010936427
2019-03,1976.4064338785072
2019-04,1997.5720325342775
2019-05,1837.2552717700376
2019-06,2012.105741611306
2019-07,2070.865201230685
2019-08,2037.8377608647424
2019-09,2024.9588431610957
2019-10,2036.4994255553272
2019-11,2087.3139683771337
2019-12,2172.6884891104232
2020-01,2168.560856665843
2020-02,2015.6238584399762
2020-03,1621.0355345207395
2020-04,1891.8903888755058
2020-05,1975.3853460164073
2020-06,1760.8784516675198
2020-07,1895.4665384718744
2020-08,2052.819947833473
2020-09,2077.8803994771174
2020-11,1000.0
2020-12,1065.8432105948277
2021-01,1088.0296844927907
2021-02,1090.6244025290341
2021-03,1080.2936506593237
2021-04,1123.9543704814532
2021-05,1165.4768485825807
2021-06,1102.896432791702
2021-07,1122.6800136247984
2021-08,1206.7811885154006
2021-09,1207.8739227992528
2021-10,1181.726850493063
2021-11,1146.6603040331183
2021-12,1223.9236580024724
