Date,MEXICO SMALL CAP
1996-05,279.8479607922183
1996-06,282.8410661604739
1996-07,274.55197813477685
1996-08,293.28715539838936
1996-09,298.6103150741972
1996-10,270.69192055658056
1996-11,274.587721531016
1996-12,274.63685646988057
1997-01,295.2988477393795
1997-02,298.98581628149975
1997-03,288.3657517306831
1997-04,287.7024138111491
1997-05,300.16760722211365
1997-06,325.0795820417153
1997-07,368.8150142134778
1997-08,355.8905989309143
1997-09,389.45730206945206
1997-10,333.18348164216053
1997-11,356.6997616618015
1997-12,380.1379209448237
1998-01,326.5501898447333
1998-02,323.6937543957121
1998-03,328.7636001685966
1998-04,333.8151291177363
1998-05,285.8924671807089
1998-06,258.0951991186663
1998-07,246.96507249441925
1998-08,173.44753739909265
1998-09,171.6805884871973
1998-10,171.33228094280017
1998-11,178.089559937188
1998-12,185.97762725061267
1999-01,170.63939407141572
1999-02,174.56804855811515
1999-03,197.69866445854095
1999-04,210.9897931273514
1999-05,194.22423414553867
1999-06,205.46037924914245
1999-07,194.01060137452504
1999-08,203.39986742451552
1999-09,194.88907350390264
1999-10,190.61859938781623
1999-11,218.09108747637586
1999-12,234.35039004712837
2000-01,223.9718674019056
2000-02,231.07117989891427
2000-03,234.9969104578263
2000-04,223.67203727485295
2000-05,212.2555326832006
2000-06,214.20334055677205
2000-07,223.42892434915123
2000-08,225.15020591848938
2000-09,216.69677797655007
2000-10,200.73220238396922
2000-11,201.58670865492775
2000-12,194.16063268490586
2001-01,193.57744465374407
2001-02,192.57398407970737
2001-03,202.48104645138073
2001-04,212.19339763220046
2001-05,219.17839350713894
2001-06,215.30574060450826
2001-07,206.73138493211505
2001-08,199.0955521524879
2001-09,174.55053098142653
2001-10,183.70150335172957
2001-11,192.9729097625397
2001-12,209.78064148052027
2002-01,217.74346597202208
2002-02,223.3719826768055
2002-03,241.57866092513333
2002-04,248.9241111170934
2002-05,254.59592286895912
2002-06,227.58246671818526
2002-07,220.4468714452182
2002-08,217.52752069626504
2002-09,192.51812716781333
2002-10,195.8777213708876
2002-11,200.86729439935488
2002-12,189.5482718774645
2003-01,176.70782835244057
2003-02,176.72006113863952
2003-03,178.34774912426244
2003-04,210.4529279185917
2003-05,218.9052778542815
2003-06,225.12231636289746
2003-07,234.05665000350228
2003-08,230.74782977666075
2003-09,245.09586395036766
2003-10,271.8501617164583
2003-11,276.77462263908205
2003-12,302.79347898270004
2004-01,335.3377107142877
2004-02,360.8425442206568
2004-03,371.9195513281366
2004-04,334.7047872508658
2004-05,334.73776519176954
2004-06,335.10112316258153
2004-07,333.2638876509832
2004-08,339.75263560210743
2004-09,362.69913362468446
2004-10,368.71161618911634
2004-11,405.12348239016836
2004-12,437.7287307512605
2005-01,454.82379116440427
2005-02,470.82758998947696
2005-03,425.44645376774844
2005-04,408.3818732609516
2005-05,431.625318819713
2005-06,453.9047867429489
2005-07,491.97817544531273
2005-08,485.6563162546263
2005-09,521.6836068500126
2005-10,496.94427747963385
2005-11,531.9337892390686
2005-12,556.3349053285913
2006-01,599.3502693210228
2006-02,595.327863441899
2006-03,590.709771267251
2006-04,609.9937808474615
2006-05,578.2864591236242
2006-06,568.8971088926351
2006-07,625.0778016790789
2006-08,640.9966475930453
2006-09,673.1184696686865
2006-10,723.1573910602141
2006-11,744.6679546179745
2006-12,819.169011255919
2007-01,846.3260594543042
2007-02,828.2457429751905
2007-03,907.2423272774759
2007-04,920.2455147094208
2007-05,1000.0
2007-06,1023.3508460048934
2007-07,1051.0509396259138
2007-08,993.3373504024287
2007-09,1010.6126597033743
2007-10,1057.4881984250183
2007-11,951.2037074912969
2007-12,994.0520202241743
2008-01,912.9656865370787
2008-02,921.0562603436892
2008-03,931.1542999463073
2008-04,971.9882135792551
2008-05,1022.2986986407557
2008-06,949.5316555422505
2008-07,885.5815861366764
2008-08,820.7571507856178
2008-09,676.649696683494
2008-10,447.5310577559769
