Date,SRI LANKA SMALL CAP
2010-11,1000.0
2010-12,1027.9710584856216
2011-01,1097.4980454990605
2011-02,1113.9610301643834
2011-03,1094.4619012851194
2011-04,1102.114539016877
2011-05,1082.560882489159
2011-06,982.8861477307463
2011-07,982.401347627638
2011-08,951.9444991556485
2011-09,915.5196992780515
2011-10,858.9030634296997
2011-11,793.4762508988028
2011-12,805.3175010638722
2012-01,744.9525293503004
2012-02,686.351755191743
2012-03,651.8069354870422
2012-04,643.5377597197378
2012-05,563.0621206067259
2012-06,556.3873922486891
2012-07,565.0776765212279
2012-08,602.2752399114988
2012-09,717.7980972576638
2012-10,653.6555356216408
2012-11,643.7889202734956
2012-12,689.3410032497488
2013-01,738.2559964992616
2013-02,730.2731038957857
2013-03,747.7382975201026
2013-04,791.316976194011
2013-05,880.3394412049253
2013-06,802.5022859526359
2013-07,782.754446078548
2013-08,736.9979183412571
2013-09,727.1783981992875
2013-10,743.2837893780345
2013-11,732.2621887425906
2013-12,748.5333604890463
2014-01,803.7101087604377
2014-02,779.9012127527244
2014-03,782.6959312417827
2014-04,830.8117122186127
2014-05,835.8882858474983
2014-06,861.6382377743452
2014-07,915.2484159788879
2014-08,955.4578665237808
2014-09,1022.3673248204108
2014-10,1028.4145086769804
2014-11,993.3599504567352
2014-12,1045.654695402468
2015-01,1052.0344779252912
2015-02,1120.1865477953684
2015-03,1060.6508436015151
2015-04,1117.2338595913793
2015-05,1123.820091898778
2015-06,1080.3570806170517
2015-07,1133.870900098723
2015-08,1102.5109533896823
2015-09,1002.7507037077796
2015-10,999.1672823036496
2015-11,954.6859304550343
2015-12,950.933701279792
2016-01,871.7788415117543
2016-02,841.2066642643678
2016-03,830.5751447089452
2016-04,902.1251322599355
2016-05,878.8891527508696
2016-06,856.5223973003611
2016-07,888.9218559725763
2016-08,930.4012060976119
2016-09,933.9068959939542
2016-10,920.2569228111079
2016-11,875.0675153576403
2016-12,888.8937853141202
2017-01,893.1159351882687
2017-02,917.9123374070069
2017-03,900.2808607162917
2017-04,955.908137
2017-05,974.343569
2017-06,997.54196
2017-07,960.157662
2017-08,935.818065
2017-09,935.533122
2017-10,1016.377655
2017-11,986.391652
2017-12,974.914637
2018-01,968.352069
2018-02,977.667343
2018-03,961.979599
2018-04,960.7208879992122
2018-05,954.4076451252748
2018-06,910.8685297376439
2018-07,885.3113807202424
2018-08,826.8262466790848
2018-09,726.3356937876729
2018-10,682.5299244660813
2018-11,691.2785073674889
2018-12,664.2635239104867
2019-01,662.4352436108323
2019-02,629.2944968873343
2019-03,587.4874372471404
2019-04,566.5310070609997
2019-05,527.6564462029677
2019-06,524.9926363087548
2019-07,651.619704189682
2019-08,615.5822340589151
2019-09,556.78318328957
2019-10,599.9172501025686
2019-11,618.9300831815638
2019-12,585.5613493937475
2020-01,569.5358258818179
2020-02,541.001772202945
2020-03,383.41184669319796
2020-04,380.8960209274942
2020-05,380.7464757085471
2020-06,442.3127716205987
2020-07,430.06977110000634
2020-08,461.0183722702632
2020-09,488.52447330429146
2020-10,440.3959245817594
2020-11,446.42550279621173
2020-12,480.93892324653683
2021-01,595.9127308790568
2021-02,495.7572692658451
2021-03,501.6534621941582
2021-04,491.30110335250004
2021-05,514.2508117438181
2021-06,510.2028813417891
2021-07,536.9893084757866
2021-08,767.3361968415564
2021-09,820.9846842245793
2021-10,881.0500257100459
2021-11,1007.7442333498018
2021-12,1014.0227123862921
2022-01,1024.4502313354287
2022-02,981.9609648767922
2022-03,547.4460672850252
2022-04,378.3822557704767
2022-05,406.43052851269795
2022-06,362.85513355856926
2022-07,368.0245524297992
2022-08,369.2070535821087
2022-09,396.7656947140372
2022-10,349.54376202008547
2022-11,373.85482416273334
2022-12,358.03456001646913
2023-01,400.48400724903865
2023-02,447.1678767771752
2023-03,551.6686310919541
2023-04,518.2213718648687
2023-05,560.6231796236818
2023-06,612.4180479116607
2023-07,750.6135427006052
