Date,NETHERLANDS SMALL CAP
2000-12,100.0
2001-01,103.35248562424412
2001-02,101.67869916175204
2001-03,90.14423525085341
2001-04,96.07872649188106
2001-05,94.10296765022872
2001-06,88.55449173539785
2001-07,88.29860951482016
2001-08,87.7957829996221
2001-09,74.04939875578178
2001-10,80.1783451606285
2001-11,85.2348702953498
2001-12,87.96182939866019
2002-01,86.67792179334917
2002-02,88.39359356010654
2002-03,94.5701720110954
2002-04,93.81008233093122
2002-05,92.47687288880262
2002-06,87.99909716705814
2002-07,76.32062825605068
2002-08,72.63006736373504
2002-09,59.94846490443826
2002-10,66.64498482236056
2002-11,69.53744964966401
2002-12,70.09265924458415
2003-01,64.96963280159764
2003-02,58.37665760254503
2003-03,58.72703645017312
2003-04,68.86293794229177
2003-05,78.80408426803996
2003-06,82.273363743976
2003-07,82.53964073156794
2003-08,87.6355492636992
2003-09,90.73605098156835
2003-10,97.00520491964645
2003-11,100.72473106112832
2003-12,107.30305228746222
2004-01,116.30246476331841
2004-02,122.87353044245218
2004-03,120.16048306366888
2004-04,114.50889403392992
2004-05,113.85989166528977
2004-06,117.31367994769658
2004-07,110.57964258471014
2004-08,110.06028225965214
2004-09,115.84426719999804
2004-10,116.58557727592577
2004-11,128.80981962630486
2004-12,135.90984749919372
2005-01,136.40002293518603
2005-02,146.3641538798734
2005-03,140.05406711372666
2005-04,133.7858972875636
2005-05,139.12252356819437
2005-06,146.4017263927697
2005-07,155.790304297406
2005-08,159.5632380548986
2005-09,163.7777728482695
2005-10,154.17656046486687
2005-11,159.6409405084563
2005-12,167.93419802481029
2006-01,188.09472332294675
2006-02,197.71144627341033
2006-03,209.00519000791462
2006-04,222.35247561058762
2006-05,205.4873789756743
2006-06,203.10652176847816
2006-07,202.350629606469
2006-08,200.15675656282772
2006-09,199.80304852947907
2006-10,206.6462371245401
2006-11,217.85074429926217
2006-12,232.04070614715553
2007-01,237.74997282952182
2007-02,239.20519957503097
2007-03,251.32488255488008
2007-04,270.805354212275
2007-05,275.27124986208764
2007-06,272.7057882961082
2007-07,278.5394795766972
2007-08,264.9228198229008
2007-09,263.0497112003717
2007-10,281.8100190846273
2007-11,258.8280351982013
2007-12,252.62936512971615
2008-01,227.10005575526807
2008-02,250.6240695488089
2008-03,257.94939130343465
2008-04,266.5526084455395
2008-05,273.2349590814036
2008-06,242.0218550064485
2008-07,228.21097671472978
2008-08,224.50367852043033
2008-09,183.58170916220016
2008-10,133.00025283270963
2008-11,114.05188547284808
2008-12,128.90319956362538
2009-01,117.72873540251017
2009-02,106.89674857517022
2009-03,115.04264799192383
2009-04,135.32798952575382
2009-05,156.88286693277908
2009-06,156.73372622373753
2009-07,171.0681151059405
2009-08,196.6879062760402
2009-09,209.4562256879401
2009-10,205.73841861312758
2009-11,215.00887881349612
2009-12,216.58245968701678
2010-01,211.83898278394489
2010-02,206.1841363792025
2010-03,219.7061610839099
2010-04,217.15591793604418
2010-05,185.0018000276252
2010-06,181.8523059887454
2010-07,198.78749560528345
2010-08,188.84752696564897
2010-09,225.6358309231309
2010-10,240.33038005822715
2010-11,224.50471992190353
2010-12,254.803313149048
2011-01,253.1696412456552
2011-02,257.45612432091207
2011-03,270.46244939646255
2011-04,288.86830893565354
2011-05,275.056965313811
2011-06,261.1619941025208
2011-07,236.2949129939479
2011-08,212.10991656668915
2011-09,186.91865543388263
2011-10,200.9097378741132
2011-11,178.22776300361448
2011-12,178.2846452049848
2012-01,195.39895852652734
2012-02,212.07868928036936
2012-03,215.6302458296075
2012-04,201.769223823529
2012-05,176.2588153057564
2012-06,185.1934065844126
2012-07,177.84691238737676
2012-08,183.31223037244715
2012-09,189.8402134187773
2012-10,196.6295424219597
2012-11,197.70382470930042
2012-12,210.70800589475238
2013-01,223.9562720850759
2013-02,208.63341493482713
2013-03,205.3861020808926
2013-04,214.69292664926823
2013-05,220.10250396471469
2013-06,207.69884966436226
2013-07,227.19034338481305
2013-08,223.48011557334414
2013-09,244.84269514255496
2013-10,259.2937984909836
2013-11,259.9912788774326
2013-12,264.6476045843609
2014-01,260.1740577087936
2014-02,267.0150187334678
2014-03,270.38445070848013
2014-04,269.4615153687283
2014-05,266.40696200311044
2014-06,262.3401642617479
2014-07,242.76682102273213
2014-08,239.54039481263194
2014-09,225.48267846049254
2014-10,189.72427430240518
2014-11,196.70056075006144
2014-12,191.21213452140805
2015-01,188.29704768258952
2015-02,205.5026386410222
2015-03,206.2766391285704
2015-04,215.92464362529756
2015-05,210.93840369723722
2015-06,203.95411740253576
2015-07,209.45743977373397
2015-08,198.6331910599621
2015-09,189.21683090888416
2015-10,209.1614565767218
2015-11,202.03277790735785
2015-12,202.70146431215096
2016-01,191.89412223784657
2016-02,191.75600837043257
2016-03,207.48814833165073
2016-04,208.7841909065516
2016-05,205.7194810253466
2016-06,188.28913677300088
2016-07,198.42008984629777
2016-08,203.18899939060452
2016-09,208.99781576326927
2016-10,205.35285437758566
2016-11,197.76145107630478
2016-12,207.8224008013547
2017-01,216.06494754766516
2017-02,216.93204792921873
2017-03,226.6258054344232
2017-04,243.415272
2017-05,254.197602
2017-06,255.055196
2017-07,269.115907
2017-08,266.091494
2017-09,281.032692
2017-10,286.405341
2017-11,291.279469
2017-12,303.065108
2018-01,320.822277
2018-02,305.973509
2018-03,301.433575
2018-04,300.2240158494865
2018-05,295.69774937677585
2018-06,290.24824389920576
2018-07,293.39435881830394
2018-08,290.7672292840329
2018-09,287.45409857755345
2018-10,263.8389234198115
2018-11,255.62051087251723
2018-12,239.4923134187947
2019-01,257.46801959617557
2019-02,271.57743866499345
2019-03,267.3657647760571
2019-04,286.6829373475331
2019-05,265.0569003518504
2019-06,291.4360925388136
2019-07,290.59663784361254
2019-08,278.19896337605337
2019-09,284.3134648215504
2019-10,298.0164995355981
2019-11,306.2108430561841
2019-12,318.3852510961774
2020-01,314.8642183954648
2020-02,291.76796429643383
2020-03,217.1910829331929
2020-04,249.03005471001612
2020-05,258.2703074225009
2020-06,287.2992136942893
2020-07,301.0360005171759
2020-08,327.2082685313551
2020-09,319.45846121996055
2020-10,307.7487342846181
2020-11,376.8187924916752
2020-12,410.7280520260555
2021-01,423.42641370160896
2021-02,444.80755586072985
2021-03,481.44203882341964
2021-04,499.3746942633018
2021-05,529.6974235481513
2021-06,503.78870430500683
2021-07,513.3894581793937
2021-08,542.1781462683151
2021-09,521.5052584733
2021-10,530.7427212005209
2021-11,512.9684568416131
2021-12,542.0390064505139
2022-01,532.4960924593195
2022-02,520.7095350417701
2022-03,533.3533347072188
2022-04,492.0053728098177
2022-05,500.2451560526581
2022-06,429.4535865959737
2022-07,446.24446604798436
2022-08,418.16963573592096
2022-09,378.4782500274524
2022-10,410.8344092279411
2022-11,459.1609939486047
2022-12,459.9567526052589
2023-01,505.38102010902526
2023-02,502.31600587437646
2023-03,499.43474765786175
2023-04,514.9687076013605
2023-05,505.49290595569045
2023-06,517.1843905142211
2023-07,546.7621943538848
