Date,JAPAN SMALL CAP
2000-12,100.0
2001-01,98.97575401489279
2001-02,100.75484327371481
2001-03,97.45366907965975
2001-04,110.58699705597178
2001-05,109.7812533947183
2001-06,106.83562648081544
2001-07,97.70009611190221
2001-08,99.03170195826677
2001-09,90.5065780607946
2001-10,92.58862290820258
2001-11,88.99991539568406
2001-12,78.2533561286532
2002-01,72.94755915783367
2002-02,76.76530457589003
2002-03,82.3176736768854
2002-04,87.75412764564852
2002-05,96.95053993854008
2002-06,92.68769347861367
2002-07,89.75735157948127
2002-08,87.67068628976389
2002-09,84.21796250627231
2002-10,75.50525832086723
2002-11,76.07394605149963
2002-12,74.38276124268403
2003-01,73.95151355847452
2003-02,77.7093487669081
2003-03,76.58662363080633
2003-04,78.97661295024083
2003-05,82.59046860957173
2003-06,91.8626599943773
2003-07,92.94153624233239
2003-08,104.66092791924848
2003-09,112.30445959432028
2003-10,120.62781867578158
2003-11,112.34095872000918
2003-12,120.37890588603003
2004-01,124.7631385126016
2004-02,124.44498108979636
2004-03,147.31711666766523
2004-04,142.63577505474606
2004-05,135.5543227575689
2004-06,149.8156299453686
2004-07,137.5391452421612
2004-08,138.97738746034264
2004-09,134.80887059184394
2004-10,137.3028670291545
2004-11,143.27835497869987
2004-12,150.21976300762438
2005-01,155.330612201823
2005-02,158.30503939908382
2005-03,158.00326916489365
2005-04,156.71999085234884
2005-05,153.8366982516779
2005-06,155.92421800998355
2005-07,160.3410155987018
2005-08,165.84743202413873
2005-09,176.24779612601336
2005-10,179.76918070792692
2005-11,187.45432618575097
2005-12,212.80970284006185
2006-01,219.5936657494268
2006-02,205.29988829415737
2006-03,214.58603559741454
2006-04,215.6538359413563
2006-05,198.35906717971818
2006-06,192.15141492183096
2006-07,179.4494603570742
2006-08,184.22681838387106
2006-09,180.2358857274848
2006-10,179.07970774029246
2006-11,177.57441659095147
2006-12,178.61731063660696
2007-01,182.0902089477542
2007-02,189.28033000498647
2007-03,187.61741588834866
2007-04,184.4109781307384
2007-05,180.0196259414548
2007-06,181.20186886935932
2007-07,181.1613657687743
2007-08,170.1318572266387
2007-09,169.1481566469007
2007-10,175.26502360016914
2007-11,167.89956136546022
2007-12,157.8620205520051
2008-01,150.1107038471183
2008-02,151.76605007008484
2008-03,151.91261499656844
2008-04,153.80186613379718
2008-05,158.54729710385791
2008-06,148.81781313447868
2008-07,143.9493328910235
2008-08,137.59761264289523
2008-09,124.2190183871115
2008-10,111.11102483771116
2008-11,115.65537569429279
2008-12,124.6720747020176
2009-01,118.13978864895917
2009-02,102.61598625252184
2009-03,106.31786275946382
2009-04,111.75833005048291
2009-05,125.43780431486827
2009-06,133.42400686122815
2009-07,136.7662045475562
2009-08,144.4401825559559
2009-09,143.92268607232532
2009-10,138.6514442168183
2009-11,133.70060211549037
2009-12,131.21233432373054
2010-01,134.0485015876403
2010-02,136.60227096693205
2010-03,142.90120070243972
2010-04,146.77588621665998
2010-05,136.6003352836146
2010-06,137.2102118404967
2010-07,138.8760865070004
2010-08,135.9442088759934
2010-09,141.56700387058171
