Date,PERU SMALL GROWTH
1995-05,261.8417107370663
1995-06,262.5504153076793
1995-07,262.35556582419554
1995-08,233.08177109980602
1995-09,214.14743294977526
1995-10,193.59049195088588
1995-11,196.85047800896865
1995-12,194.79627411329025
1996-01,203.28686129149867
1996-02,208.03197640589227
1996-03,214.1711051039387
1996-04,220.604934514663
1996-05,221.3693417285693
1996-06,224.24923996968863
1996-07,219.25382492849008
1996-08,221.12589448855113
1996-09,246.93563772890172
1996-10,241.82823227514277
1996-11,232.62070760862485
1996-12,226.7513019555994
1997-01,227.65291042928982
1997-02,249.08942426572375
1997-03,275.08524975560204
1997-04,282.62600506679746
1997-05,369.219297085616
1997-06,357.08095306561904
1997-07,361.69685115379787
1997-08,325.7521256137737
1997-09,319.30536342351803
1997-10,316.30408290930376
1997-11,311.51954491099
1997-12,311.3571061729984
1998-01,282.0171358971672
1998-02,266.10840474094755
1998-03,280.6914680619986
1998-04,279.77755346253167
1998-05,267.9878945822935
1998-06,256.6531383250456
1998-07,242.79004022011992
1998-08,188.75048629825238
1998-09,160.25477327285094
1998-10,131.0907886239358
1998-11,150.07672102159916
1998-12,133.6758593596708
1999-01,122.89019067044552
1999-02,127.50897900751453
1999-03,137.40647147750752
1999-04,145.31573285733563
1999-05,150.7579845846851
1999-06,153.2433798083509
1999-07,139.04228589444506
1999-08,130.79120096751737
1999-09,133.58991926611802
1999-10,131.14563284302207
1999-11,131.60503509711836
1999-12,130.37097309359336
2000-01,127.98797019834416
2000-02,130.2007485564713
2000-03,123.69552391539509
2000-04,125.52635879127757
2000-05,119.07257825341848
2000-06,118.29945841185983
2000-07,116.42006988738626
2000-08,117.9976788236627
2000-09,107.33021776797916
2000-10,105.37131018198002
2000-11,100.74088315231455
2000-12,97.07033696863405
2001-01,96.87259405623432
2001-02,96.59079364958794
2001-03,100.74980755444888
2001-04,90.93345287623164
2001-05,91.4111157931485
2001-06,97.20816456980954
2001-07,99.07734287727352
2001-08,102.5218506688256
2001-09,100.85654520225035
2001-10,103.23293981681374
2001-11,105.5756682374008
2001-12,104.55040403661619
2002-01,104.74514815140927
2002-02,109.67348394217483
2002-03,102.25014437331522
2002-04,98.1408782040396
2002-05,99.37553085126814
2002-06,94.89493095572212
2002-07,83.67133064014206
2002-08,80.0585242281226
2002-09,82.31881962053295
2002-10,88.70434811242048
2002-11,97.77935625071997
2002-12,99.0342157697499
2003-01,106.0174146908656
2003-02,110.17503485651984
2003-03,108.98650718419177
2003-04,118.59890607609348
2003-05,121.74120006310876
2003-06,124.80946435879513
2003-07,126.74301671245193
2003-08,128.92623081338806
2003-09,135.2395850497507
2003-10,136.77496856316756
2003-11,132.0746556304812
2003-12,158.71269443192412
2004-01,170.54012909030078
2004-02,167.04053344145163
2004-03,267.7408113178969
2004-04,240.90723129030786
2004-05,246.83636983819346
2004-06,222.54894085033473
2004-07,237.44125504887776
2004-08,241.2472173687591
2004-09,251.62281236972464
2004-10,265.0507787458474
2004-11,281.9592126406246
2004-12,277.1948076886985
2005-01,285.7179060268919
2005-02,298.56182954423446
2005-03,304.60373732681285
2005-04,299.2899591097934
2005-05,287.70834486514383
2005-06,282.91380897916986
2005-07,290.0037917856442
2005-08,289.6517232010559
2005-09,293.53016668387596
2005-10,255.53774960931648
2005-11,254.92442784568524
2005-12,243.65115132734434
2006-01,272.7262040899413
2006-02,285.89305781240654
2006-03,269.2070250192656
2006-04,303.68361819590865
2006-05,294.08526430741864
2006-06,345.7914405543292
2006-07,344.7565252355573
2006-08,382.93137995909234
2006-09,388.1562728899448
2006-10,419.67649320017176
2006-11,465.36538295445393
2006-12,562.1784665110364
2007-01,568.6370235454242
2007-02,663.4013041164894
2007-03,816.6921502754469
2007-04,964.5008803407862
2007-05,1000.0
2007-06,1033.006104875852
2007-07,1093.4601547107131
2007-08,933.0958619633665
2007-09,1025.707528431848
2007-10,1079.030581314301
2007-11,986.1321709267381
2007-12,942.3412375342401
2008-01,791.6128447619575
2008-02,1086.8022403098444
2008-03,1113.0998424272477
2008-04,1045.7377778427176
2008-05,1053.9582363607226
2008-06,966.5017148528033
2008-07,928.1125811127605
2008-08,886.7781991212692
2008-09,719.8680023206216
2008-10,435.17708513448207
2008-11,356.0033717713782
2008-12,285.2421882801722
2009-01,232.87489057143324
2009-02,191.46607071424305
2009-03,278.3274871094222
2009-04,300.6593433065719
2009-05,489.36865854137255
2009-06,428.41706746787986
2009-07,426.4338452286273
2009-08,451.5896146178255
2009-09,501.4187491119429
2009-10,468.65041885077494
2009-11,437.1343569908647
2009-12,450.6978540284397
2010-01,476.2184017404728
2010-02,481.19806138598204
2010-03,516.2577518538594
2010-04,542.1515349545123
2010-05,462.39030361459106
2010-06,459.8924418574086
2010-07,464.3413030327327
2010-08,499.86966335862667
2010-09,590.216326767896
2010-10,597.50608115128
2010-11,649.5698708891474
2010-12,774.8426221276903
2011-01,780.1856019775744
2011-02,759.1709632764064
2011-03,709.6841747038678
2011-04,535.185733373528
2011-05,692.8743773277696
2011-06,606.5245202836286
2011-07,712.5199560698521
2011-08,660.991173604591
2011-09,574.7751924915078
2011-10,615.4069975246227
2011-11,592.920221415469
2011-12,545.9210136162344
2012-01,655.3142804112967
2012-02,738.8533396131492
2012-03,716.5516228002008
2012-04,685.1829998178177
2012-05,633.1529700567336
2012-06,604.6145688933293
2012-07,657.1668808494989
2012-08,745.6578669537832
2012-09,787.8101026018165
2012-10,822.9283685715775
2012-11,740.402713900884
2012-12,754.9885437305132
2013-01,789.8678973071487
2013-02,739.4353223884192
2013-03,715.6386243533564
2013-04,579.1145352745608
2013-05,498.11826276744455
2013-06,338.4848735188678
2013-07,373.969270128454
2013-08,446.27693499852256
2013-09,353.75325032788703
2013-10,303.0185229313582
2013-11,281.4569491685246
2013-12,294.4515665395236
2014-01,301.91852611128564
2014-02,315.32209811246787
2014-03,287.5293669827435
2014-04,307.30885835605085
2014-05,293.2474724125238
2014-06,351.0724934360522
2014-07,347.00463256536847
2014-08,399.5684918706812
2014-09,351.4862451812281
2014-10,312.3796732525791
2014-11,329.72521734548303
2014-12,343.8765142272634
2015-01,406.14222050709714
2015-02,438.690203335192
2015-03,352.36729235633175
2015-05,1000.0
2015-06,986.8819498728893
2015-07,947.9857444764255
2015-08,880.7621502010142
2015-09,863.8849508144782
2015-10,941.314736412929
2015-11,837.6770658590225
2017-05,1000.0
2017-06,1024.928396
2017-07,1021.877476
2017-08,1146.645942
2017-09,1482.604722
2017-10,1639.175322
2017-11,1259.246624
2017-12,1187.187987
2018-01,1230.154057
2018-02,1062.706368
2018-03,1168.409675
2018-04,1206.5016148042193
2018-05,953.9973267339044
2018-06,780.6386154135337
2018-07,780.6862981924738
2018-08,796.5118707887519
2018-09,749.3838885223017
2018-10,591.2388108201072
2018-11,711.6147587530655
2018-12,674.6589554461483
2019-01,723.373452378248
2019-02,660.3222442604879
2019-03,599.5197158511722
2019-04,533.3581815164071
2020-11,1000.0
2020-12,1078.3333333333328
2021-01,1067.6666666666665
2021-02,1163.3333333333328
2021-03,996.666666666666
2021-04,880.1396107972373
2021-05,965.2037664783421
2021-06,861.6175768989323
2021-07,698.0062774639039
2021-08,775.5244193345881
2021-09,765.9204017576892
2021-10,985.0978028876327
2021-11,994.7018204645316
2021-12,929.5371753732529
2022-01,1111.0048195420263
2022-02,1138.1368750779402
2022-03,1217.4188555400253
2022-04,1022.4779372415367
2022-05,1020.981445566101
2022-06,875.4476301299655
2022-07,900.1397427746564
2022-08,806.6090130599162
2022-09,750.490575231072
2022-10,920.3423803930395
2022-11,920.3423803930392
