Date,CROATIA SMALL CAP
2010-11,1000.0
2010-12,1116.337503314459
2011-01,1212.5062871143593
2011-02,1214.1932417475039
2011-03,1252.1093622814362
2011-04,1266.1566589778588
2011-05,1270.680685952121
2011-06,1242.3258531813915
2011-07,1135.3642014820823
2011-08,1052.181570233142
2011-09,851.6982895660753
2011-10,846.9034806342173
2011-11,768.9931177082213
2011-12,745.8094431586678
2012-01,779.7886892467884
2012-02,806.7022243895276
2012-03,814.9953311595532
2012-04,804.4714450625382
2012-05,695.7708576429678
2012-06,718.6075181960173
2012-07,702.4623910376904
2012-08,722.2472211388683
2012-09,789.5788447543551
2012-10,827.9547089010676
2012-11,852.1516979085068
2012-12,893.5260467972521
2013-01,975.2000866832291
2013-02,985.0826048970215
2013-03,1007.9887096002656
2013-04,1009.0636280085436
2013-05,959.8445675327765
2013-06,987.1800421995375
2013-07,1056.2970279993158
2013-08,939.2353289578749
2013-09,954.1447597555225
2013-10,932.0374233919018
2013-11,934.7992784025953
2013-12,951.3198191284264
2014-01,973.8784895177074
2014-02,984.1998147556441
2014-03,978.1916236461019
2014-04,986.1164416755324
2014-05,980.2575767099826
2014-06,1037.3675597995843
2014-07,1023.4590920166083
2014-08,1039.8930269454613
2014-09,1040.7624350645897
2014-10,986.6537757742107
2014-11,956.6253545673763
2014-12,917.7319026348666
2015-01,850.2354608693992
2015-02,846.9606394053754
2015-03,799.9667970056939
2015-04,871.2685451589508
2015-05,844.9586629285595
2015-06,850.912088261018
2015-07,866.6823776047859
2015-08,869.6050333103286
2015-09,852.4061042769881
2015-10,905.5243943726655
2015-11,826.5929366857686
2015-12,846.9141676487643
2016-01,815.7337512817029
2016-02,815.8441198664768
2016-03,907.2861550670228
2016-04,925.792524311481
2016-05,930.8697918252417
2016-06,901.027708174326
2016-07,952.3015497748977
2016-08,978.8527470797943
2016-09,1024.8925530334323
2016-10,1009.1370993247806
2016-11,981.1950556410596
2016-12,963.0456985423227
2017-01,1049.0182489342085
2017-02,1057.5870283665163
2017-03,850.9838446295117
2017-04,820.35014
2017-05,817.75508
2017-06,850.566972
2017-07,819.776842
2017-08,846.342501
2017-09,785.360394
2017-10,795.452793
2017-11,813.540358
2017-12,812.639657
2018-01,867.381433
2018-02,823.908588
2018-03,822.129475
2018-04,813.551701610633
2018-05,834.3975564679754
2018-06,837.7452608901694
2018-07,851.9204421390087
2018-08,836.6989079376716
2018-09,827.4387600565418
2018-10,794.6401676509802
2018-11,778.6738096531226
2018-12,772.9218162370955
2019-01,802.0767283146267
2019-02,808.0084580723636
2019-03,805.3525408150482
2019-04,835.6358521854013
2019-05,849.8645032566836
2019-06,864.3410978306794
2019-07,849.790383807256
2019-08,816.0675173605268
2019-09,865.4134570151668
2019-10,890.5687533763448
2019-11,891.6090878677749
2019-12,923.298062691206
2020-01,905.4129421684338
2020-02,842.6728335332472
2020-03,631.1279589191349
2020-04,667.40749699669
2020-05,742.2702104828381
2020-06,728.8679948773037
2020-07,775.77230011059
2020-08,804.6946839377098
2020-09,809.5797599154505
2020-10,788.0112239689108
2020-11,878.7900788967914
2020-12,923.602118522968
2021-01,923.5965041706621
2021-02,935.2681556366437
2021-03,940.4810709650989
2021-04,964.967304471001
2021-05,1015.6188618824661
2021-06,1013.6729474425296
2021-07,999.5132494276502
2021-08,1008.8484740878404
2021-09,1006.9108296550078
2021-10,1041.4151218730512
2021-11,982.4288705244497
2021-12,1041.5305655400423
2022-01,1066.456963413976
2022-02,973.5611200519459
2022-03,1009.4041535036637
2022-04,968.3938826056092
2022-05,965.8704902048156
2022-06,923.57238620004
2022-07,881.0673725849808
2022-08,890.8188269795027
2022-09,812.0023078868504
2022-10,839.2811497883506
2022-11,843.4134248504728
2022-12,909.6357173443972
2023-01,992.774440646879
2023-02,1000.8814300827105
2023-03,1024.5717117976942
2023-04,1051.139977544174
2023-05,1033.849028536338
2023-06,1137.0962440398248
2023-07,1182.3032539239546
