Date,OMAN SMALL CAP
2012-10,1053.9176758543197
2012-11,1062.104646523016
2012-12,1121.3101942297035
2013-01,1147.3835719399642
2013-02,1177.9373284412552
2013-03,1215.7950867304908
2013-04,1255.6416873994638
2013-05,1340.500154787222
2013-06,1345.4938097287143
2013-07,1431.1169970867838
2013-08,1412.6622953262952
2013-09,1416.2262923384658
2013-10,1445.0922916843033
2013-11,1457.9891927787337
2013-12,1469.7301341243285
2014-01,1525.3814001369549
2014-02,1508.9779886913134
2014-03,1505.3506682284803
2014-04,1525.4460760313627
2014-05,1534.1202294174736
2014-06,1565.8387145318502
2014-07,1593.88820615284
2014-08,1615.507955010089
2014-09,1644.271955912612
2014-10,1530.9638613262337
2014-11,1538.1366082805612
2014-12,1431.4976621789417
2015-01,1449.2098666276822
2015-02,1476.9363623122965
2015-03,1414.8846123042365
2015-04,1451.612483842719
2015-05,1457.8952308513096
2015-06,1469.5817347878358
2015-07,1484.892061435539
2015-08,1380.1454982377406
2015-09,1365.855615328767
2015-10,1412.5905444619264
2015-11,1344.7468374371012
2015-12,1304.8712137317925
2016-01,1260.6285529426295
2016-02,1291.5305191122468
2016-03,1376.187906804687
2016-04,1491.59567661049
2016-05,1490.0711748251742
2016-06,1490.1706050635055
2016-07,1461.6038251318637
2016-08,1439.7859611244862
2016-09,1438.0455320616072
2016-10,1387.5279339381764
2016-11,1393.5020385807984
2016-12,1454.020545795821
2017-01,1492.145372062772
2017-02,1526.413503217163
2017-03,1500.000109571963
2017-04,1575.301138
2017-05,1565.159017
2017-06,1491.10844
2017-07,1466.695458
2017-08,1437.207921
2017-09,1426.192369
2017-10,1420.149951
2017-11,1434.292952
2017-12,1431.064392
2018-01,1377.618807
2018-02,1380.10944
2018-03,1339.55753
2018-04,1365.2210241904052
2018-05,1325.4397376867098
2018-06,1361.6880048752741
2018-07,1313.071439380076
2018-08,1312.9674870349024
2018-09,1309.4568711261556
2018-10,1273.2733071297403
2018-11,1238.7348818791193
2018-12,1226.3083733222038
2019-01,1181.1227043657236
2019-02,1166.429671310079
2019-03,1167.2670515916468
2019-04,1225.21215215693
2019-05,1223.7467223939507
2019-06,1201.526115839572
2019-07,1109.1697116331206
2019-08,1163.5854480668665
2019-09,1173.217928083266
2019-10,1167.351641104979
2019-11,1184.221088597452
2019-12,1161.063385196505
2020-01,1192.5356789365794
2020-02,1187.3136394818716
2020-03,1045.4953108004722
2020-04,1073.5194967402613
2020-05,1085.2085613178913
2020-06,1089.3983019767245
2020-07,1113.713230276375
2020-08,1145.941033417793
2020-09,1099.6633949281857
2020-10,1083.819839833682
2020-11,1095.0742008601765
2020-12,1080.7845453035704
2021-01,1053.0864073246125
2021-02,1035.885876980463
2021-03,1094.3638798901998
2021-04,1118.3270828008713
2021-05,1142.627013367692
2021-06,1203.9632286078643
2021-07,1173.8527638186354
2021-08,1164.033268350655
2021-09,1151.0891913126584
2021-10,1201.3412910161296
2021-11,1188.0201675907178
2021-12,1253.5333955314386
2022-01,1217.5925403702463
2022-02,1180.6012157727403
2022-03,1278.2383633943136
2022-04,1253.668111123203
2022-05,1246.1053216182893
2022-06,1266.744685520128
2022-07,1438.5104780778718
2022-08,1449.5869729130497
2022-09,1450.129844971369
2022-10,1383.1096364826935
2022-11,1474.804967239391
2022-12,1563.7467415392227
2023-01,1532.447706235509
2023-02,1521.2457171594124
2023-03,1548.624202576885
2023-04,1538.0606391939061
2023-05,1495.9591389019768
2023-06,1557.1826635637763
2023-07,1579.1475386809973
