Date,OMAN SMALL CAP
2002-05,232.92315944688366
2002-06,222.61682495808344
2002-07,229.83125910024356
2002-08,226.7099159073819
2002-09,221.58619150920342
2002-10,226.7393587536035
2002-11,221.52865159969693
2002-12,213.06123403484222
2003-01,207.82479660019686
2003-02,206.06627932407926
2003-03,214.01165950519837
2003-04,240.2427690774071
2003-05,243.04520253043697
2003-06,255.4166531819522
2003-07,287.26512206151494
2003-08,293.578169940031
2003-09,296.5560906031666
2003-10,304.16450785514786
2003-11,309.6566580177254
2003-12,305.80298995544973
2004-01,322.25845003869694
2004-02,325.6293252515042
2004-03,325.46054838117664
2004-04,343.70574880462897
2004-05,363.95386786858603
2004-06,379.78057908030144
2004-07,380.53891954416935
2004-08,370.7744585531709
2004-09,375.51372082758274
2004-10,382.3177486596002
2004-11,382.23902661152636
2004-12,373.2813658623086
2005-01,394.4387132733188
2005-02,412.44182388284327
2005-03,490.77602942113185
2005-04,497.9683637039461
2005-05,492.9152326447157
2005-06,554.4803698668668
2005-07,547.76951670582
2005-08,544.7691798031842
2005-09,528.711860195791
2005-10,506.28521230990805
2005-11,496.8887534529147
2005-12,494.6178235618782
2006-01,555.4421875923605
2006-02,545.6472514450209
2006-03,587.631427158604
2006-04,547.3651281043564
2006-05,484.88246520398866
2006-06,494.26531071914405
2006-07,443.3000041936146
2006-08,494.2322675816451
2006-09,516.1981064986871
2006-10,539.5146836559742
2006-11,508.7361172942744
2006-12,517.054182097486
2007-01,546.4157099363882
2007-02,548.9639990469383
2007-03,554.442824297039
2007-04,571.0302076957508
2007-05,636.5294571228253
2007-06,647.4706405136807
2007-07,659.3707827785358
2007-08,697.8338625735757
2007-09,740.6706785228645
2007-10,825.8456263256442
2007-11,1000.0
2007-12,1111.5625147899816
2008-01,1059.8277876989864
2008-02,1226.9000911026349
2008-03,1220.0010994090242
2008-04,1454.954733670805
2008-05,1514.9991940211055
2008-06,1583.6615369180151
2008-07,1499.340854809851
2008-08,1390.5802398320359
2008-09,1207.919558501449
2008-10,827.417530210341
2008-11,762.5652028098523
2008-12,724.1369268030526
2009-01,656.6616253397596
2009-02,671.5469017095953
2009-03,751.22109756
2009-04,824.282580024764
2009-05,991.1589249963035
2009-06,1011.3655421877096
2009-07,1049.3883779169328
2009-08,1194.717373568756
2009-09,1264.8451932352084
2009-10,1222.0536585153316
2009-11,1248.0998908558156
2009-12,1203.6604418303336
2010-01,1195.873551154171
2010-02,1217.097746853585
2010-03,1223.930337263794
2010-04,1271.4090562214906
2010-05,1127.2098530820945
2010-06,1110.4259995425152
2010-07,1187.1740277369063
2010-08,1175.8442514361248
2010-09,1230.2172578001162
2010-10,1263.1130240728733
2010-11,1223.7380935106344
2010-12,1240.4434993029784
2011-01,1266.0218411487056
2011-02,1062.5936855755342
2011-03,1110.1423288774408
2011-04,1129.4671438030268
2011-05,1067.0647296108941
2011-06,1043.1191075499885
2011-07,1004.8008544430726
2011-08,983.2454512799583
2011-09,968.9434548629713
2011-10,958.1907069791893
2011-11,919.1899077973499
2011-12,955.7745801896175
2012-01,944.2682822091746
2012-02,996.8817055277947
2012-03,966.6863780638922
2012-04,1059.1847076217048
2012-05,1083.3814184513726
2012-06,1032.1313360727445
2012-07,979.0410138590443
2012-08,1004.1469012374107
2012-09,1037.5035321194423
