Date,MALAYSIA SMALL CAP
2014-07,1880.560500830157
2014-08,1887.2892076274302
2014-09,1832.154193414907
2014-10,1789.1532773184977
2014-11,1653.9046679523024
2014-12,1510.7040805736638
2015-01,1508.996215597299
2015-02,1573.975743724498
2015-03,1533.917630380342
2015-04,1621.328148237254
2015-05,1530.0536248459268
2015-06,1474.540850555599
2015-07,1472.9132997989095
2015-08,1210.9083698365066
2015-09,1228.1529677332207
2015-10,1314.1571328206248
2015-11,1322.4893968277704
2015-12,1363.8949896321237
2016-01,1347.0561528248686
2016-02,1347.0806665927119
2016-03,1482.9820718351255
2016-04,1443.207366493979
2016-05,1363.0759922748416
2016-06,1391.8394436507526
2016-07,1409.2815738083611
2016-08,1458.010061794427
2016-09,1463.5617184424511
2016-10,1442.1043335562597
2016-11,1305.8910121278775
2016-12,1309.1303205246634
2017-01,1381.4320230783974
2017-02,1405.7477428369791
2017-03,1471.1333274649278
2017-04,1543.623725
2017-05,1560.04263
2017-06,1585.133208
2017-07,1585.021309
2017-08,1587.57694
2017-09,1610.826258
2017-10,1654.40278
2017-11,1699.870678
2017-12,1776.896136
2018-01,1879.323017
2018-02,1865.035746
2018-03,1764.140631
2018-04,1704.2448658795763
2018-05,1627.5611334723344
2018-06,1631.3889891084677
2018-07,1710.791793560856
2018-08,1651.195985460198
2018-09,1632.3700599673539
2018-10,1499.6177161803264
2018-11,1464.9679583599354
2018-12,1407.6472613962171
2019-01,1478.7188669695486
2019-02,1545.6482506025536
2019-03,1579.015129900065
2019-04,1615.3415513204243
2019-05,1536.0553195051796
2019-06,1621.025170080508
2019-07,1635.0313198888073
2019-08,1561.1597898275563
2019-09,1586.949120064639
2019-10,1603.9086799645875
2019-11,1600.172001833137
2019-12,1665.9629434681751
2020-01,1607.7919087873483
2020-02,1507.514143382605
2020-03,1140.16527406939
2020-04,1291.318969704456
2020-05,1443.0097509495704
2020-06,1484.5657585079598
2020-07,1792.260381175475
2020-08,1933.863120425402
2020-09,1912.8428571238276
2020-10,1874.0237166306765
2020-11,2102.292661100348
2020-12,2250.327863485593
2021-01,2251.541733096402
2021-02,2343.3464449888334
2021-03,2276.100833052746
2021-04,2285.155429685698
2021-05,2136.407901376165
2021-06,2110.780653403158
2021-07,2095.186049853491
2021-08,2200.7219158379307
2021-09,2210.92604949508
2021-10,2316.0631341185094
2021-11,2166.4606475714068
2021-12,2164.7907213192316
2022-01,1991.680967406109
2022-02,1978.0133107940785
2022-03,2025.0003832244347
2022-04,1954.8188246051054
2022-05,1886.6788041404773
2022-06,1763.5148941048596
2022-07,1792.371903415954
2022-08,1786.5046604242275
2022-09,1672.2065302184837
2022-10,1636.1384965793275
2022-11,1835.6180126143672
2022-12,1855.9226145764937
2023-01,2021.342017817828
2023-02,1890.7927052168277
2023-03,1937.299477690315
2023-04,1914.8540557954093
2023-05,1852.9893294013664
2023-06,1809.939734997227
2023-07,1960.7210219034603
