Date,CANADA SMALL CAP
2000-12,100.0
2001-01,102.21311276405642
2001-02,97.47940246606281
2001-03,97.90747161803965
2001-04,107.92731452821612
2001-05,112.68943738658754
2001-06,111.06909564011447
2001-07,108.04480607442818
2001-08,107.06513029408849
2001-09,98.81401400685552
2001-10,101.9645908196139
2001-11,107.37355607600176
2001-12,114.38559740828936
2002-01,118.1872524677744
2002-02,119.28465187415745
2002-03,127.47141651795228
2002-04,127.65925253875226
2002-05,136.8298855124373
2002-06,126.3401472319813
2002-07,110.58330870196598
2002-08,110.87878969153392
2002-09,103.92606830153427
2002-10,107.91767402879529
2002-11,110.23920500261774
2002-12,111.11548158020878
2003-01,113.59504362756604
2003-02,113.5975154748758
2003-03,109.424127896718
2003-04,117.1728263918649
2003-05,130.8836632215991
2003-06,136.2944059959216
2003-07,139.31567016613073
2003-08,148.24521912502615
2003-09,153.1751382826235
2003-10,165.3695276044138
2003-11,173.69729168705382
2003-12,184.87359401960143
2004-01,180.03410117451625
2004-02,188.74398994914355
2004-03,192.53501495399834
2004-04,175.64063477502418
2004-05,183.84824175933187
2004-06,186.7059802227581
2004-07,180.7877817260323
2004-08,177.97415108025191
2004-09,190.24264255837704
2004-10,196.34715061432013
2004-11,212.87601983588948
2004-12,216.6081282135314
2005-01,210.72022061017364
2005-02,224.6511018751011
2005-03,221.87465268531676
2005-04,205.46589044484037
2005-05,211.4853150596254
2005-06,216.5133134584267
2005-07,222.06911835299033
2005-08,233.09791172272688
2005-09,241.50186281733585
2005-10,223.46879236758735
2005-11,233.78773994689723
2005-12,245.98677495032513
2006-01,272.5640862620731
2006-02,268.0490153022342
2006-03,277.4551171020543
2006-04,301.062500104633
2006-05,292.12028788711046
2006-06,278.8509299602534
2006-07,278.7390664583473
2006-08,290.08337076500874
2006-09,273.11644878581205
2006-10,291.89345109057325
2006-11,304.74556092767955
2006-12,304.179830252853
2007-01,309.2606888671302
2007-02,317.1549499274561
2007-03,331.5601074409337
2007-04,348.804500937707
2007-05,377.1060189889394
2007-06,376.2988793828202
2007-07,367.0481222430435
2007-08,344.4149672831662
2007-09,386.51471081305147
2007-10,428.35488696112986
2007-11,360.4449566969478
2007-12,370.69311768715335
2008-01,337.4104081317252
2008-02,369.78852443931453
2008-03,340.8377308551315
2008-04,352.8547385374385
2008-05,371.41840724636756
2008-06,358.91068772243534
2008-07,327.2759915320249
2008-08,319.22036280567403
2008-09,251.6639707555396
2008-10,168.14426011823267
2008-11,153.12785816210098
2008-12,160.88548968476016
2009-01,162.60387216500845
2009-02,149.91083562041584
2009-03,158.6306247374957
2009-04,184.23493326915587
2009-05,223.31466868927663
2009-06,209.940766287447
2009-07,236.22414033390868
2009-08,245.24274104807492
2009-09,275.7302604881948
2009-10,277.6571551208904
2009-11,301.0538468490267
2009-12,318.95400014767347
2010-01,305.7978768719606
2010-02,326.2324870571615
2010-03,354.2833231022237
2010-04,369.1785371438227
2010-05,336.7278519109074
2010-06,321.1608552328274
2010-07,347.4129498755677
2010-08,346.45766314974696
2010-09,384.6108916061666
2010-10,408.0332496368946
2010-11,425.33025225263026
2010-12,464.6875216194776
2011-01,459.3600194691171
2011-02,489.8399332409202
