Date,CANADA SMALL CAP
2011-03,490.26235995495347
2011-04,505.2615480031799
2011-05,485.0738955786536
2011-06,460.6343646792867
2011-07,472.98442013605063
2011-08,445.00447528504355
2011-09,363.81890717620246
2011-10,415.83460192269564
2011-11,405.14836045399716
2011-12,397.0810258514178
2012-01,429.76515179803334
2012-02,445.295624406132
2012-03,422.08112073453486
2012-04,418.83106256330177
2012-05,370.1490545388915
2012-06,369.3223391839982
2012-07,382.2505663179825
2012-08,398.29014680478764
2012-09,418.7604216850348
2012-10,411.40366692961953
2012-11,402.3787949041776
2012-12,409.32985253072957
2013-01,417.8780758623642
2013-02,397.78304993990463
2013-03,407.57882811989015
2013-04,398.6249821925003
2013-05,389.02056750217736
2013-06,365.4036350447852
2013-07,393.6295354593225
2013-08,389.4335961649059
2013-09,404.80321677393755
2013-10,414.0844363015157
2013-11,404.2221681513201
2013-12,414.70021703105897
2014-01,400.86735430883544
2014-02,428.9098295583137
2014-03,433.11872817739567
2014-04,449.8126040062611
2014-05,450.4499805929236
2014-06,489.0853834200544
2014-07,467.871239400606
2014-08,484.1731183920319
2014-09,433.2834586604296
2014-10,404.4021801886649
2014-11,393.3174338166867
2014-12,383.4370855092464
2015-01,347.16518720515137
2015-02,366.8758980813759
2015-03,351.41032456920385
2015-04,386.0099457942291
2015-05,373.2374729925054
2015-06,360.73410341611617
2015-07,325.470393509973
2015-08,309.0044292065778
2015-09,290.8086584324617
2015-10,306.57487975856344
2015-11,297.9915783718852
2015-12,277.2106978269118
2016-01,264.9206874724634
2016-02,287.0536508144285
2016-03,320.65121261071874
2016-04,360.079185753336
2016-05,347.1541240090442
2016-06,362.06738727946555
2016-07,377.3947335688444
2016-08,365.8800244814878
2016-09,370.7600862924782
2016-10,355.06547875836213
2016-11,358.0109025784598
2016-12,365.0378766077733
2017-01,380.50014508669426
2017-02,376.7771259232472
2017-03,381.2165934193677
2017-04,368.179278
2017-05,365.37103
2017-06,380.252088
2017-07,389.642417
2017-08,393.940529
2017-09,400.520851
2017-10,394.726966
2017-11,393.243914
2017-12,414.543875
2018-01,414.807898
2018-02,383.626485
2018-03,381.235665
2018-04,394.10677016905817
2018-05,402.0559899879831
2018-06,404.69375395519273
2018-07,403.65946437252546
2018-08,405.890924327956
2018-09,403.0152307091837
2018-10,368.4810243234658
2018-11,354.04657593918216
2018-12,333.16541509974775
2019-01,377.15251329156405
2019-02,388.3795595279676
2019-03,380.05280037419976
2019-04,378.98306686720736
2019-05,360.77898086132643
2019-06,389.41883075043137
2019-07,398.53936659166504
2019-08,395.7855401243962
2019-09,396.0491723473353
2019-10,394.67322614651005
2019-11,406.44205938726594
2019-12,437.2154410621621
2020-01,424.9363514735566
2020-02,385.8284939142111
2020-03,273.12449859890705
2020-04,349.4717834989018
2020-05,369.6101813992691
2020-06,394.0542400170369
2020-07,429.68722793127756
2020-08,453.84417659857115
2020-09,428.8641344204983
2020-10,427.0624203992136
2020-11,487.37229590831123
2020-12,517.9110155001403
2021-01,523.4882754035509
2021-02,553.254957535637
2021-03,565.392927177985
2021-04,596.3549262075479
2021-05,626.0333515527467
2021-06,621.9333037958027
2021-07,619.2865681422101
2021-08,623.0061860418816
2021-09,615.6530548307591
2021-10,657.2684450370645
2021-11,620.3995592647036
2021-12,639.6261840942567
2022-01,627.5157166800603
2022-02,645.0474971355142
2022-03,679.3480862854026
2022-04,627.4334010455867
2022-05,626.1212563865922
2022-06,543.6716971650709
2022-07,591.3948649017457
2022-08,571.3439521670192
2022-09,511.0653390943954
2022-10,544.8449442100019
2022-11,583.82385274444
2022-12,563.8319504015132
2023-01,616.5233458447763
2023-02,586.2071472833258
2023-03,596.3523423023331
2023-04,593.2844291885059
2023-05,570.2700652761773
2023-06,594.7686395510274
2023-07,627.1526338727986
