Date,VIETNAM SMALL CAP
2010-11,1000.0
2010-12,1090.7327194682803
2011-01,1062.3696566184728
2011-02,876.2613690574146
2011-03,822.0048893708059
2011-04,761.6965626972868
2011-05,623.3319666963245
2011-06,654.7386519147508
2011-07,617.7472265874121
2011-08,665.6090638440609
2011-09,637.5226706805987
2011-10,616.8044899291231
2011-11,514.8148871323395
2011-12,499.7220841710576
2012-01,537.8569762741959
2012-02,634.5536037454413
2012-03,671.5952862330314
2012-04,776.9259757485365
2012-05,673.3438722728628
2012-06,648.0257701629191
2012-07,618.6295453285965
2012-08,570.4468800185904
2012-09,507.79392568041266
2012-10,518.1440931163219
2012-11,500.0300597124889
2012-12,584.1394740906819
2013-01,726.365534996521
2013-02,711.2835971602475
2013-03,702.4876918868904
2013-04,671.475434980678
2013-05,814.9242910860893
2013-06,713.8608924374018
2013-07,705.2198603068507
2013-08,715.1910896388187
2013-09,765.7082940843688
2013-10,785.1407575637421
2013-11,842.7265282255263
2013-12,877.5907311515936
2014-01,1002.4311194373099
2014-02,1117.3051609248992
2014-03,1163.541027589762
2014-04,1023.6076786376585
2014-05,1003.388229292987
2014-06,1028.455786253474
2014-07,1085.2473534800479
2014-08,1230.36586426884
2014-09,1235.0266743779925
2014-10,1226.399715222388
2014-11,1151.3732852070837
2014-12,1049.1626424046824
2015-01,1039.580127831419
2015-02,1046.1933267887434
2015-03,938.206668374257
2015-04,970.0099280327518
2015-05,952.7916478703095
2015-06,991.0024372884675
2015-07,1035.4209547226537
2015-08,903.2005099592755
2015-09,894.254776030302
2015-10,953.5866542632037
2015-11,911.9530534751709
2015-12,865.3538953491468
2016-01,814.3588961176432
2016-02,837.5204434680959
2016-03,831.0495688809154
2016-04,866.4961292029371
2016-05,911.6279364533324
2016-06,927.9132608732024
2016-07,932.8161075350066
2016-08,961.0589292350218
2016-09,950.1666416380014
2016-10,920.2495721392032
2016-11,890.3993455449735
2016-12,862.2648778539954
2017-01,884.6168340957818
2017-02,918.9370547835606
2017-03,966.590157914648
2017-04,944.917735
2017-05,989.814618
2017-06,1040.870555
2017-07,1020.565604
2017-08,980.022595
2017-09,964.127554
2017-10,903.604108
2017-11,1002.245542
2017-12,1036.614344
2018-01,1134.479742
2018-02,1062.895502
2018-03,1094.726064
2018-04,1006.7526617538146
2018-05,899.2071802127224
2018-06,872.0405121137456
2018-07,903.8042543710297
2018-08,945.420704216045
2018-09,994.8486510136561
2018-10,874.338770564878
2018-11,878.6399386291607
2018-12,853.1544635113781
2019-01,847.4876144060239
2019-02,920.7606701214921
2019-03,890.0841431922893
2019-04,875.5428075460583
2019-05,850.5997101946189
2019-06,854.1063797979128
2019-07,850.0521706107652
2019-08,841.5427927217506
2019-09,845.8522259321643
2019-10,830.5123994891273
2019-11,818.4204629616346
2019-12,792.5877907828179
2020-01,770.0727686183641
2020-02,747.1640014120285
2020-03,556.2692548430045
2020-04,688.5785249195667
2020-05,754.3862050346065
2020-06,724.9392073504406
2020-07,708.1515796642226
2020-08,804.170052862584
2020-09,867.4292734274023
2020-10,838.6207123335132
2020-11,926.0389992520438
2020-12,1068.8029172335498
2021-01,1064.5088499296326
2021-02,1182.1721060611271
2021-03,1251.3242868354391
2021-04,1274.5682228917947
2021-05,1414.8770687412643
2021-06,1547.1155291695034
2021-07,1483.0168734602307
2021-08,1649.2291679396264
2021-09,1657.4947297294736
2021-10,1849.9121370595087
2021-11,2123.797971385043
2021-12,2167.0004412791204
2022-01,1902.979836223628
2022-02,2126.098568537772
2022-03,2169.8134040218415
2022-04,1850.0055988155734
2022-05,1673.7058801046426
2022-06,1438.7764634401938
2022-07,1531.79503198775
2022-08,1636.4300184518986
2022-09,1353.1168042607117
2022-10,1063.3489065904032
2022-11,1047.5451425883714
2022-12,1084.2827535450735
2023-01,1224.4752480433463
2023-02,1063.1329994727582
2023-03,1137.927325567
2023-04,1184.0106347176074
2023-05,1266.7158810325154
2023-06,1330.4335346165103
2023-07,1496.3629913421696
