Date,PORTUGAL SMALL CAP
2017-03,202.1341858696116
2017-04,211.837407
2017-05,239.601443
2017-06,244.755254
2017-07,252.65102
2017-08,245.12758
2017-09,259.155715
2017-10,263.105194
2017-11,262.880816
2017-12,270.90269
2018-01,303.988495
2018-02,282.189227
2018-03,272.640514
2018-04,275.9163619916284
2018-05,266.0109068738053
2018-06,271.24528405609
2018-07,273.8407316893988
2018-08,258.46137707728593
2018-09,258.96346731167813
2018-10,242.45208694860187
2018-11,239.60130654719663
2018-12,229.1983820652285
2019-01,252.48181152261566
2019-02,247.03516663978942
2019-03,240.42287353328783
2019-04,251.68640432580557
2019-05,240.54689835578353
2019-06,252.96918497578918
2019-07,231.13673691564588
2019-08,216.1145150865938
2019-09,215.09447275555004
2019-10,230.21258843864265
2019-11,229.40152506579827
2019-12,235.43695813592092
2020-01,222.10533030829666
2020-02,186.99419633613093
2020-03,148.28880461904234
2020-04,162.50713888262558
2020-05,164.93239394032543
2020-06,171.01257769930947
2020-07,177.4420049106415
2020-08,179.61541536936403
2020-09,163.12093414215272
2020-10,149.59918533728555
2020-11,187.57342826963136
2020-12,194.99796850762286
2021-01,188.84161696845763
2021-02,197.43988968963842
2021-03,201.66453454838447
2021-04,212.62084515886966
2021-05,232.23909053508737
2021-06,220.85300831971938
2021-07,217.8147326492933
2021-08,234.96874559352526
2021-09,237.40790865981526
2021-10,243.51769599960295
2021-11,221.37474863151618
2021-12,233.28518077685735
2022-01,231.6966652150727
2022-02,232.74369038692308
2022-03,247.023832377135
2022-04,232.8258651405098
2022-05,266.12325112687466
2022-06,249.67563675642083
2022-07,236.8525680493973
2022-08,228.41133527476023
2022-09,194.98548896268275
2022-10,219.5544707199382
2022-11,228.87400423975632
2022-12,230.26804166272055
2023-01,249.91615234138231
2023-02,262.6159181443059
2023-03,261.1477788335371
2023-04,276.1696471087807
2023-05,250.08962962416297
2023-06,261.2036775500646
2023-07,281.71329131144216
